mention,wp_title,cosine
Nole Djokovic,Matteo Berrettini,0.7836096
Nole Djokovic,Roger Federer,0.9615512
Nole Djokovic,Lorenzo Sonego,0.7909654
Norman Fenton,Leslie Fenton,0.97019017
Norman Fenton,Ian McKellen,0.85837936
Nove,Aldo Nove,0.93037415
Nunzia Alessandra Schiliro,Vitaliano Brancati,0.82070243
Obama,Barack Obama,0.95620906
Obama,Michelle Obama,0.94645107
Obama,"Barack Obama, Sr.",0.9005341
Obama,Hillary Clinton,0.91199195
Obama,Youssef Obama,0.94085914
Obama,Salomón Obama,0.9385378
Olaf Scholz,Olaf Scholz,1.0
Olaf Scholz,Rishi Sunak,0.8298595
Olaf Scholz,Giorgia Meloni,0.85179555
Oleg Artemyev,Oleg Artem'ev,0.8573675
Olga Skorobogatova,Edith Bruck,0.78251797
Oliver Stone,Oliver Stone,1.0
Oliver Stone,Michael Douglas,0.8847284
Oliver Stone,Aaron Taylor-Johnson,0.8620549
Olivier,Olivier Giroud,0.93620735
Olivier,Laurence Olivier,0.9257802
Olivier,Olivier Assayas,0.87122625
Olivier,Olivier Martinez,0.92676806
Olivier,Gabriel Garko,0.8498884
Olivier,Olivier Dacourt,0.85098726
Olivier,Olivier Messiaen,0.856619
Olivier,Olivier Rousteing,0.80634916
Oliviero,Gabriel Garko,0.85308295
Oliviero,Oliviero Toscani,0.929148
Oliviero,Oliviero Diliberto,0.8235862
Oliviero,Oliviero Dinelli,0.84794056
Oliviero,Oliviero Beha,0.8826399
Oliviero,Olivier Giroud,0.90418607
Oliviero,Oliviero Corbetta,0.9343152
Oliviero,Oliviero Troia,0.8767586
Oliviero,Oliviero Garlini,0.8594479
Oliviero:,Gabriel Garko,0.84634274
Oliviero:,Oliviero Toscani,0.899105
Oliviero:,Oliviero Diliberto,0.8234848
Oliviero:,Oliviero Dinelli,0.83932656
Oliviero:,Oliviero Beha,0.87079746
Oliviero:,Oliviero Corbetta,0.90646017
Oliviero:,Olivier Giroud,0.8987038
Oliviero:,Oliviero Troia,0.86863244
Oliviero:,Oliviero Garlini,0.8433674
Orban,Viktor Orbán,0.91158617
Orban,Willi Orban,0.91903305
Orban,Lucas Orbán,0.91983783
Orban,Ludovic Orban,0.92792404
Orban,Giorgia Meloni,0.86842525
Orbán,Viktor Orbán,0.91158617
Orbán,Lucas Orbán,0.91983783
Orbán,Willi Orban,0.91903305
Orbán,László Orbán,0.8300532
Orbán,Mónika Orbán,0.93469775
Orbán,Giorgia Meloni,0.86842525
Ornella Mariani,Ornella Vanoni,0.949556
Ornella Mariani,Cristina di Svezia,0.8337373
Ornella Mariani,Carlo I d'Angiò,0.7634046
Ornella Mariani,Teodora (moglie di Giustiniano),0.7953502
Ornella Mariani,Papa Clemente IV,0.8169929
Ornella Mariani,Caterina Visconti,0.87019974
Ornella Mariani,Vitichindo,0.788552
Orsini,Clarice Orsini,0.78563446
Orsini,Umberto Orsini,0.918713
Orsini,Felice Orsini,0.8952481
Orsini,Papa Benedetto XIII,0.7707043
Orsini,Francesco Orsini,0.9145977
Orwell,George Orwell,0.9357992
P.S. Godetevi,Irvine Welsh,0.74063593
"PROBLEMI A FARLO
PER FAVORE",Maria Antonietta d'Asburgo-Lorena,0.75598454
"PROBLEMI A FARLO
PER FAVORE",Mary Ann Cotton,0.80833787
PUTIN,Vladimir Putin,0.9529681
PUTIN,Ljudmila Putina,0.8187982
PUTIN,Dmitrij Medvedev,0.8458034
PUTIN,Evgenij Prigožin,0.7631558
Pagella Politica,Augusta Montaruli,0.7736411
Pagella Politica,Maurizio Leo,0.8305849
Pagella Politica,Carlo Calenda,0.81188685
Pagella Politica,Vittoria Baldino,0.7966725
Pagella Politica,Carlo Nordio,0.7937015
Pagella Politica,Luigi Di Maio,0.7746843
"Paolo Andrea

",Paolo Andrea Colombo,0.9548851
"Paolo Andrea

",Paolo di Tarso,0.8780266
"Paolo Andrea

",Paolo Kessisoglu,0.82277566
"Paolo Andrea

",Andrea Bosca,0.9185475
"Paolo Andrea

",Andrea Delogu,0.91303277
"Paolo Andrea

",Andrea Doria,0.9059322
"Paolo Andrea

",Andrea Renzi (attore),0.85394067
Paolo Bellavite,Paolo Villaggio,0.8301795
Paolo Bellavite,Marisa Laurito,0.73851496
Paolo Bellavite,Gian Giacomo Caprotti,0.7714039
Paolo Bellavite,Luigi Pirandello,0.7207316
Paolo Bellavite,Marina Lotar,0.75605667
Paolo Maddalena,Paolo Maddalena,0.9999999
Paolo Maddalena,Maria Maddalena,0.9647523
Paolo Maddalena,Maria Maddalena Morelli,0.94106734
Paolo Maddalena,Maddalena Corvaglia,0.9117516
Paolo Maddalena,Maddalena Maggi,0.94418526
Paolo Maddalena,Maddalena di Canossa,0.85614955
Paolo Romani,Paolo Romani,0.99999964
Paolo Romani,Paolo di Tarso,0.8676487
Paolo Romani,Paolo Romano (attore),0.8706044
Paolo Romani,Paolo Carta,0.9316211
Paolo Romani,Paolo Romano (politico),0.87643707
Paolo Romani,Paolo Romano (scultore),0.8765678
Paolo Romani,Papa Paolo VI,0.86654526
Papa Francesco,Papa Francesco,0.99999994
Papa Francesco,Papa Benedetto XVI,0.94412315
Papa Francesco,Papa Giovanni Paolo I,0.89943945
Papa Francesco,Papa Giovanni XXIII,0.8894614
Papa Francesco,Francesco d'Assisi,0.8702954
Papa Francesco,Papa Paolo VI,0.908873
Papà,Papa Francesco,0.93274117
Paragone,Gianluigi Paragone,0.91912234
Parenzo,David Parenzo,0.9491116
Parenzo,Cesare Parenzo,0.9442408
Parenzo,Sandro Parenzo,0.9432422
Parenzo,Giuseppe Cruciani,0.9251644
Patel Patriot,Hasan Minhaj,0.81145275
Patuanelli,Stefano Patuanelli,0.95222354
Patuanelli,Alessia Morani,0.8336169
Patuanelli,Massimiliano Fedriga,0.805213
Patuanelli,Luigi Di Maio,0.77349055
Patuanelli,Francesco Lollobrigida,0.8368647
Patuanelli,Matteo Salvini,0.82340306
Patuanelli,Giancarlo Giorgetti,0.8259233
Paul Alexander,Paul Alexander,1.0000002
Paul Alexander,Logan Paul,0.9230535
Paul Alexander,Paul Alexander Nolan,0.9664624
Paul Alexander,Paul A. Baran,0.8715161
Paul Alexander,Paul Coutts,0.86080664
Paul Alexander,Jermaine Beckford,0.8326751
Paul Alexander,J. D. Salinger,0.77182126
Paul Pelosi,Nancy Pelosi,0.9306349
Paul Pelosi,Cristiano Malgioglio,0.8805723
Paul Pelosi,Paul Ryan,0.954023
Paul Pelosi,Ron Jeremy,0.90907747
Paul Thomas,Paul Thomas Anderson,0.9640818
Paul Thomas,Paul Thomas,1.0000001
Paul Thomas,Thomas Mann,0.941509
Paul Thomas,Paul Dano,0.90701807
Paul Thomas,Thomas Jane,0.95630527
Pazienza,Andrea Pazienza,0.9474496
Pazienza,Michele Pazienza,0.93962395
Pazienza,Francesco Pazienza,0.9499076
Pazienza,Vinny Paz,0.89489865
Pazienza,Giulia Pazienza,0.9546379
Pen,Marine Le Pen,0.8321835
Pen,Jean-Marie Le Pen,0.8390228
Pen,Marion Maréchal,0.80284715
Pensavo,Vittorio Viviani,0.8615322
Pensavo,Massimo Troisi,0.86838
Pensavo,Francesca Neri,0.8717855
Pensavo,Anna Pavignano,0.8375504
Pensavo,Ilaria Spada,0.8673909
Peppe,Peppe Servillo,0.9224532
Peppe,Peppe Zarbo,0.8851113
Peppe,Peppe Barra,0.9391928
Peppe,Peppe Lanzetta,0.9518707
Peppe,Peppe Quintale,0.9511632
Peppe,Giuseppe Diana,0.9047962
Pertini,Sandro Pertini,0.94427514
Pertini,Carla Voltolina,0.8344219
Pertini,Giuliano Vassalli,0.8942176
Pertini,Filippo Turati,0.8931098
Pesaro Gnudi,Giorgio Morandi,0.7962965
Pesaro Gnudi,Andrea Emiliani,0.83643705
Pesaro Gnudi,Giovanni Branca,0.8074674
Peter Daszak,Shi Zhengli,0.8400382
Piccard,Auguste Piccard,0.8854307
Piccard,Jacques Piccard,0.8642668
Piccard,Roy Piccard,0.87379265
Piccard,Bertrand Piccard,0.8792388
Piccard,Jean-Felix Piccard,0.82961285
Piccard,Piccarda Donati,0.8281716
Piers Corbyn,Piers Corbyn,1.0
Piers Corbyn,Jeremy Corbyn,0.9324143
Pillay,Navanethem Pillay,0.9180284
Pillay,Kim Jong-un,0.8216249
Poeta,Dante Alighieri,0.8622399
Poeta,Giuseppe Poeta,0.94716257
Poeta,Gabriele D'Annunzio,0.81678534
Poeta,Marco Poeta,0.93127024
Poroshenko,Vitalij Klyčko,0.81154764
Poroshenko,Volodymyr Zelens'kyj,0.7999958
Poroshenko,Mikheil Saak'ashvili,0.7836076
Presidente Trump,Donald Trump,0.9188459
Presidente Trump,Ivana Trump,0.89448327
Presidente Trump,Ivanka Trump,0.8620037
Presidente Trump,Eric Trump,0.9098288
"Prodi

",Romano Prodi,0.94334537
"Prodi

",Giorgio Prodi,0.9361913
"Prodi

",Paolo Prodi,0.93754065
"Prodi

",Giovanni Prodi,0.9400169
"Prodi

",Franco Prodi,0.9464779
"Prodi

",Vittorio Prodi,0.939543
Prüm II,Lotario I,0.8551883
Prüm II,Ludovico II il Giovane,0.8409356
Prüm II,Lotario II di Lotaringia,0.84222245
Prüm II,Carlo Magno,0.83795667
Putin,Vladimir Putin,0.9529681
Putin,Ljudmila Putina,0.8187982
Putin,Dmitrij Medvedev,0.8458034
Putin,Evgenij Prigožin,0.7631558
Q)Anon,Ron Watkins,0.8140607
Q)Anon,Marchese de Sade,0.76107365
Q.,Maggie Q,0.92963684
Q.                 ,Maggie Q,0.92963684
Q. La Russia,Nicola II di Russia,0.8306146
R.Regan,Eddie Murphy,0.76505363
R.Regan,Joe R. Lansdale,0.9186295
R.Regan,Laurence R. Harvey,0.9467761
RICORDATO,John Cazale,0.83756167
RICORDATO,Claudio Massimo,0.8854462
Randy Grossman,Randy Grossman,0.9999999
Randy Grossman,Mike Webster,0.8341254
Randy Grossman,Terry Bradshaw,0.8814901
Randy Grossman,Donnie Shell,0.8870155
Randy Grossman,Franco Harris,0.90568715
Randy Grossman,Lynn Swann,0.8434741
Randy Grossman,Steve Furness,0.88882697
Re,Ré,0.99999976
Recarey,Elza Soares,0.82496977
Regina,Rania di Giordania,0.81644785
Regina,Regina Bianchi,0.90681505
Regina,Regina di Saba,0.8254026
Regina,Regina Orioli,0.86911565
Regina                                               ,Rania di Giordania,0.81644785
Regina                                               ,Regina Bianchi,0.90681505
Regina                                               ,Regina di Saba,0.8254026
Regina                                               ,Regina Orioli,0.86911565
Reinhart,Lili Reinhart,0.9512323
Reinhart,Django Reinhardt,0.8157656
Reinhart,Haley Reinhart,0.94939053
Reinhart,Reinhart Koselleck,0.925287
Reinhart,Anna Barbara Reinhart,0.9240949
Reinhart,Fabio Reinhart,0.94596326
Reinhart,Carmen Reinhart,0.946913
Renzi,Matteo Renzi,0.9501189
Renzi,Andrea Renzi (attore),0.8808892
Renzi,Lorenzo Renzi (attore),0.8688668
Renzi,Eva Renzi,0.92575395
"Renzi

",Matteo Renzi,0.9501189
"Renzi

",Andrea Renzi (attore),0.8808892
"Renzi

",Lorenzo Renzi (attore),0.8688668
Reuters Ihor,Volodymyr Zelens'kyj,0.75374544
Reuters Ihor,Mikheil Saak'ashvili,0.7809247
Riccardo Ortolani,Riz Ortolani,0.94429344
Riccardo Ortolani,Vittorio Occorsio,0.8520223
Riccardo Ortolani,Lina Wertmüller,0.89083064
Ricciardi,Franco Ricciardi,0.9183158
Ricciardi,Walter Ricciardi,0.91353536
Ricciardi,Daniel Ricciardo,0.88057446
Richard Montgomery High School,Wolfgang Bodison,0.85069335
Richard Montgomery High School,Richard T. Jones,0.8798176
Richard Montgomery High School,Damon Wayans,0.8550273
Richard Montgomery High School,Ben Stein,0.8128398
Richard Montgomery High School,Nathan Fillion,0.84702516
Richard Montgomery High School,Flavio Aquilone,0.85826933
Richard Montgomery High School,Osama bin Laden,0.8090503
Richard Montgomery High School,Elizabeth Taylor,0.87212884
Rimosso,Giovanni Perissinotto (dirigente),0.82701576
Rob Bauer,Trevor Bauer,0.9724675
Rob Bauer,Kiefer Sutherland,0.80842465
Rob Bauer,Luca Ward,0.88140744
Rob Bauer,Melanie Griffith,0.88538307
Roba,MadMan,0.91034985
Robby Mook,Hillary Clinton,0.85042644
Robby Mook,Lil Keed,0.8902352
Robert Kadlec,Roberto Baggio,0.8159246
Robert Kadlec,Pavel Nedvěd,0.79272115
Robert Kadlec,Matěj Vydra,0.8201455
Robert Kennedy,Robert F. Kennedy Jr.,0.9183574
Robert Kennedy,Ethel Skakel Kennedy,0.8690092
Robert Malone,Roberto Malone,0.9624639
Robert Malone,Jena Malone,0.95404446
Robert Malone,Dorothy Malone,0.9607108
Robert Mueller,Robert Mueller,0.9999999
Robert Mueller,Donald Trump,0.87445426
Robert Mueller,Michael T. Flynn,0.81889224
Robert Mueller,James Comey,0.8489808
Robert Reich,Robert Reich,0.99999976
Robert Reich,Paul von Hindenburg,0.8507822
Roberto Fico,Roberto Fico,1.0
Roberto Fico,Robert Fico,0.9614553
Roberto Fico,Fabio Rampelli,0.83264834
Roberto Garofoli,Roberto Garofoli,0.9999996
Roberto Garofoli,Alfredo Mantovano,0.87360686
Roberto Garofoli,Pier Carlo Padoan,0.81309104
Roberto Garofoli,Giulia Bongiorno,0.8655918
Roberto Gava,Vannia Gava,0.8547434
Roberto Gava,Fabio Gava,0.95950574
Roberto Gava,Giulio Tarro,0.9158556
Roberto Gava,Roberto Antonione,0.93033123
Roberto Gava,Ciro Cirillo,0.8822653
Roberto Gava,Raffaele Cutolo,0.8925566
Roberto Speranza,Roberto Speranza,1.0
Roberto Speranza,Edoardo Agnelli (imprenditore 1892),0.8221493
Roberto Speranza,Roberto Giachetti,0.9415077
Roberto Speranza,Walter Ricciardi,0.8963616
Roberto Speranza,Pier Luigi Bersani,0.85108364
Roberto Speranza di Leu,Roberto Speranza,0.8861002
Roberto Speranza di Leu,Michela Rostan,0.8295859
Roberto Speranza di Leu,Pier Luigi Bersani,0.7889632
Roberto Speranza di Leu,Paola De Micheli,0.81272185
Roby Dentro,Franco Nero,0.8521986
Roby Dentro,J-Ax,0.7902528
Roby Dentro,Fiorello,0.8732094
Roby Dentro,Pacifico (cantante),0.7367473
Roby Dentro,Scialpi,0.86440355
Roe v,Paul Mescal,0.83482826
Roe v,Jamie Kennedy,0.85379565
Roe v,Zoey Deutch,0.8095056
Roe v,Sarah Weddington,0.8241916
Roger,Roger Waters,0.9561258
Roger,Roger Schmidt,0.9320649
Roger,Roger Ibañez,0.91022456
Roger,Roger Moore,0.93519974
Roger,Roger Ailes,0.89165914
Roger,Roger Federer,0.9390106
Roger,Roger Penrose,0.8911299
Roger,Roger Corman,0.874805
Roger Waters,Roger Waters,0.9999995
Roger Waters,Syd Barrett,0.8898258
Rothschild,"Walter Rothschild, II barone Rothschild",0.8057896
Rothschild,Mayer Amschel Rothschild,0.78186345
Rothschild,Carl Mayer von Rothschild,0.8296023
Russell Blaylock,Wyatt Earp,0.8083899
Russell Blaylock,Dikembe Mutombo,0.81642276
Russell Blaylock,Vlade Divac,0.84955156
Russell Blaylock,Danny Ferry,0.8367335
Russo,Giuni Russo,0.91233265
Russo,Carmen Russo,0.91618294
Russo,Adriana Russo,0.92571646
Russo,Nello Russo,0.93089044
Rutte,Mark Rutte,0.8793369
Rutte,Ursula von der Leyen,0.7805085
Ryan Cole,Gary Cole,0.9623405
Ryan Cole,J. Cole,0.90672463
Ryan Cole,Cole Porter,0.9453029
Ryan Cole,Isaac Cole Powell,0.9216951
SARS-CoV-2,Luc Montagnier,0.76584077
Sabina Guzzanti,Sabina Guzzanti,0.99999976
Sabina Guzzanti,Corrado Guzzanti,0.98176634
Sabina Guzzanti,Caterina Guzzanti,0.9688271
Sabina Guzzanti,Serena Dandini,0.8973882
Sabina Guzzanti,Oriana Fallaci,0.907453
Sabina Guzzanti,Corrado Luigi Guzzanti,0.95016825
Sabino Paciolla,Robert Sarah,0.85891676
Safire,Safiria Leccese,0.9053769
Safire,Alisson Safira,0.91344225
Salem Media,Ben Shapiro,0.7914374
Salem Media,Salem Al Fakir,0.82749844
Salem Media,Rob Zombie,0.83556545
Salvini,Matteo Salvini,0.9471486
Salvini,Tommaso Salvini,0.9472902
Salvini,Lino Salvini,0.9425192
Salvini,Giorgio Salvini,0.938891
Salvini,Guido Salvini (giudice),0.8870447
Samantha Herrera,Domitilla D'Amico,0.7640872
Samantha Herrera,Erica Necci,0.8507242
Samantha Herrera,Rita Savagnone,0.8691558
Samantha Herrera,Gaby Hoffmann,0.9016334
Sandro Pertini,Sandro Pertini,0.9999999
Sandro Pertini,Carla Voltolina,0.80949926
Santoro,Michele Santoro,0.9552305
Santoro,Rodrigo Santoro,0.9381062
Santoro,Filippo Santoro,0.9543935
Santoro,Sergio Santoro,0.93741626
Santoro,Santorio Santorio,0.77007854
Santoro,Fabrice Santoro,0.89162207
Santoro,Matteo Santoro,0.9413115
Sara Cunial,Sara Cunial,0.99999976
Sara Cunial,Andrea Colletti,0.806466
Sara Cunial,Silvana De Mari,0.82333934
Sara Gandini,Rino Gandini,0.8879957
Sara Gandini,Simona Ventura,0.862841
Sarah Kellen,Ian McKellen,0.8475162
Sarah Kellen,Helen Mirren,0.90932715
Sarah Kellen,Patrick Stewart,0.8636342
Sarah Kellen,Jason Robards,0.82360375
Scavino,Piero Gobetti,0.8097319
Scavino,Pajtim Statovci,0.770049
Scavino,Miguel Benasayag,0.75641114
Schifoso,David Foster Wallace,0.8027876
Schmitt,Carl Schmitt,0.8823011
Schmitt,Harrison Schmitt,0.8777536
Schmitt,Bertram Schmitt,0.8625711
Schmitt,Éric-Emmanuel Schmitt,0.84452903
Schmitt,Al Schmitt,0.8828949
Schmitt,Vivian Schmitt,0.89067435
Schmitt,Pál Schmitt,0.8989916
Scholz,Olaf Scholz,0.9457806
Scholz,Tom Scholz,0.94860125
Scholz,Ronny Scholz,0.9491931
Scholz,Josip Scholz,0.94621694
Scholz,Georg Scholz,0.93903315
Scholz,Fritz von Scholz,0.9301992
Schwab,Klaus Schwab,0.9482323
Schwab,Stefan Schwab,0.94424725
Schwab,V. E. Schwab,0.8684305
Schwab,Gustav Schwab,0.95877755
Schwab,Charlotte Schwab,0.9394132
Schwab,Oscar Schwab,0.94106174
Scriverò,Francesco Renga,0.840657
Scriverò,Michele Canova Iorfida,0.83811426
Segre,Liliana Segre,0.91345227
Segre,Emilio Segrè,0.8988308
Segre,Jacopo Segre,0.91432256
Segre,Andrea Segre,0.9063043
Segre,Cesare Segre,0.8852569
Segre,Alberto Segre,0.9035864
Segre,Bruno Segre,0.89235145
Segre,Andrea Segrè,0.9063043
Senatrice,Liliana Segre,0.8880075
Senatrice,Alessandra Maiorino,0.8871863
Senatrice,Elena Cattaneo,0.9121764
Senatrice,Annamaria Furlan,0.90094763
Senatrice,Rita Levi-Montalcini,0.8109938
Senatrice,Barbara Floridia,0.8957782
Senatrice,Stefania Craxi,0.89045286
Sergei Lavrov,Sergej Viktorovič Lavrov,0.95186365
Sergey Korsakov,Sergej Sergeevič Korsakov,0.97166216
Sergey Korsakov,Sergej Korsakov,0.9920634
Sergey Korsakov,Sergej Vasil'evič Rachmaninov,0.88359004
Sergey Korsakov,Sergej Larin,0.9082643
Sergey Korsakov,Sergej Sergeevič Prokof'ev,0.9360757
Sergey Korsakov,Haykanowš Danielyan,0.86096907
Sergey Korsakov,Sergej Ivanovič Taneev,0.92996466
Sgarbi,Vittorio Sgarbi,0.95902795
Sgarbi,Elisabetta Sgarbi,0.9437364
Sgarbi,Giuseppe Sgarbi,0.96147346
Sgarbi,Filippo Sgarbi,0.9608959
Sgarbi,Abdon Sgarbi,0.86382157
Shinzo Abe,Shinzō Abe,0.99999964
Shinzo Abe,Yoshihide Suga,0.85999423
Sieni,Virgilio Sieni,0.9345083
Sieni,Carlo Fuortes,0.78507
Sieni,Nada (cantante),0.7651314
Sieni,Sandro Botticelli,0.77568936
Sieni,Manuela Kustermann,0.7776107
Sieni,Alessandro Leogrande,0.7662405
Sieni,Felice Cappa,0.82152295
Signori,Giuseppe Signori,0.9433098
Sileri,Pierpaolo Sileri,0.93909883
Sileri,Alessandro Cecchi Paone,0.78070825
Sileri,Andrea Costa (politico 1970),0.81438476
Sileri,Marko Ivan Rupnik,0.8237476
Sileri,Freddie Prinze Jr.,0.82664454
Siluanov,Anton Siluanov,0.96345127
Siluanov,Andrej Rėmovič Belousov,0.898894
Silvana De Mari,Silvana De Mari,0.9999999
Silvana De Mari,Silvano Mari,0.9236078
Silvana De Mari,Silvana Pampanini,0.8759113
Silver,Silver (fumettista),0.8716688
Silver,Ron Silver,0.91701794
"Silver

",Silver (fumettista),0.8716688
"Silver

",Adam Silver,0.9157161
Silvio Brusaferro,Silvio Brusaferro,0.99999994
Silvio Brusaferro,Walter Ricciardi,0.854038
Silvio Brusaferro,Giuseppe Remuzzi,0.8637904
Simona,Simona Ventura,0.9303824
Simona,Simona Halep,0.95160365
Simona,Simona Sparaco,0.8848412
Simona,Simona Tabasco,0.95316255
Simona,Simona Izzo,0.9334539
Simona,Simona Bonafè,0.9246359
Simona,Simona Renata Baldassarre,0.8999903
Simona,Simona Borioni,0.89313763
Simona,Simona Cavallari,0.9356409
Sjogren,Henrik Sjögren,0.9747375
Sjogren,Jens Sjögren,0.98197734
Sjogren,Gabriele Rossi (attore),0.76532316
Sjogren,Martin Sjögren,0.9700168
Soros,George Soros,0.9216713
Soros,Tivadar Soros,0.805224
Spacey,Kevin Spacey,0.90871286
Sperando,Sperandio (medaglista),0.795406
Sperando,Angelo Sperandio,0.8344657
Sperando,Gino Sperandio,0.82553744
Speranza,Roberto Speranza,0.9353411
Speranza,Ernst Bloch,0.83699703
Spike,Spike Lee,0.84950596
Spike,Spike Jonze,0.9204647
Spike,Spike Edney,0.8550036
Spike,Spike Dudley,0.9421623
Steele,Peter Steele,0.8897153
Steele,Riley Steele,0.90612113
Steele,Lexington Steele,0.8241844
Steele,Barbara Steele,0.8935759
Steele,Micki Steele,0.8269547
Steele,Jason Steele,0.90001017
Steele,Rocco Steele,0.87771016
Steele,George Steele,0.8855362
Steele,Brian Steele,0.90762293
Stefano,Stefano protomartire,0.8553682
Stefano,Alfredo Di Stéfano,0.8819122
Stefano,Stefano Bonaccini,0.94671667
Stefano,Stefano Borgonovo,0.89164203
Stefano,Stefano Feltri,0.91580486
Stefano,Stefano De Martino,0.89360976
Stefano,Stefano Pioli,0.92209107
Stefano  Puzzer,Pino Cabras,0.8616114
Stefano  Puzzer,Gianluigi Paragone,0.825079
Stefano Montanari,Francesco Montanari (attore),0.8953973
Stefano Montanari,Beppe Grillo,0.86913085
Stefano Montanari,Danila Comastri Montanari,0.88236266
Stefano Montanari,Eleonora Buratto,0.86564636
Stefano Paternò,Stefania Paterna,0.93131894
Stefano Paternò,Silvia Paternò di Spedalotto,0.9009105
Stefano Puzzer,Pino Cabras,0.8616114
Stefano Puzzer,Gianluigi Paragone,0.825079
Stefano Puzzer... Le,Pino Cabras,0.8361892
Stefano Puzzer... Le,Gianluigi Paragone,0.804461
Stefano Scoglio,Stefano Tacconi,0.94336474
Steve Kirsch,Italo Calvino,0.7841854
Stone,Emma Stone,0.9207759
Stone,Sharon Stone,0.91946554
Stone,Oliver Stone,0.9313059
Strano,Orazio Strano,0.9470741
Studiarsi,Édouard Manet,0.7656604
Studiarsi,Roddy McDowall,0.7780296
"Susanna Camusso

",Susanna Camusso,1.0000002
"Susanna Camusso

",Maurizio Landini,0.92715085
"Susanna Camusso

",Francesca Manzini,0.8797554
"Susanna Camusso

",Salvatore Settis,0.8661092
"Susanna Camusso

",Elisabetta Serafin,0.83804524
Sussmann,Wilhelm Süssmann,0.9377527
Sussmann,Louis Sussmann-Hellborn,0.8852326
Sylvia Browne,Sylvia Browne,1.0
Sylvia Browne,James Randi,0.8814535
TANTE ALTRE,Anna Tatangelo,0.8133006
TANTE ALTRE,Frank Matano,0.81392455
TANTE ALTRE,Gino Santercole,0.81828445
TANTE ALTRE,Rocco Tanica,0.81624705
TORNERÀ,Enric Torner,0.85659283
TORNERÀ,Michelle Yeoh,0.8190038
Tamponi,Franco Tamponi,0.8745742
Tamponi,Piero Tamponi,0.88091415
Tamponi,Nino Visconti,0.8515526
Tarro,Giulio Tarro,0.8753677
Tarro,Ludovico il Moro,0.80647707
"Teresa Bellanova

",Teresa Bellanova,1.0000001
"Teresa Bellanova

",Alessandro Morelli,0.8489273
"Teresa Bellanova

",Ettore Rosato,0.8410442
"Teresa Bellanova

",Elena Bonetti,0.87669563
Teresa Montesano,Antonello Dose,0.8776527
Teresa Montesano,Pippo Baudo,0.8589028
Teresa Montesano,Anna Oxa,0.88818425
Teresa Montesano,Milly Carlucci,0.86099505
Teresa Montesano,Johnny Dorelli,0.8256627
Teresa Montesano,Steno,0.86471546
Terry W. Virts,Terry Virts,0.9624628
Tesla,Elon Musk,0.8041326
Thomas Mann,Thomas Mann,0.99999994
Thomas Mann,Thomas Mann (attore),0.92435545
Thomas Mann,Golo Mann,0.86170745
Thomas Mann,Heinrich Mann,0.95776224
Thomas Mann,Klaus Mann,0.94236845
Thomas Mann,Luigi Antonio di Borbone-Condé,0.8487464
Tom Green,Tom Green (attore 1971),0.8888413
Tom Green,Tom Green (cestista),0.8995931
Tom Green,Thom Green,0.93495256
Tom Green,Drew Barrymore,0.86758614
Tom Green,Steve-O,0.87742674
Tom Green,Tom Jones (cantante),0.883215
Toni,Luca Toni,0.9350099
Toni,Toni Servillo,0.90908146
Toni,Toni Kroos,0.9342474
Toni,Toni Martínez,0.9353187
Toni,Toni Kukoč,0.86943704
Toni,Toni Collette,0.9400119
Toni,Toni Morrison,0.8832344
Toni,Toni Garrn,0.8582411
Toni,Toni Negri,0.9307622
Trudeau,Justin Trudeau,0.93081546
Trudeau,Pierre Trudeau,0.9582042
Trudeau,Sophie Grégoire Trudeau,0.89417803
Trudeau,Garry Trudeau,0.93205214
Trump,Donald Trump,0.9498447
Trump,Ivana Trump,0.9274888
Trump,Ivanka Trump,0.8725817
Trump,Fred Trump,0.9271784
Trump,Tiffany Trump,0.9161577
Trump,Eric Trump,0.9255725
Trump,Donald Trump Jr.,0.90626574
Tsai Ing-wen.,Tsai Ing-wen,0.9924574
Tsai Ing-wen.,Lin Chuan,0.8537867
Tsai Ing-wen.,Kim Jong-un,0.84920406
Tsai Ing-wen.,Xi Jinping,0.7933991
Tsai Ing-wen.,Naruhito,0.8138573
Twitter,Elon Musk,0.7873193
Twitter,Jack Dorsey,0.8065789
Twitter,Francesca Manzini,0.8732159
Twitter,Carlo Calenda,0.8380154
Vai,Steve Vai,0.92651784
Vanden,Anthony Vanden Borre,0.9139237
Vanden,Constant Vanden Stock,0.89835805
Vanden,Paul Vanden Boeynants,0.8883684
Vanden,Andrew Vanden Heuvel,0.87680465
Varvara,Varvara,1.0
Varvara,Varvara Gračëva,0.93388164
Varvara,Varvara Mjasnikova,0.9227077
Varvara,Varvara Lepchenko,0.9191693
Varvara,Varvara Massalitinova,0.90543056
Varvara,Varvara Sergeevna Urusova,0.8721994
Varvara,Varvara Flink,0.92975616
Varvara,Varvara von Engelhardt,0.9021989
Vatti,Carlo Dossi,0.8174016
Vatti,San Galgano,0.8622357
Vatti,Giorgio Bianciardi,0.8145633
Vatti,Peter Burling,0.7921705
Vatti,Morbello Vergari,0.7866435
Veltroni,Walter Veltroni,0.94102764
Veltroni,Vittorio Veltroni,0.9334497
Veltroni,Dario Franceschini,0.8956893
Veltroni,Giovanni Alberto Agnelli,0.79287
Vergognoso,Melissa Satta,0.84416866
Vergognoso,Giorgia Meloni,0.8716128
Vergognoso,Aldo Gucci,0.8579848
Vergognoso,Pepe (calciatore),0.84275174
