s,o,entity
Q919359,label,ordine di Nazarbaev
odang_person_4778389,P166,Q391629
odang_person_513439,P21,Q6581097
odang_person_1298542,P569,1955
odang_person_5970863,P39,Q466956
odang_person_108729,P569,1959
odang_person_4810586,P6886,Q652
odang_person_8362711,P551,Q13372
odang_person_7165547,P166,Q39384825
odang_person_2500513,P27,Q38
odang_person_1197541,P937,Q34006
odang_person_1299824,P21,Q6581097
Q116592,label,Cassino
odang_person_3692435,P106,Q28389
odang_person_5989290,P166,Q1107771
odang_person_6074364,P21,Q6581097
odang_person_1229464,P1412,Q652
odang_person_7270858,P1412,Q652
odang_person_4986977,P937,Q239
odang_person_8469936,P937,Q220
odang_person_784,P106,Q1930187
odang_person_5062092,P21,Q6581072
odang_person_16,P119,Q214849
odang_person_1307646,P27,Q172579
odang_person_2498226,P551,Q13375
odang_person_2391415,P22,Q41500870
odang_person_2410228,P39,Q27169
odang_person_6073017,P21,Q6581097
odang_person_2670744,P1412,Q652
odang_person_7201090,P172,Q7325
odang_person_517614,P106,Q1930187
odang_person_8392969,P106,Q10798782
odang_person_4873062,P463,Q3868583
odang_person_4879153,P19,Q22052
odang_person_3584664,P26,Q21885996
odang_person_1209934,P106,Q28389
odang_person_6078379,P19,Q214849
odang_person_5313236,P106,Q82955
odang_person_7273449,P39,Q18558478
odang_person_3606219,P937,Q6602
odang_person_3685053,P1412,Q652
odang_person_4882212,P106,Q82955
odang_person_8361665,P1066,Q510489
odang_person_5119927,P569,1964
odang_person_5977927,P937,Q350
odang_person_1302379,P20,Q3947275
odang_person_2362457,P19,Q104963
odang_person_6079605,P19,Q13495
odang_person_3645651,P19,Q490
odang_person_2399417,P2632,Q7332
odang_person_6247440,P27,Q38
odang_person_8469133,P21,Q6581097
Q920858,label,Giovanni d'Andrea
odang_person_4885087,P106,Q1930187
odang_person_4790703,P106,Q1622272
odang_person_1204385,P1412,Q13955
odang_person_1235404,P19,Q2634
odang_person_8369977,P103,Q1860
odang_person_95572,P569,1975
odang_person_4885616,P106,Q47064
odang_person_1197398,P27,Q172579
odang_person_3584625,P40,Q2794279
odang_person_1231562,P19,Q116404
odang_person_313,P802,Q6184259
odang_person_4794261,P103,Q1321
odang_person_6020517,P108,Q209344
odang_person_2392042,P27,Q30
odang_person_3692795,P102,Q815348
odang_person_1206554,P106,Q937857
odang_person_105847,P1412,Q652
odang_person_8462172,P463,Q2822396
odang_person_2402975,P1412,Q652
Q190021,label,Townsville
odang_person_6078953,P106,Q193391
odang_person_4880146,P106,Q1930187
odang_person_2395049,P166,Q817496
odang_person_7274444,P106,Q33231
odang_person_7184661,P21,Q6581097
odang_person_1219471,P20,Q220
odang_person_7165335,P166,Q1551843
odang_person_7165592,P40,Q807369
Q99500053,label,Osian Lark Elliot Jovovich-Anderson
odang_person_1298542,P27,Q38
Q434620,label,Margherita Occhiena
odang_person_105673,P21,Q6581097
odang_person_4793407,P106,Q483501
odang_person_8467690,P27,Q38
odang_person_5970941,P106,Q10349745
Q17433421,label,giornalista scientifico
odang_person_3606821,P19,Q3519
odang_person_2498204,P108,Q499911
odang_person_2668386,P21,Q6581097
odang_person_7600057,P21,Q6581072
odang_person_2391415,P166,Q729513
odang_person_4787414,P39,Q35921591
Q1079400,label,Premio Sidewise per la storia alternativa
odang_person_3608703,P19,Q220
odang_person_7231246,P166,Q21936853
odang_person_8440171,P108,Q9531
odang_person_3602961,P106,Q855091
odang_person_7269973,P106,Q1930187
odang_person_3590488,P1412,Q652
odang_person_8381381,P106,Q822146
odang_person_4851979,P103,Q652
odang_person_533019,P39,Q6366494
odang_person_8360957,P166,Q836057
Q235155,label,Caucasico
odang_person_11974,P40,Q360574
odang_person_7485900,P102,Q215350
odang_person_5982251,P937,Q220
odang_person_5060470,P569,1937
odang_person_3585801,P106,Q193391
odang_person_1204385,P22,Q12178921
odang_person_3586301,P19,Q1449
Q52086,label,Monte San Savino
odang_person_3594357,P1412,Q1321
odang_person_4785694,P1412,Q652
Q296350,label,Cesare Maldini
odang_person_2391668,P106,Q188094
odang_person_5977545,P26,Q1306666
odang_person_3974873,P569,1959
odang_person_8368915,P1412,Q1860
odang_person_5971612,P106,Q488205
odang_person_8369982,P166,Q97924555
odang_person_4827194,P19,Q1345
odang_person_7166218,P39,Q30533351
odang_person_3418020,P103,Q652
odang_person_6074804,P19,Q1903
odang_person_65693,P106,Q15117395
odang_person_5971301,P106,Q55960555
odang_person_8387351,P19,Q1897
odang_person_3593089,P106,Q15981151
odang_person_7270025,P569,1990
odang_person_6276752,P106,Q82955
odang_person_4792416,P166,Q22949228
odang_person_2770758,P19,Q490
odang_person_7165111,P40,Q1782080
odang_person_8654286,P569,1958
odang_person_3628016,P119,Q592204
Q2895943,label,Benito Albino Dalser
odang_person_7173047,P463,Q463303
odang_person_6567799,P19,Q220
odang_person_2413944,P106,Q188094
odang_person_2391516,P1066,Q3174599
odang_person_120989,P106,Q36180
odang_person_4794253,P106,Q1930187
Q12859263,label,oratore
odang_person_1720599,P106,Q82955
odang_person_6002630,P166,Q3613808
Q53381,label,Tolmezzo
odang_person_7165335,P166,Q190353
odang_person_6020648,P1412,Q652
odang_person_1231719,P39,Q3029430
odang_person_104422,P937,Q220
odang_person_1206162,P106,Q188094
odang_person_6073188,P39,Q18558478
Q84459,label,Giovanna d'Austria
odang_person_1617917,P21,Q6581097
odang_person_8445920,P106,Q37226
odang_person_7165799,P166,Q1648388
odang_person_8369293,P39,Q3051579
odang_person_3606821,P106,Q16533
odang_person_8470672,P463,Q2995361
odang_person_1275138,P106,Q4964182
odang_person_1306007,P937,Q220
odang_person_4,P166,Q93988
odang_person_2492460,P19,Q94565
odang_person_3585620,P106,Q82955
Q218452,label,Movimento del 26 luglio
odang_person_1193476,P19,Q1083
odang_person_7204143,P106,Q83307
odang_person_8360955,P26,Q5656
odang_person_1197481,P3373,Q3175163
odang_person_3591588,P19,Q82759
odang_person_7167666,P3373,Q556300
Q19864027,label,Premio della Biblioteca del Congresso per la narrativa americana
odang_person_8889973,P19,Q13649
odang_person_3594850,P108,Q3362362
odang_person_10356,P6886,Q652
odang_person_7176853,P39,Q55096558
odang_person_7183289,P106,Q483501
odang_person_6479695,P27,Q172579
odang_person_7261008,P1412,Q1860
odang_person_5982903,P463,Q151012
Q280693,label,medaglia per il giubileo dei 40 anni della vittoria della grande guerra patriottica del 1941-1945
odang_person_1210808,P1412,Q652
odang_person_6838,P21,Q6581097
odang_person_4879064,P937,Q220
odang_person_7165368,P108,Q599316
odang_person_304713,P106,Q82955
odang_person_3584663,P40,Q3832366
odang_person_4876937,P463,Q337234
odang_person_1300371,P106,Q753110
odang_person_9130656,P106,Q82955
odang_person_8456544,P27,Q38
odang_person_2392275,P39,Q7477985
odang_person_1299824,P569,1953
odang_person_3689030,P569,1963
Q3278079,label,vice primo ministro della Finlandia
odang_person_2391428,P26,Q45350389
odang_person_5971261,P119,Q12512
odang_person_2391560,P166,Q1820710
Q836057,label,ordine equestre del Santo Sepolcro di Gerusalemme
odang_person_1634126,P21,Q6581097
Q3343213,label,Nomentano
odang_person_2493550,P1412,Q652
odang_person_11565,P166,Q96382466
odang_person_3584664,P39,Q363637
odang_person_4790703,P21,Q6581097
odang_person_1503222,P27,Q38
odang_person_3607524,P569,1899
odang_person_3694002,P569,1942
odang_person_4816274,P106,Q37226
odang_person_2398353,P166,Q108047224
odang_person_10356,P166,Q3613808
odang_person_4778886,P166,Q22080517
odang_person_7164966,P102,Q29468
odang_person_2,P569,1946
odang_person_24,P551,Q3065522
odang_person_6073017,P569,1953
Q22133397,label,Peter Raubal
odang_person_4785971,P6886,Q1860
Q723551,label,British Academy
odang_person_7178499,P21,Q6581097
odang_person_7166218,P3373,Q61982601
odang_person_8469936,P39,Q13653224
odang_person_1219547,P27,Q38
Q73520454,label,sindaco di Ancona
odang_person_10213,P103,Q256
odang_person_4778886,P166,Q1562531
odang_person_4799071,P937,Q6602
Q95171,label,Corinna Betsch
odang_person_4787140,P106,Q28389
odang_person_3585205,P106,Q2340668
odang_person_6111210,P1412,Q652
odang_person_2391412,P102,Q327591
odang_person_3593340,P27,Q38
odang_person_2635303,P27,Q219
odang_person_7173084,P27,Q172579
odang_person_1657739,P1412,Q652
odang_person_2500333,P21,Q6581097
odang_person_110734,P569,1942
Q49757,label,poeta
odang_person_4226574,P1038,Q60894135
odang_person_6074364,P1412,Q652
odang_person_107946,P21,Q6581097
odang_person_4778176,P21,Q6581097
odang_person_7164980,P802,Q587621
Q83948119,label,sindaco di Meldola
odang_person_42029,P102,Q2838243
odang_person_313,P569,1940
odang_person_1211745,P166,Q1571938
odang_person_2395049,P463,Q123885
odang_person_4795338,P53,Q1133163
Q4665420,label,Abdul Elah bin Abd al-Aziz Al Saud
odang_person_679537,P21,Q6581072
odang_person_8369844,P21,Q6581072
odang_person_15,P166,Q613627
odang_person_6741032,P19,Q2634
odang_person_4792046,P106,Q131524
odang_person_7175493,P39,Q55096558
Q67366,label,Johann Christoph Altnickol
odang_person_7476133,P27,Q38
odang_person_4805854,P106,Q47064
odang_person_8467910,P569,1958
odang_person_4793546,P19,Q1486
odang_person_8877329,P21,Q6581072
odang_person_2399736,P106,Q42973
odang_person_7165097,P25,Q1110336
odang_person_7164966,P166,Q105193322
odang_person_3596519,P102,Q139596
odang_person_3600163,P26,Q3617191
odang_person_108097,P39,Q14469746
odang_person_3584664,P166,Q98820902
odang_person_4124096,P19,Q13144
Q2259,label,Giulia maggiore
Q266751,label,Bertrada di Laon
odang_person_2398353,P937,Q649
odang_person_7267328,P1412,Q652
odang_person_6310988,P19,Q13369
odang_person_2424815,P106,Q11338576
odang_person_3690206,P19,Q13661
odang_person_30978,P106,Q10659189
odang_person_1197352,P40,Q15292882
odang_person_3606135,P39,Q18558478
odang_person_7200059,P106,Q2259451
odang_person_2399516,P3373,Q2853780
odang_person_604,P20,Q1345
Q2546289,label,Plainpalais
odang_person_4801795,P106,Q82955
odang_person_8369452,P19,Q913745
odang_person_5971712,P40,Q229816
odang_person_3586399,P1412,Q652
odang_person_5988429,P20,Q2044
odang_person_2399038,P802,Q8511
Q84864,label,Margherita d'Asburgo
odang_person_5188330,P106,Q82955
odang_person_8369982,P166,Q152770
odang_person_8466921,P106,Q10800557
odang_person_296673,P106,Q8125919
odang_person_1203047,P551,Q172579
odang_person_1197374,P26,Q238448
odang_person_290579,P27,Q238
odang_person_7164960,P463,Q7320
odang_person_4883811,P106,Q33999
Q18002970,label,Charlotte di Cambridge
odang_person_1497742,P21,Q6581097
odang_person_2710012,P106,Q82955
odang_person_7473627,P103,Q652
odang_person_5970878,P39,Q796897
odang_person_2422624,P166,Q531410
odang_person_3609601,P39,Q30158595
odang_person_6010255,P103,Q652
odang_person_6053158,P569,1939
odang_person_3693049,P1412,Q652
odang_person_8360890,P166,Q105308519
odang_person_8372668,P463,Q123885
odang_person_8700428,P106,Q16533
odang_person_3584621,P27,Q183
odang_person_8361622,P166,Q48699181
odang_person_6016951,P39,Q13653224
odang_person_9029614,P21,Q6581097
Q935191,label,Manhuaçu
odang_person_636007,P103,Q652
odang_person_6355879,P27,Q212
odang_person_7274991,P27,Q38
odang_person_3586303,P21,Q6581097
odang_person_5971380,P1412,Q9288
Q1337261,label,Emilia Giuliani-Guglielmi
odang_person_5982355,P106,Q82955
odang_person_2391407,P166,Q50616934
odang_person_4794276,P463,Q88796835
odang_person_1218645,P106,Q10798782
odang_person_7180553,P106,Q33999
odang_person_3629948,P569,1962
odang_person_5978725,P106,Q36834
odang_person_4885185,P21,Q6581097
odang_person_7175493,P39,Q826589
Q948558,label,commissario europeo per l'agenda digitale
odang_person_2398353,P27,Q15180
odang_person_2391507,P106,Q1028181
odang_person_4780515,P937,Q1747689
odang_person_2781500,P39,Q13653224
Q248970,label,Berklee College of Music
odang_person_1208972,P463,Q463303
odang_person_3584976,P6886,Q1860
odang_person_7202943,P106,Q486748
odang_person_284625,P569,1963
odang_person_1197971,P166,Q6077245
odang_person_1299476,P106,Q1028181
odang_person_5994514,P21,Q6581097
odang_person_2427526,P106,Q2309784
odang_person_3498503,P106,Q188094
odang_person_4879370,P106,Q937857
odang_person_1198446,P463,Q543804
odang_person_4804804,P569,1968
odang_person_7165592,P1412,Q188
odang_person_8761960,P106,Q10798782
odang_person_8465066,P27,Q38
Q221997,label,Jeb Bush
odang_person_4879139,P21,Q6581097
Q3885397,label,ordine di riconoscimento
Q211962,label,Monastero della Trinità di San Sergio
odang_person_4784968,P1412,Q652
odang_person_7164969,P802,Q495110
odang_person_1199962,P3373,Q3656215
odang_person_8369339,P27,Q145
odang_person_4884757,P103,Q652
odang_person_6045057,P19,Q56210
odang_person_8369818,P26,Q710169
Q13318,label,Imperia
odang_person_8361540,P106,Q11774202
odang_person_5978500,P172,Q7325
odang_person_6073188,P103,Q652
odang_person_3893617,P27,Q38
Q22276670,label,Donna Zuckerberg
odang_person_6355879,P19,Q1899
odang_person_8884156,P102,Q47750
odang_person_7274927,P106,Q201788
odang_person_105297,P102,Q1185916
odang_person_11197,P39,Q26243819
odang_person_8382240,P166,Q52382875
odang_person_1240113,P21,Q6581097
odang_person_8361076,P106,Q10349745
odang_person_2613939,P27,Q214
odang_person_49,P103,Q188
odang_person_2392148,P27,Q30
odang_person_7195783,P26,Q68676421
odang_person_1197437,P27,Q183
odang_person_872,P106,Q250867
odang_person_1833769,P106,Q82955
odang_person_2499882,P106,Q82955
odang_person_7198366,P569,1920
Q312681,label,Vittorio Amedeo III di Savoia
odang_person_2391823,P3373,Q971600
odang_person_7165093,P39,Q27494237
odang_person_1197541,P166,Q12177451
Q10730252,label,disc jockey radiofonico
odang_person_2398492,P172,Q678551
odang_person_6050188,P106,Q17524364
odang_person_3592493,P1038,Q3734270
Q2790,label,Udine
odang_person_5970863,P106,Q82955
odang_person_1228140,P106,Q1930187
odang_person_3629323,P106,Q947873
odang_person_3871709,P102,Q47729
odang_person_8944405,P1412,Q256
odang_person_363,P119,Q2477691
odang_person_8372525,P106,Q3282637
odang_person_3585549,P166,Q20888781
odang_person_3924040,P27,Q38
Q10666486,label,turnista
odang_person_8798616,P106,Q40348
odang_person_2391516,P463,Q2239191
odang_person_3585325,P551,Q59174
odang_person_1234391,P21,Q6581097
odang_person_1205689,P27,Q30
odang_person_573507,P569,1976
odang_person_1197352,P27,Q172579
odang_person_3592365,P106,Q49757
odang_person_8387090,P106,Q201788
Q47090559,label,+Europa
odang_person_60863,P21,Q6581097
odang_person_7182625,P166,Q629291
odang_person_7177936,P20,Q220
odang_person_8361055,P166,Q86454113
odang_person_7167666,P25,Q107338255
odang_person_86468,P21,Q6581097
odang_person_5970875,P1038,Q3186048
odang_person_7275937,P39,Q26277644
odang_person_1218729,P6886,Q652
odang_person_5977927,P106,Q5322166
Q2034767,label,Salomon Brothers
odang_person_2403858,P39,Q18558478
odang_person_7176970,P106,Q512314
odang_person_2391418,P40,Q48102246
odang_person_1222358,P102,Q3326556
odang_person_4885489,P1412,Q652
odang_person_1503256,P102,Q47729
odang_person_2410228,P551,Q340
odang_person_5988429,P569,1846
Q3288039,label,Marc François
odang_person_1212663,P569,1949
odang_person_4790703,P1412,Q652
odang_person_3584787,P106,Q214917
odang_person_8361090,P106,Q33999
odang_person_4777860,P166,Q15279677
Q3866610,label,Movimento Studenti di Azione Cattolica
odang_person_4804453,P103,Q652
odang_person_8380988,P21,Q6581097
odang_person_3602265,P166,Q206959
odang_person_76245,P39,Q18558478
Q1091031,label,MTV Video Music Award al miglior video femminile
odang_person_3918601,P21,Q6581097
odang_person_1305904,P569,1952
odang_person_2398310,P2632,Q7341
odang_person_2498950,P106,Q131524
odang_person_8375021,P40,Q56759632
odang_person_3975781,P19,Q494809
odang_person_305,P6886,Q150
odang_person_8376266,P1412,Q652
odang_person_5971260,P21,Q6581097
odang_person_9189,P1038,Q4410317
odang_person_4790703,P108,Q209344
odang_person_5202648,P19,Q279
odang_person_1237599,P106,Q33999
odang_person_2392287,P39,Q181733
odang_person_7172744,P551,Q911047
odang_person_1301623,P27,Q38
odang_person_7271166,P27,Q172579
odang_person_109654,P569,1884
odang_person_103,P106,Q36834
odang_person_7578143,P551,Q225729
odang_person_4881808,P27,Q38
odang_person_702,P21,Q6581097
odang_person_2756,P20,Q7128046
odang_person_1208972,P108,Q3884
odang_person_5094615,P103,Q652
odang_person_2398756,P108,Q35886
odang_person_3585490,P1412,Q1860
odang_person_4793448,P19,Q2096785
odang_person_11,P27,Q15180
odang_person_2391553,P166,Q1347889
odang_person_4787414,P39,Q35494253
odang_person_3594357,P40,Q6439494
odang_person_7165301,P25,Q41732806
odang_person_8361090,P1038,Q20901722
odang_person_3585134,P20,Q1348
odang_person_24,P21,Q6581097
odang_person_102264,P27,Q172579
odang_person_1197459,P21,Q6581097
odang_person_1305991,P19,Q54727
odang_person_1276840,P27,Q38
Q576671,label,Highland Park
odang_person_4778823,P27,Q172579
odang_person_2635303,P102,Q133968
odang_person_4780515,P106,Q47064
odang_person_105759,P103,Q652
odang_person_2755439,P1412,Q652
odang_person_5971260,P166,Q5593916
odang_person_8370077,P19,Q3519
odang_person_8746572,P569,1501
odang_person_5986396,P108,Q740308
odang_person_1299476,P106,Q765778
odang_person_2391507,P27,Q38
odang_person_1197470,P166,Q6759868
odang_person_4777898,P166,Q14900501
odang_person_1199721,P27,Q183
Q4255860,label,Alessandro Mussolini
odang_person_1205261,P551,Q25395
odang_person_7172969,P569,1977
odang_person_5970973,P166,Q48963149
Q243377,label,San Vito Romano
odang_person_1408564,P103,Q652
odang_person_3585488,P103,Q652
odang_person_6754618,P1412,Q652
odang_person_8361294,P21,Q6581097
odang_person_6494521,P27,Q38
odang_person_8361664,P106,Q36180
Q11383673,label,Nobuhiro Satō
odang_person_3593985,P166,Q474485
odang_person_8875698,P27,Q115
odang_person_7175950,P106,Q4610556
odang_person_4801795,P27,Q2577303
odang_person_1219669,P106,Q28389
odang_person_3592361,P40,Q3762268
odang_person_8369982,P166,Q57082824
odang_person_8368627,P26,Q65875038
odang_person_6037264,P39,Q50362553
odang_person_2829694,P1412,Q652
odang_person_8790274,P1412,Q652
odang_person_77773,P21,Q6581072
odang_person_2413944,P103,Q652
odang_person_3585618,P1038,Q3765605
odang_person_7167550,P166,Q17454734
