s,o,entity
odang_person_7165047,P1066,Q20535072
odang_person_2499844,P106,Q1930187
odang_person_2403434,P106,Q121594
odang_person_3584664,P166,Q1045784
odang_person_20367,P19,Q94790
Q21003752,label,Federico di Pettorana
odang_person_1300121,P569,1959
odang_person_5995331,P106,Q1930187
odang_person_389478,P39,Q48629921
odang_person_1767687,P102,Q47750
odang_person_5978408,P1066,Q25636457
odang_person_3584776,P937,Q365
odang_person_7164966,P166,Q51025493
Q15647601,label,Segretario generale del movimento dei paesi non allineati
odang_person_5977545,P166,Q59766247
odang_person_18,P20,Q987
odang_person_4778886,P166,Q1587906
odang_person_4778116,P166,Q15631401
odang_person_5970856,P39,Q3044918
odang_person_321362,P937,Q6602
odang_person_1714670,P19,Q13498
odang_person_1197505,P39,Q5373953
odang_person_1197470,P166,Q42293686
odang_person_1240022,P119,Q27426
odang_person_5060383,P39,Q30185
Q1866473,label,Livia Giampalmo
odang_person_3621495,P569,1928
odang_person_8368556,P569,1896
odang_person_8379957,P569,1955
Q539371,label,corrector
odang_person_5328816,P106,Q937857
odang_person_8408524,P19,Q187696
odang_person_2781172,P569,1973
odang_person_3585668,P21,Q6581097
odang_person_1699304,P21,Q6581097
odang_person_3974873,P27,Q38
odang_person_10864,P21,Q6581072
odang_person_4777994,P166,Q2309070
odang_person_1231719,P569,1956
odang_person_8910528,P39,Q18558478
odang_person_2392042,P106,Q10800557
odang_person_8465947,P27,Q172579
odang_person_4784694,P166,Q15117228
odang_person_3585549,P39,Q796897
odang_person_4778090,P40,Q162819
odang_person_6310988,P106,Q2722764
odang_person_3585134,P172,Q179248
odang_person_1219897,P19,Q1891
Q184980,label,Thomas Kuhn
odang_person_3603133,P21,Q6581097
odang_person_5063539,P1412,Q652
Q2640827,label,ginecologo
odang_person_8387205,P106,Q10816969
odang_person_4782788,P1412,Q652
odang_person_3584673,P166,Q19020
odang_person_4803318,P27,Q38
odang_person_6081769,P103,Q652
odang_person_5546507,P27,Q38
Q742789,label,Ordine della Bandiera Nazionale (Corea del Nord)
Q216903,label,Castelnuovo di Garfagnana
odang_person_4778017,P106,Q14623005
odang_person_4784191,P166,Q5593881
odang_person_6019064,P569,1925
odang_person_40687,P166,Q936956
odang_person_4777892,P166,Q26044420
odang_person_8878571,P569,1976
odang_person_7165272,P1412,Q652
odang_person_3586301,P21,Q6581097
Q3852836,label,Mauro Gravina
odang_person_5379780,P569,1996
Q5170600,label,Corinne Roosevelt Robinson
odang_person_5970879,P103,Q652
odang_person_1307646,P103,Q652
odang_person_7178402,P569,1948
odang_person_5970856,P166,Q3405521
odang_person_6081234,P106,Q82955
odang_person_1287891,P21,Q6581097
odang_person_3593653,P39,Q887003
odang_person_1205689,P106,Q55960555
Q99500476,label,Cyrus Michael Christopher Dancy
odang_person_8368627,P39,Q38931
odang_person_3610976,P1412,Q652
odang_person_110260,P569,1966
odang_person_4812293,P39,Q65494714
odang_person_3606219,P551,Q220
odang_person_4777860,P172,Q235155
odang_person_4802427,P569,1955
odang_person_4777962,P6886,Q7737
Q325016,label,George Darwin
odang_person_6010255,P166,Q101478149
odang_person_1266404,P27,Q38
Q47795,label,Futuro e Libertà per l'Italia
odang_person_687,P166,Q2404133
odang_person_6081336,P1412,Q652
odang_person_5030523,P569,1962
odang_person_884,P21,Q6581072
odang_person_3611946,P166,Q599434
odang_person_4778176,P106,Q25393460
odang_person_4789197,P3373,Q16204132
odang_person_7176268,P40,Q107604158
Q3941537,label,Rosita Celentano
odang_person_3600848,P1412,Q652
odang_person_1224853,P27,Q38
odang_person_2496715,P19,Q58510
odang_person_1205689,P40,Q6076469
odang_person_2780127,P106,Q82955
odang_person_1200105,P106,Q2405480
odang_person_7081,P19,Q2044
odang_person_3585550,P463,Q463303
Q220098,label,signore della guerra
Q2124852,label,Accademia reale belga di medicina
odang_person_103,P106,Q488205
odang_person_1301923,P39,Q13653224
odang_person_7967,P166,Q10341322
odang_person_4777973,P166,Q540561
odang_person_1219547,P19,Q2634
odang_person_15865,P19,Q13396
odang_person_1207909,P20,Q478434
odang_person_1210919,P26,Q263322
odang_person_4777860,P551,Q2957569
odang_person_7100155,P569,1974
odang_person_7275443,P21,Q6581097
odang_person_8120533,P20,Q490
odang_person_7274194,P569,1949
odang_person_3585310,P937,Q116961
odang_person_107887,P106,Q947873
odang_person_7175493,P106,Q193391
odang_person_3607356,P569,1944
odang_person_4778023,P39,Q14931511
odang_person_1205211,P569,520
Q192821,label,Partito Comunista Francese
odang_person_7672120,P21,Q6581097
odang_person_5982258,P1412,Q397
odang_person_8368716,P19,Q13670
odang_person_3585618,P166,Q706031
odang_person_5970875,P463,Q220198
Q9284,label,Cirié
Q2651801,label,Partito Socialista Riformista
odang_person_4778949,P166,Q1803854
odang_person_4780482,P802,Q184980
odang_person_106135,P106,Q2259451
odang_person_1202100,P27,Q30
odang_person_8374114,P166,Q52382875
odang_person_4792046,P21,Q6581097
odang_person_8468090,P19,Q2634
odang_person_7377063,P103,Q652
odang_person_1303851,P20,Q495
odang_person_7165093,P166,Q10519151
Q433728,label,Walter Terence Stace
odang_person_3584618,P119,Q1218
odang_person_1304972,P21,Q6581072
odang_person_8382326,P1412,Q652
odang_person_1207847,P166,Q29472736
odang_person_3600577,P166,Q57446605
odang_person_8404519,P1412,Q652
odang_person_3584957,P108,Q740308
Q13235160,label,produttore
odang_person_3609230,P1412,Q652
odang_person_8470672,P19,Q495
Q55076533,label,ministro senza portafoglio per gli italiani nel mondo della Repubblica Italiana
odang_person_4800425,P27,Q38
odang_person_2422624,P108,Q89368734
Q20901722,label,Nia Jax
odang_person_4786417,P106,Q18844224
odang_person_7165111,P106,Q28389
Q247564,label,Zénaïde Bonaparte
odang_person_7445681,P103,Q652
odang_person_4140618,P1412,Q652
odang_person_5981151,P166,Q37922
odang_person_2392275,P39,Q928764
odang_person_4170345,P1412,Q652
odang_person_7165154,P39,Q11144
odang_person_7165369,P106,Q6625963
odang_person_4886365,P106,Q82955
odang_person_2441000,P27,Q38
odang_person_7209246,P569,1896
odang_person_3688498,P1412,Q652
odang_person_1210952,P1038,Q553958
odang_person_3600222,P106,Q49757
odang_person_7178644,P26,Q1379144
odang_person_3596550,P27,Q38
odang_person_5971054,P39,Q7460593
odang_person_7275653,P39,Q27169
Q496878,label,Capaci
odang_person_1288465,P569,1962
odang_person_7184661,P1412,Q1321
odang_person_4784457,P21,Q6581072
odang_person_3922045,P569,1966
odang_person_7204974,P39,Q208762
odang_person_6072705,P19,Q294810
Q490587,label,Gulfport
odang_person_7197844,P166,Q13452531
odang_person_1235404,P1412,Q652
odang_person_3593695,P166,Q14539726
odang_person_520066,P1412,Q652
odang_person_3974873,P19,Q6697
odang_person_8749658,P22,Q165544
odang_person_3585188,P166,Q1523014
odang_person_5992390,P937,Q220
odang_person_24611,P106,Q28389
odang_person_8369977,P108,Q5253375
odang_person_604,P106,Q5322166
odang_person_8366960,P21,Q6581097
Q835586,label,primi  ministri della Serbia
odang_person_4881808,P19,Q1024724
odang_person_4777951,P27,Q30
odang_person_104413,P27,Q38
odang_person_1302055,P166,Q850170
odang_person_8371231,P166,Q14539726
odang_person_8465347,P19,Q8471
odang_person_1299476,P19,Q1155
odang_person_1208838,P569,1862
odang_person_9464056,P166,Q48624307
odang_person_6075093,P106,Q82955
odang_person_2415230,P21,Q6581097
odang_person_6075817,P19,Q54997
Q216047,label,Le Figaro
Q3901465,label,Philip Mangano
odang_person_6073504,P106,Q11774202
odang_person_8468783,P106,Q130857
odang_person_7165109,P102,Q29552
odang_person_2829694,P103,Q652
odang_person_275799,P21,Q6581072
odang_person_3601230,P27,Q38
odang_person_8719565,P21,Q6581097
odang_person_4799605,P106,Q18074503
Q106594287,label,San Pietro Magisano
odang_person_8540302,P19,Q2028
odang_person_3688194,P21,Q6581097
Q998550,label,libraio
odang_person_7166037,P27,Q810
odang_person_4778176,P20,Q220
odang_person_2398237,P39,Q7723211
Q205817,label,Islington
Q6472676,label,Premio Lagrange
odang_person_7165547,P166,Q10855271
odang_person_4019826,P22,Q81682023
odang_person_5113911,P569,1997
odang_person_2493164,P27,Q38
odang_person_24,P3373,Q8052924
odang_person_2392607,P106,Q2526255
odang_person_3585549,P551,Q220
odang_person_7165047,P6886,Q1321
Q700899,label,Premio Quadriga
odang_person_7177213,P569,1930
odang_person_8382240,P463,Q123885
odang_person_7172611,P1412,Q652
Q16919156,label,sondaggista
odang_person_8361548,P1412,Q1860
odang_person_7734,P166,Q1251502
odang_person_5984301,P1412,Q652
odang_person_5971130,P166,Q24941781
odang_person_7165109,P166,Q111332
odang_person_1197347,P19,Q13375
Q14753732,label,Nicole
odang_person_8382326,P40,Q3750774
odang_person_4778023,P39,Q34519933
odang_person_3646182,P21,Q6581097
odang_person_1299481,P106,Q2526255
Q3847905,label,Marietta Brambilla
Q13386,label,Lecce
odang_person_6079241,P19,Q51895
odang_person_1301795,P21,Q6581097
odang_person_1197541,P106,Q10798782
Q1553195,label,leader di partito
odang_person_2416012,P20,Q220
odang_person_1197971,P106,Q47064
odang_person_107042,P102,Q47720
odang_person_5982568,P3373,Q3743800
odang_person_1198446,P166,Q700368
Q61448,label,Erminia di Reuss-Greiz
odang_person_7273449,P19,Q100041
odang_person_110064,P26,Q3946299
odang_person_313578,P106,Q39631
odang_person_1302001,P106,Q36180
odang_person_7165093,P166,Q3885267
odang_person_2723268,P19,Q42425
odang_person_1208985,P21,Q6581097
odang_person_4780515,P802,Q168707
odang_person_42029,P26,Q99976362
odang_person_30,P40,Q5922802
odang_person_4855031,P39,Q687075
odang_person_6364979,P102,Q47750
odang_person_6000382,P106,Q10798782
odang_person_7172311,P106,Q10800557
odang_person_3603133,P1412,Q652
odang_person_6075817,P106,Q82955
odang_person_3592491,P106,Q12144794
odang_person_10864,P106,Q10800557
odang_person_7171811,P108,Q9684
odang_person_7258383,P108,Q859363
odang_person_5970863,P119,Q1053309
odang_person_4886807,P27,Q38
odang_person_1198501,P25,Q17278752
odang_person_1204755,P40,Q75756156
odang_person_2482145,P108,Q1245999
Q3684724,label,commissario straordinario
Q3862854,label,Morcelliana
odang_person_8372326,P569,1967
odang_person_8408862,P463,Q1575320
odang_person_5977335,P19,Q13360
odang_person_7174015,P6886,Q1860
odang_person_8421424,P106,Q2252262
odang_person_7176268,P108,Q49127
odang_person_8361055,P166,Q18344281
odang_person_2396137,P551,Q387047
odang_person_8468321,P19,Q1083
odang_person_4778823,P569,1885
odang_person_2391586,P106,Q82955
odang_person_1302668,P21,Q6581097
odang_person_1210952,P937,Q220
odang_person_6080016,P1412,Q652
odang_person_4822050,P27,Q30
odang_person_105647,P937,Q220
odang_person_7173977,P106,Q13381863
odang_person_8367653,P166,Q118404
odang_person_5992390,P108,Q806179
odang_person_8408862,P166,Q29982327
odang_person_4887088,P19,Q52327
odang_person_3592478,P40,Q312355
odang_person_2391475,P22,Q80702934
odang_person_49,P166,Q1447533
odang_person_2,P3373,Q320829
odang_person_4778023,P166,Q925986
odang_person_7164980,P27,Q1747689
odang_person_4138914,P1412,Q652
odang_person_7165760,P166,Q20204984
Q3951423,label,arrampicatore
odang_person_86468,P39,Q15964890
Q6051619,label,opinionista
Q433201,label,Rose Friedman
odang_person_8370822,P21,Q6581072
odang_person_5981607,P21,Q6581097
Q619553,label,apologista
odang_person_4986977,P108,Q1243705
Q2037015,label,ordine della Buona Speranza
odang_person_1213644,P39,Q27999166
odang_person_8372631,P26,Q109562957
odang_person_6376700,P569,1969
odang_person_7165799,P166,Q4336014
odang_person_3648925,P106,Q42973
odang_person_1241317,P27,Q172579
odang_person_6247543,P106,Q34074720
odang_person_1207847,P463,Q2822396
Q3366376,label,Partito della Kampuchea Democratica
odang_person_7165109,P106,Q13235160
odang_person_6344031,P21,Q6581097
odang_person_7724247,P106,Q39631
odang_person_21581,P106,Q55960555
odang_person_7165335,P166,Q14865244
Q20981055,label,12ª Commissione permanente del Senato
odang_person_1204755,P106,Q82955
odang_person_2461568,P166,Q28911895
odang_person_2496048,P27,Q38
odang_person_6289665,P166,Q1786381
odang_person_6078492,P103,Q652
odang_person_3584641,P119,Q486382
odang_person_7165109,P40,Q14264308
odang_person_4850610,P106,Q82955
Q16141090,label,ordine di Agostinho Neto
odang_person_2391553,P40,Q237666
odang_person_1207847,P166,Q14539974
odang_person_4778949,P1412,Q150
odang_person_7275443,P1412,Q652
Q209069,label,Domrémy-la-Pucelle
odang_person_8382146,P106,Q11486702
odang_person_2908483,P102,Q139596
Q917808,label,Oscar al miglior cortometraggio d'animazione
odang_person_109202,P103,Q652
Q725235,label,Lille
odang_person_7176695,P27,Q172579
odang_person_4784457,P106,Q15117302
odang_person_2493164,P569,1953
odang_person_3606821,P166,Q4336016
odang_person_6076175,P19,Q55042
odang_person_3584619,P26,Q128267
odang_person_3584660,P106,Q864380
odang_person_7271604,P21,Q6581097
odang_person_7197907,P3373,Q15829777
odang_person_3688603,P19,Q13142
odang_person_6076751,P27,Q38
odang_person_3592763,P569,1938
odang_person_8378085,P27,Q41
odang_person_3602084,P20,Q614236
Q21329070,label,scienziato dei materiali
odang_person_7275863,P569,1923
odang_person_2414997,P27,Q172579
odang_person_6078783,P39,Q18558478
odang_person_7243862,P166,Q14539974
odang_person_4779540,P106,Q82955
odang_person_4777860,P166,Q5300150
odang_person_1199185,P106,Q28842264
odang_person_7196820,P1412,Q652
odang_person_5970884,P166,Q693708
odang_person_7176268,P19,Q220
Q5944264,label,Hunter Biden
odang_person_1306218,P1412,Q652
odang_person_7165272,P937,Q237
odang_person_7578143,P19,Q3771
odang_person_5979638,P166,Q44726364
odang_person_5970884,P22,Q17291275
Q47528550,label,presidente dell'Abruzzo
odang_person_4809360,P39,Q611644
odang_person_2613939,P40,Q58932201
odang_person_7200121,P1412,Q150
odang_person_8363704,P40,Q63108522
odang_person_6075662,P21,Q6581072
odang_person_9393,P27,Q145
odang_person_8434572,P27,Q38
odang_person_1205689,P106,Q10800557
odang_person_5991908,P106,Q10800557
odang_person_6592382,P21,Q6581097
odang_person_6072879,P27,Q38
odang_person_26274,P106,Q15041977
odang_person_7165704,P20,Q90
odang_person_2495258,P27,Q38
Q719706,label,John Shakespeare
odang_person_6076679,P551,Q18460411
odang_person_7164960,P166,Q36354740
odang_person_6073058,P19,Q220
odang_person_2391784,P463,Q16781948
odang_person_11974,P1412,Q1860
odang_person_4782803,P166,Q13634272
odang_person_5978250,P27,Q172579
odang_person_10355,P463,Q917265
odang_person_8374861,P166,Q1164475
odang_person_8421423,P21,Q6581097
odang_person_7227050,P106,Q36180
odang_person_3584660,P106,Q28389
odang_person_3022699,P569,1899
odang_person_4777965,P26,Q3290593
odang_person_7171911,P19,Q495
odang_person_108405,P27,Q38
Q230258,label,Cleopatra di Macedonia
odang_person_6078240,P1412,Q652
Q90,label,Parigi
odang_person_8399567,P21,Q6581097
odang_person_3597303,P39,Q55096361
Q48011097,label,consigliere nel Consiglio della Provincia autonoma di Trento
Q201905,label,Costanzo III
Q499911,label,Università degli Studi di Torino
odang_person_7181674,P937,Q239
odang_person_38994,P106,Q36180
odang_person_8361090,P106,Q13474373
odang_person_3689444,P27,Q38
odang_person_2391418,P40,Q461259
odang_person_5978785,P21,Q6581097
odang_person_276429,P106,Q1930187
odang_person_7260590,P39,Q25973167
odang_person_2613939,P39,Q19803234
Q221193,label,Seravezza
odang_person_9464057,P166,Q48624307
odang_person_8361771,P40,Q18377917
odang_person_6005938,P102,Q47729
odang_person_7270328,P21,Q6581097
odang_person_4792255,P3373,Q16559218
odang_person_8464241,P106,Q33999
Q170263,label,Chester
odang_person_5977769,P40,Q30526822
odang_person_5970914,P6886,Q397
odang_person_8399567,P19,Q100916
odang_person_5085054,P106,Q33231
odang_person_1209234,P19,Q852600
odang_person_8667330,P39,Q27795992
odang_person_4778949,P166,Q2584152
odang_person_8361771,P551,Q18419
odang_person_7270844,P569,1927
odang_person_7165047,P106,Q14623005
odang_person_8375021,P166,Q2016334
odang_person_8365698,P1412,Q9027
odang_person_1305557,P27,Q38
odang_person_4778023,P166,Q1232376
odang_person_6247543,P569,1984
odang_person_8360993,P106,Q36180
Q86918643,label,Massimo Preziosi
odang_person_3612470,P19,Q1018156
odang_person_2410697,P106,Q49757
odang_person_103054,P19,Q490
odang_person_3584621,P166,Q896312
odang_person_1224006,P166,Q14539974
odang_person_1300712,P106,Q189290
odang_person_1202353,P26,Q274043
Q13382533,label,taekwondoka
odang_person_107468,P20,Q1449
odang_person_7210662,P25,Q1572259
odang_person_7198364,P569,1937
Q27267672,label,Cecilia Strada
odang_person_4862184,P27,Q38
odang_person_2425779,P21,Q6581097
odang_person_7234650,P106,Q947873
Q1781144,label,Rožnov
odang_person_5998587,P108,Q1376693
odang_person_5971612,P166,Q41254
Q65077806,label,Premio Lo Nuestro alla Eccellenza
odang_person_1301230,P27,Q38
odang_person_1197505,P166,Q392204
odang_person_1307084,P21,Q6581097
odang_person_4803318,P19,Q99950
odang_person_8382240,P21,Q6581097
odang_person_2391528,P106,Q82955
odang_person_2492749,P569,1955
odang_person_5988784,P39,Q14213
odang_person_4902458,P463,Q9015026
odang_person_8374861,P108,Q42944
Q40,label,Austria
odang_person_1298435,P106,Q82955
odang_person_7173047,P106,Q42973
odang_person_1207455,P1412,Q150
odang_person_7274279,P1412,Q652
odang_person_3592643,P569,1960
Q16683279,label,ordine della Corona
odang_person_8878571,P21,Q6581097
odang_person_3598624,P19,Q82707
odang_person_4788178,P40,Q75473265
odang_person_6000401,P19,Q111176
odang_person_7165201,P25,Q22244551
odang_person_5313236,P102,Q47729
odang_person_2417659,P569,1959
odang_person_5978849,P27,Q145
odang_person_9132248,P102,Q47817
odang_person_4778389,P21,Q6581072
odang_person_3686396,P463,Q882392
odang_person_7165301,P106,Q864380
odang_person_3645651,P21,Q6581097
odang_person_3691380,P27,Q172579
odang_person_4964123,P106,Q82955
odang_person_6075389,P39,Q18558478
odang_person_8462202,P937,Q220
odang_person_4810329,P27,Q38
odang_person_2400003,P103,Q1860
odang_person_435,P106,Q2526255
odang_person_2391560,P103,Q13218
odang_person_7606526,P106,Q212238
odang_person_7173047,P39,Q2786200
odang_person_7177852,P106,Q82955
odang_person_3585061,P19,Q13386
odang_person_2392287,P27,Q1747689
Q1955509,label,Associazioni Italiane in Sud America
odang_person_5998484,P106,Q3282637
odang_person_7165201,P1412,Q143
odang_person_3607637,P21,Q6581097
odang_person_7165047,P1038,Q11955331
odang_person_6289665,P108,Q1144565
odang_person_2391616,P1412,Q652
odang_person_2413636,P106,Q753110
odang_person_3600865,P166,Q63135131
odang_person_635,P19,Q279
odang_person_3584791,P19,Q13134
odang_person_2494879,P21,Q6581097
odang_person_5971035,P27,Q717
Q1150939,label,MTV Asia Awards
odang_person_1234275,P106,Q33999
odang_person_7165760,P166,Q3873143
odang_person_4885044,P569,1840
Q42944,label,CERN
odang_person_7165799,P166,Q185493
odang_person_4777866,P40,Q470198
odang_person_1302231,P106,Q8178443
odang_person_8647093,P102,Q47729
odang_person_2392607,P106,Q1930187
odang_person_8368007,P106,Q273108
odang_person_7275863,P21,Q6581097
odang_person_2391429,P21,Q6581097
odang_person_7165634,P106,Q3282637
odang_person_2391689,P106,Q82955
odang_person_7182753,P27,Q172579
odang_person_2391515,P102,Q1828329
Q73521839,label,sindaco di Latina
odang_person_5970875,P463,Q2822396
odang_person_1223819,P106,Q49757
Q76433,label,Eva Braun
odang_person_8368556,P21,Q6581097
odang_person_5971444,P1412,Q188
odang_person_3601230,P119,Q3945111
odang_person_110064,P27,Q38
odang_person_3620821,P3373,Q105715655
odang_person_1230974,P166,Q768476
odang_person_4122140,P103,Q652
odang_person_8434058,P106,Q1650915
odang_person_7171812,P27,Q30
Q3910732,label,Premio Chiara
odang_person_7165760,P6886,Q1860
odang_person_278253,P569,1975
Q15831416,label,Croce al merito militare di III classe
odang_person_7171774,P106,Q1954956
odang_person_6589306,P106,Q82955
odang_person_3972384,P27,Q38
odang_person_4804205,P27,Q172579
odang_person_5411234,P39,Q18558478
odang_person_5971236,P166,Q1994337
odang_person_15526,P19,Q1435
odang_person_39713,P39,Q18558478
odang_person_4802521,P21,Q6581097
odang_person_2391407,P1412,Q150
odang_person_4777951,P551,Q638836
odang_person_2902671,P1412,Q1860
odang_person_2499895,P937,Q220
odang_person_68002,P106,Q11774202
odang_person_2405671,P21,Q6581097
odang_person_5140660,P1412,Q652
odang_person_4778389,P166,Q4148424
Q11774156,label,memorialista
odang_person_2398492,P166,Q181883
Q1983088,label,Popolari di Italia Domani
odang_person_2391415,P166,Q260117
odang_person_8386615,P106,Q36180
odang_person_6015937,P108,Q392953
odang_person_999,P166,Q6796097
odang_person_1197505,P21,Q6581097
odang_person_3195202,P21,Q6581097
odang_person_7210662,P102,Q622716
odang_person_3585550,P21,Q6581097
odang_person_2398818,P106,Q1415090
odang_person_7172915,P106,Q10798782
Q1726,label,Monaco di Baviera
Q3846460,label,Marco Santagata
Q372899,label,Magnum Photos
odang_person_7166218,P1412,Q188
odang_person_1219897,P106,Q1930187
odang_person_3688603,P1412,Q652
odang_person_1289741,P937,Q13138
odang_person_7271604,P108,Q209344
odang_person_1197470,P102,Q29468
odang_person_989266,P106,Q15627169
odang_person_3593089,P108,Q248970
odang_person_1204458,P27,Q38
Q2794279,label,Susanna Hall
odang_person_5970941,P569,1969
odang_person_1211920,P106,Q1622272
odang_person_3584693,P166,Q1783222
odang_person_2400444,P166,Q14539729
odang_person_7184397,P21,Q6581097
odang_person_6020517,P21,Q6581097
odang_person_1483511,P39,Q18558478
odang_person_1197507,P22,Q151869
odang_person_6293291,P103,Q652
odang_person_8375603,P108,Q309135
odang_person_1198446,P463,Q83172
odang_person_6379027,P1412,Q652
odang_person_4255809,P39,Q108273511
odang_person_435,P106,Q3455803
odang_person_8440171,P102,Q461886
odang_person_3663741,P19,Q1083
odang_person_8464168,P103,Q652
odang_person_1306344,P1412,Q652
odang_person_3584621,P166,Q768999
odang_person_533019,P21,Q6581072
odang_person_1197507,P40,Q262788
odang_person_2493550,P39,Q3705737
odang_person_1537014,P19,Q13360
odang_person_2398661,P106,Q183945
odang_person_3592763,P106,Q28389
odang_person_36530,P119,Q3676950
odang_person_4902458,P2632,Q1415370
odang_person_2324785,P569,1981
odang_person_8896764,P569,1984
Q3427922,label,ristoratore
odang_person_2668386,P106,Q2259451
odang_person_3596098,P463,Q1376496
Q262,label,Algeria
odang_person_3602084,P3373,Q7228850
odang_person_1207962,P106,Q201788
odang_person_2398756,P569,1965
odang_person_3585205,P103,Q652
odang_person_1119,P102,Q640379
odang_person_1223876,P106,Q49757
odang_person_3584742,P39,Q41582617
odang_person_2394104,P1412,Q1321
odang_person_7594225,P106,Q10833314
odang_person_7176853,P569,1901
odang_person_107042,P937,Q3883
odang_person_5062092,P937,Q220
odang_person_1197507,P3373,Q517
odang_person_7359038,P106,Q557880
odang_person_6075267,P103,Q652
odang_person_6355879,P1412,Q1860
odang_person_1213124,P21,Q6581097
Q358863,label,"Henry FitzRoy, I duca di Richmond e Somerset"
odang_person_7164960,P1038,Q22085679
odang_person_1241530,P937,Q220
odang_person_8369441,P20,Q127856
odang_person_7164966,P3373,Q22339052
odang_person_313,P551,Q5083
odang_person_8464372,P27,Q38
Q26084477,label,ministro delle finanze del Regno di Sardegna
odang_person_15,P463,Q270794
odang_person_6073205,P39,Q670106
odang_person_1298435,P166,Q3638154
odang_person_1306315,P106,Q2405480
odang_person_8369964,P27,Q38
odang_person_2435530,P569,1871
odang_person_4803318,P26,Q23559
odang_person_1305562,P569,1964
Q3064032,label,favolista
odang_person_7474854,P1412,Q652
odang_person_8360900,P166,Q37922
odang_person_7165097,P106,Q1423891
odang_person_2496766,P21,Q6581097
odang_person_8463255,P21,Q6581097
odang_person_1208985,P106,Q130857
odang_person_1197541,P6886,Q1860
Q40854,label,Gallarate
odang_person_6005581,P106,Q36180
odang_person_8440774,P106,Q33999
odang_person_7209246,P21,Q6581097
odang_person_3609230,P106,Q11481802
odang_person_6100959,P108,Q1641504
odang_person_4995710,P166,Q604370
Q162279,label,Kuopio
odang_person_8391794,P102,Q47729
odang_person_8361502,P106,Q82955
odang_person_8361635,P27,Q12544
odang_person_7190796,P21,Q6581097
odang_person_4789197,P106,Q12097
Q128069,label,Syracuse
odang_person_7967,P26,Q230401
odang_person_4884687,P102,Q39091247
odang_person_4777994,P39,Q1446566
odang_person_6000382,P6886,Q1860
odang_person_1236064,P39,Q45722
odang_person_4793975,P106,Q82955
odang_person_6048473,P21,Q6581097
odang_person_3664265,P569,1984
odang_person_1360682,P27,Q29
odang_person_1301284,P27,Q172579
odang_person_3593959,P106,Q6625963
odang_person_8759218,P19,Q80544
odang_person_5970878,P937,Q220
Q5222836,label,Dario D'Ambrosio
odang_person_8378758,P1412,Q652
odang_person_7177936,P166,Q3910591
odang_person_7258232,P27,Q38
odang_person_2402982,P21,Q6581097
Q3605658,label,Adriana Fossa
odang_person_4788680,P108,Q6979182
Q386852,label,Neoneli
odang_person_6306961,P569,1966
odang_person_3586303,P166,Q28663097
odang_person_5391255,P106,Q82955
odang_person_5971377,P19,Q29303
odang_person_5982372,P3373,Q3945973
odang_person_2714701,P21,Q6581097
odang_person_8382240,P108,Q209344
odang_person_73706,P39,Q1255921
odang_person_2393397,P106,Q33999
odang_person_5084814,P106,Q82955
odang_person_6289665,P166,Q15811193
odang_person_5971750,P39,Q15355639
odang_person_3688987,P106,Q82955
odang_person_7171911,P1038,Q941751
Q1136896,label,Premio Coudenhove-Kalergi
odang_person_5084868,P27,Q38
odang_person_4777898,P166,Q74232599
odang_person_1205261,P108,Q1446181
odang_person_1198446,P106,Q81096
odang_person_2423258,P569,1943
Q8125919,label,consigliere politico
odang_person_6277262,P569,1957
odang_person_4778036,P937,Q207385
odang_person_3584742,P166,Q42293686
odang_person_8368899,P166,Q42603870
odang_person_4781088,P1412,Q188
odang_person_1204458,P937,Q239
odang_person_8795117,P27,Q38
odang_person_4879051,P106,Q4263842
odang_person_4262030,P103,Q652
odang_person_3692367,P1412,Q652
odang_person_2496483,P27,Q38
odang_person_8376896,P108,Q193510
odang_person_2391668,P569,1834
odang_person_8372214,P106,Q11513337
odang_person_7165093,P166,Q960966
odang_person_7176970,P106,Q36180
odang_person_4778023,P39,Q34518480
Q3873163,label,National Italian American Foundation
odang_person_1211745,P569,1935
odang_person_3584621,P166,Q17144
Q338751,label,ordine di Sant'Agata
odang_person_3688585,P106,Q10798782
odang_person_7445038,P39,Q708492
odang_person_1300371,P27,Q38
odang_person_4777861,P166,Q10904959
odang_person_8470826,P20,Q256818
odang_person_8368798,P102,Q327591
odang_person_1197349,P166,Q935843
odang_person_4777951,P166,Q73136954
odang_person_2498218,P1412,Q652
odang_person_5981151,P106,Q753110
odang_person_2391429,P1412,Q652
odang_person_1203047,P166,Q57446605
odang_person_7270439,P27,Q38
odang_person_2435530,P551,Q220
odang_person_1275138,P19,Q488240
odang_person_6075330,P106,Q486748
odang_person_8374114,P25,Q108841540
odang_person_1211920,P21,Q6581097
odang_person_4803238,P27,Q30
odang_person_8362136,P1066,Q48301
odang_person_7269868,P19,Q42793
odang_person_8387351,P27,Q38
odang_person_8361107,P551,Q495
odang_person_7938188,P1412,Q652
odang_person_7485900,P106,Q82955
odang_person_5992196,P6886,Q652
odang_person_3594850,P937,Q239
odang_person_8370726,P106,Q3068305
odang_person_1229464,P106,Q1622272
odang_person_4782788,P166,Q3870555
odang_person_3627764,P27,Q30
Q15472169,label,mecenate
odang_person_7174015,P26,Q1443125
odang_person_8381041,P27,Q38
odang_person_105276,P937,Q220
Q1405143,label,castello di Ham
odang_person_2398994,P1066,Q55838257
odang_person_3585801,P166,Q21641570
odang_person_4778090,P20,Q1643765
odang_person_3596098,P463,Q1464567
