s,o,entity
odang_person_8854,P166,Q17985761
odang_person_7449105,P103,Q652
odang_person_2391436,P108,Q37043
odang_person_3926006,P1412,Q8748
odang_person_7165708,P26,Q127454
odang_person_3584621,P166,Q19883682
odang_person_1305562,P21,Q6581072
odang_person_7165335,P40,Q2665964
odang_person_9703,P21,Q6581097
odang_person_1197390,P106,Q13235160
odang_person_435,P27,Q38
Q2268126,label,Edoardo Agnelli
odang_person_17840,P26,Q3775988
odang_person_8464018,P19,Q6252
odang_person_1198429,P166,Q3910508
odang_person_8370845,P3373,Q3749452
odang_person_4883537,P106,Q131524
odang_person_5991366,P106,Q488205
odang_person_1274080,P106,Q937857
odang_person_7165799,P39,Q1370482
odang_person_5979230,P106,Q33999
odang_person_8361328,P21,Q6581097
odang_person_3584641,P39,Q40779
odang_person_7164969,P39,Q121998
odang_person_5991196,P569,1936
odang_person_7165071,P19,Q1449
Q22087804,label,Maria Koppensteiner
odang_person_3584625,P21,Q6581097
odang_person_5971244,P569,1907
odang_person_3584641,P22,Q1429
odang_person_7168729,P166,Q28861731
odang_person_7172357,P27,Q28573
Q268356,label,Allegra Versace
odang_person_5986396,P19,Q13486
odang_person_7165544,P19,Q8356
odang_person_8695230,P106,Q488205
odang_person_8867,P106,Q822146
odang_person_7165799,P106,Q47064
odang_person_1206897,P802,Q3768886
Q2364291,label,Sulamita
odang_person_4777856,P106,Q3606216
odang_person_3593509,P106,Q43845
odang_person_7172357,P106,Q1097498
odang_person_2406777,P106,Q177220
odang_person_1645937,P21,Q6581097
odang_person_6004907,P172,Q6935055
odang_person_1213116,P106,Q33999
odang_person_7165958,P166,Q14539974
odang_person_8361107,P22,Q56166223
odang_person_5970876,P27,Q145
odang_person_2492604,P569,1977
odang_person_3584625,P569,1564
odang_person_435,P103,Q652
odang_person_1305563,P21,Q6581072
Q40222919,label,Antonio Vasari
odang_person_7165975,P1412,Q652
odang_person_9720,P19,Q13464
odang_person_1294241,P21,Q6581072
odang_person_4777859,P166,Q50621171
Q1415232,label,ordine del Sole del Perù
odang_person_7267483,P569,1980
Q56166624,label,Hugo dos Santos Aveiro
odang_person_3688049,P27,Q145
odang_person_5984483,P40,Q289285
odang_person_6601902,P19,Q13666
odang_person_4778872,P20,Q220
odang_person_4812364,P26,Q3876149
Q23731823,label,La République En Marche
odang_person_3585316,P106,Q1483433
odang_person_3593803,P106,Q36834
odang_person_4777859,P463,Q191583
odang_person_8361925,P1412,Q1860
odang_person_8399417,P166,Q14539884
odang_person_5992454,P569,1960
odang_person_8812750,P27,Q145
odang_person_4862184,P106,Q2722764
odang_person_4777856,P103,Q9056
odang_person_8375549,P1412,Q652
odang_person_4778921,P27,Q41304
Q309736,label,Michelozzo
Q24262594,label,scrittore religioso
odang_person_2399208,P106,Q937857
odang_person_7164960,P102,Q7320
odang_person_5970904,P106,Q753110
odang_person_4782803,P39,Q378422
odang_person_4777856,P106,Q36180
odang_person_7165093,P1038,Q22682071
odang_person_2391553,P551,Q2946
odang_person_9703,P166,Q206959
odang_person_2494293,P3373,Q43986795
Q285543,label,Alessandra Mussolini
odang_person_5991196,P21,Q6581097
odang_person_1306862,P166,Q13377518
odang_person_1231562,P106,Q947873
odang_person_3584673,P166,Q17985761
Q33441,label,friulano
odang_person_1306862,P166,Q67155304
odang_person_4778023,P166,Q2332080
odang_person_8366173,P802,Q3107258
odang_person_7165958,P106,Q10798782
odang_person_3600127,P1412,Q652
odang_person_8361289,P1038,Q3105236
odang_person_4862184,P569,1958
Q505040,label,Carlo III di Lorena
Q599151,label,ufficiale
odang_person_4786799,P3373,Q159369
odang_person_1306862,P22,Q3638792
odang_person_2501569,P1412,Q652
odang_person_7165093,P166,Q12756733
odang_person_5971462,P106,Q855091
Q649,label,Mosca
odang_person_7165335,P166,Q836057
odang_person_8468861,P1412,Q652
odang_person_8361772,P106,Q10800557
odang_person_2391428,P20,Q2044
odang_person_8392033,P1412,Q150
odang_person_24948,P119,Q1187723
odang_person_7165049,P166,Q1542172
odang_person_2391689,P106,Q4964182
odang_person_7176588,P27,Q38
odang_person_4816274,P106,Q947873
odang_person_2412835,P21,Q6581072
odang_person_1267890,P1412,Q652
odang_person_3584621,P166,Q10905276
odang_person_6004907,P172,Q49085
odang_person_4782803,P26,Q2713078
odang_person_3616747,P19,Q270737
odang_person_2492694,P21,Q6581097
odang_person_3730368,P1412,Q652
odang_person_6079483,P1412,Q652
Q954078,label,P2
odang_person_1586562,P106,Q33999
Q55882161,label,Caroline Gräfin Schenk von Stauffenberg
odang_person_7172123,P1412,Q652
odang_person_7164960,P27,Q41304
odang_person_6004907,P26,Q3018182
odang_person_5970876,P463,Q1299
odang_person_7165049,P1038,Q107023583
odang_person_3990481,P6886,Q652
odang_person_2471906,P21,Q6581097
odang_person_8379826,P106,Q219477
odang_person_8465787,P106,Q245068
odang_person_7165071,P3373,Q325909
Q21179251,label,Janet Shearon
odang_person_5984483,P119,Q654443
odang_person_2391689,P166,Q65931846
odang_person_8395159,P19,Q3476
odang_person_8361289,P569,1952
Q4335955,label,ordine della Repubblica
odang_person_1792026,P1412,Q652
odang_person_2392044,P27,Q801
Q2254728,label,Giovanni Salviati
odang_person_5984483,P19,Q6259
odang_person_7166286,P106,Q28389
odang_person_7172123,P106,Q177220
Q20058666,label,deputato del Regno d'Italia
odang_person_3609490,P102,Q1299105
odang_person_2392575,P1412,Q1321
Q546620,label,Antonia di Lorena
odang_person_8370077,P106,Q947873
Q16153104,label,100 Women
odang_person_7165958,P166,Q949173
odang_person_7165799,P39,Q6502015
odang_person_3686443,P21,Q6581097
odang_person_8854,P106,Q2865819
odang_person_4810605,P569,1960
Q654443,label,Certosa di Pavia
odang_person_5971462,P166,Q617869
odang_person_3600372,P106,Q488205
odang_person_7165049,P106,Q5716684
odang_person_1220495,P3373,Q108138812
odang_person_8463686,P1412,Q652
odang_person_4778457,P166,Q463085
odang_person_4778076,P166,Q1342777
odang_person_6072732,P27,Q38
odang_person_3584621,P166,Q41977694
odang_person_1298529,P27,Q38
odang_person_3584641,P1066,Q317055
Q3713023,label,Domenico Farini
odang_person_8369215,P21,Q6581097
odang_person_8361107,P106,Q937857
Q2063147,label,Piersanti Mattarella
Q18575,label,Tucson
odang_person_2494158,P102,Q28229622
odang_person_2501569,P19,Q100055
Q948329,label,attore caratterista
odang_person_363,P166,Q41254
odang_person_6019064,P20,Q490
odang_person_2400374,P1412,Q652
odang_person_3584673,P569,1947
Q3290593,label,Margherita Barezzi
odang_person_1211685,P27,Q30
Q13629,label,Sassari
odang_person_4885044,P106,Q189290
Q1390537,label,Fabio Frizzi
Q87940,label,Enne Heeren Dirksen
odang_person_7173164,P569,1961
odang_person_7167666,P166,Q27677315
odang_person_2392575,P39,Q20011182
odang_person_7172744,P40,Q333340
odang_person_3584621,P166,Q10905105
odang_person_5984483,P3373,Q1980610
Q9630,label,Partito Laburista
odang_person_4778023,P166,Q3885395
Q12377274,label,trombettista
odang_person_1792026,P1412,Q1860
odang_person_4812243,P27,Q38
odang_person_3602961,P166,Q206959
odang_person_8867,P27,Q30
odang_person_4778023,P166,Q20886603
odang_person_2492604,P937,Q490
odang_person_108385,P21,Q6581097
odang_person_5971769,P106,Q177220
odang_person_8361772,P106,Q36834
odang_person_7164969,P106,Q3658608
odang_person_3593803,P19,Q54565
odang_person_4783641,P106,Q250867
odang_person_7168729,P103,Q150
odang_person_3584621,P166,Q3295156
odang_person_3892242,P19,Q13670
odang_person_3593803,P21,Q6581072
odang_person_7164960,P1038,Q22677145
odang_person_4777859,P108,Q659080
odang_person_5150141,P21,Q6581097
odang_person_8368716,P20,Q13670
odang_person_5988533,P106,Q488205
odang_person_2392044,P27,Q30
Q739041,label,Eric Benét
odang_person_5970876,P106,Q2526255
odang_person_7165093,P106,Q185351
odang_person_8363532,P551,Q3447194
Q1364424,label,Guillaume de Marcillat
odang_person_1224009,P19,Q177695
odang_person_7260372,P1412,Q1860
odang_person_8366173,P172,Q50001
odang_person_6001967,P106,Q488205
odang_person_7165071,P53,Q17991584
odang_person_8384962,P19,Q20103
odang_person_6080695,P106,Q486748
Q357974,label,Julian Lennon
odang_person_7267897,P19,Q495
odang_person_4885044,P945,Q172579
Q2601911,label,Premio Yunus Nadi
odang_person_7167666,P19,Q986210
odang_person_7165093,P166,Q512656
odang_person_1617917,P569,1948
odang_person_7177936,P166,Q2111288
odang_person_7200101,P106,Q82955
odang_person_7164960,P27,Q268970
Q127099,label,Hermann Kafka
Q43918160,label,Doria Ragland
odang_person_1220495,P27,Q38
odang_person_4794382,P27,Q38
odang_person_790661,P19,Q6231
odang_person_285652,P1412,Q652
odang_person_7164998,P184,Q102119621
Q6109,label,circondario dell'Uckermark
odang_person_5977813,P106,Q15981151
Q279,label,Modena
odang_person_5971849,P166,Q889842
odang_person_3584673,P166,Q1150306
Q646040,label,reichsstatthalter
odang_person_2391436,P166,Q17985761
odang_person_3623773,P106,Q488205
odang_person_7597930,P21,Q6581097
odang_person_7168729,P1412,Q7737
odang_person_9720,P106,Q33999
odang_person_9334,P25,Q131552
Q706835,label,meccanico d'auto
odang_person_5988533,P26,Q67540901
odang_person_7165335,P39,Q59193318
odang_person_3585482,P3373,Q158229
Q549097,label,Arnaldo Mussolini
odang_person_3926006,P166,Q206959
odang_person_7165093,P166,Q1192712
odang_person_8747450,P1412,Q652
odang_person_285652,P106,Q177220
odang_person_3606179,P106,Q28389
odang_person_5057053,P106,Q2276446
odang_person_1306862,P166,Q17366068
odang_person_8361289,P166,Q128649
odang_person_3627259,P937,Q220
odang_person_1198059,P21,Q6581097
odang_person_9009,P27,Q2044
Q1335445,label,Ordine dello Spirito Santo
odang_person_2391528,P19,Q1424839
odang_person_5971675,P21,Q6581097
odang_person_4778076,P166,Q2522577
Q72265,label,Meta
odang_person_5970904,P1412,Q1860
odang_person_5984384,P27,Q38
odang_person_2392575,P102,Q1336488
odang_person_4778023,P22,Q280856
Q257579,label,Cristina di Lorena
odang_person_8395159,P27,Q38
odang_person_3584621,P39,Q248352
odang_person_8395159,P569,1944
odang_person_5163937,P27,Q38
odang_person_3609490,P106,Q4991371
odang_person_4778076,P26,Q15291055
odang_person_8898,P1412,Q9027
odang_person_7165544,P3373,Q170264
odang_person_2776,P21,Q6581072
odang_person_3584625,P3373,Q96089292
odang_person_7164969,P106,Q14623005
odang_person_4786799,P26,Q201905
odang_person_435,P106,Q1028181
odang_person_7176358,P19,Q90
odang_person_5992454,P106,Q183945
Q3141,label,Melbourne
odang_person_5971244,P40,Q76282932
Q2496387,label,eroe della Repubblica di Cuba
odang_person_8361622,P21,Q6581097
odang_person_7270534,P3373,Q3609691
odang_person_3616747,P166,Q14865244
Q673229,label,Golden Globe per la miglior attrice in una mini-serie o film per la televisione
Q189236,label,Velletri
odang_person_4815521,P106,Q14467526
odang_person_8695230,P19,Q1903
odang_person_3584621,P937,Q6109
odang_person_5971244,P40,Q78328
odang_person_1306862,P166,Q2297608
odang_person_5057053,P27,Q38
odang_person_103,P166,Q17985761
odang_person_2397487,P19,Q840133
Q49267,label,Henderson
odang_person_1197450,P40,Q24084717
Q18844224,label,scrittore di fantascienza
odang_person_7165335,P20,Q2485134
odang_person_5978725,P106,Q33999
odang_person_16132,P106,Q177220
odang_person_3584621,P166,Q1818440
odang_person_8747450,P1412,Q1860
odang_person_31418,P106,Q488205
odang_person_3669468,P106,Q214917
odang_person_8375549,P21,Q6581097
Q2340668,label,regista di video musicali
Q28002382,label,ministro dell'economia e delle finanze della Repubblica Italiana
odang_person_9334,P40,Q205797
odang_person_5986396,P569,1936
odang_person_2397487,P21,Q6581072
odang_person_103,P166,Q81180
odang_person_1062411,P27,Q38
odang_person_4778023,P106,Q116
odang_person_4778076,P39,Q27991492
odang_person_4778023,P166,Q23058339
odang_person_7177936,P937,Q220
odang_person_3585316,P166,Q75197959
odang_person_103255,P569,1973
odang_person_435,P102,Q327591
odang_person_6004907,P1066,Q6097937
odang_person_7165335,P166,Q15042103
odang_person_8395038,P106,Q1930187
Q154184,label,Anchiano
odang_person_8399417,P106,Q4610556
odang_person_7164960,P1038,Q22132157
odang_person_7200101,P569,1973
Q42262,label,Agenzia Spaziale Europea
odang_person_8373851,P103,Q652
odang_person_6004907,P166,Q56085709
odang_person_4857128,P21,Q6581097
Q237534,label,Austriaci
odang_person_4778023,P166,Q6077245
odang_person_6046780,P106,Q947873
Q71832,label,Bacoli
Q842606,label,imperatore romano
odang_person_8375906,P166,Q2601911
Q1113645,label,Lucrezia Tornabuoni
Q790562,label,Avenue Foch
Q629291,label,ordine al merito del lavoro
odang_person_1197390,P106,Q2526255
odang_person_4790941,P106,Q3282637
odang_person_7249356,P106,Q2259451
Q5339820,label,Edmund Shakespeare
odang_person_8854,P106,Q177220
Q37079,label,Tom Cruise
odang_person_7164960,P106,Q10732476
odang_person_3972227,P27,Q38
Q1925963,label,grafico
odang_person_7164960,P1038,Q454576
odang_person_7165049,P25,Q47108853
odang_person_5992454,P21,Q6581097
odang_person_7165093,P166,Q29043605
odang_person_7200101,P102,Q2246227
odang_person_3584641,P39,Q20056508
odang_person_7273314,P106,Q33999
odang_person_7165071,P39,Q66626376
odang_person_8464018,P106,Q2722764
odang_person_9334,P40,Q69922
odang_person_2391436,P26,Q21179251
odang_person_2437529,P106,Q806798
odang_person_5978725,P569,1960
odang_person_4812364,P106,Q33999
odang_person_1610142,P27,Q38
odang_person_7267483,P27,Q38
Q1670454,label,ordine della Repubblica di Gambia
Q192990,label,Guy Ritchie
odang_person_2391689,P166,Q1026769
Q1217703,label,Silvio Muccino
Q4093,label,Glasgow
odang_person_3584673,P166,Q1738793
odang_person_7198259,P106,Q177220
odang_person_8366173,P802,Q18353454
odang_person_7164960,P166,Q690107
odang_person_4778023,P166,Q624463
odang_person_4777965,P6886,Q652
Q1053574,label,produttore esecutivo
odang_person_7165093,P166,Q4342969
odang_person_11566,P2632,Q1753598
odang_person_7164998,P166,Q4286902
odang_person_84797,P166,Q976544
odang_person_5991366,P106,Q55960555
odang_person_7176320,P21,Q6581097
odang_person_5335279,P21,Q6581072
odang_person_6004907,P166,Q1011547
Q1141788,label,Democrazia è Libertà – La Margherita
Q3749452,label,Francesca Salviati
odang_person_8465106,P569,1973
Q81589,label,Windsor
odang_person_103,P106,Q33999
odang_person_4778023,P39,Q1370385
odang_person_7164969,P108,Q236853
odang_person_4810605,P1412,Q652
Q3558744,label,Villa San Martino
odang_person_7165071,P106,Q45199
odang_person_4778023,P39,Q34518124
odang_person_1792026,P569,1992
odang_person_8361149,P106,Q36834
odang_person_3924425,P19,Q490
odang_person_5986396,P21,Q6581097
Q1059945,label,Richmond Palace
odang_person_8695230,P106,Q55960555
odang_person_1197939,P166,Q594890
odang_person_1207351,P106,Q36180
odang_person_8812750,P106,Q488205
Q801,label,Israele
odang_person_35848,P19,Q2634
odang_person_4778023,P39,Q34519676
odang_person_16132,P106,Q33999
odang_person_103255,P551,Q490
Q3617765,label,Anna Maria Mussolini
odang_person_4810605,P106,Q177220
odang_person_4790941,P166,Q392586
odang_person_4780521,P21,Q6581097
odang_person_103,P463,Q1544144
odang_person_2425743,P106,Q488205
odang_person_4885616,P27,Q172579
odang_person_3585482,P19,Q46242
odang_person_103,P569,1947
odang_person_1198059,P569,1040
odang_person_2492604,P106,Q37226
odang_person_1197390,P106,Q3455803
Q3910489,label,Premio Vittorio De Sica
odang_person_7300,P106,Q4964182
odang_person_5971244,P106,Q189290
odang_person_3591787,P26,Q348626
Q504886,label,Olivier Martinez
Q456902,label,Giovanni Maria Visconti
Q687123,label,BAFTA alla migliore attrice protagonista
odang_person_1220118,P27,Q38
odang_person_1304411,P1038,Q963499
odang_person_3585316,P166,Q640988
odang_person_1205662,P166,Q16058281
odang_person_7165369,P19,Q1891
odang_person_7165093,P166,Q2517928
odang_person_7165981,P39,Q709616
Q76845,label,Libera Gioventù Tedesca
odang_person_8377433,P102,Q1757843
Q155,label,Brasile
odang_person_84797,P102,Q327591
odang_person_7165335,P166,Q1480484
odang_person_7165093,P166,Q2452975
odang_person_4778023,P166,Q2612174
odang_person_7165335,P27,Q172579
odang_person_2985829,P19,Q2634
odang_person_4815521,P569,1912
Q175129,label,XIII arrondissement di Parigi
odang_person_1224009,P106,Q177220
odang_person_2392044,P166,Q105447
odang_person_1197973,P19,Q25395
Q4286902,label,NASA Distinguished Service Medal
odang_person_7165093,P166,Q4335918
odang_person_7165369,P106,Q214917
odang_person_8463686,P106,Q2405480
Q13452528,label,cavaliere dell'Ordre des arts et des lettres
odang_person_7204324,P106,Q10798782
Q201559,label,corsaro
Q2807,label,Madrid
odang_person_7176358,P106,Q3282637
odang_person_3614120,P1412,Q652
odang_person_3669468,P106,Q2526255
Q24198461,label,presidente della Provincia di Firenze
Q728960,label,ordine della Rivoluzione d'ottobre
odang_person_363,P26,Q3133593
odang_person_3584673,P106,Q177220
odang_person_435,P106,Q36180
Q104619,label,Gardone Riviera
odang_person_7165335,P40,Q640292
odang_person_8360988,P108,Q183458
Q3820862,label,La Fratta
odang_person_3686443,P19,Q55068
odang_person_4778023,P1066,Q5725489
odang_person_4887670,P1412,Q652
odang_person_7165975,P106,Q28389
odang_person_1211685,P166,Q17231624
Q72346,label,Piano di Sorrento
odang_person_436,P19,Q13320
odang_person_2465372,P27,Q29999
odang_person_1210952,P166,Q850170
odang_person_7164998,P166,Q28950956
odang_person_8375906,P108,Q327147
odang_person_7164969,P551,Q641
odang_person_4778872,P106,Q28389
odang_person_8363532,P53,Q2637185
odang_person_8372572,P106,Q2526255
odang_person_8392033,P106,Q512314
Q16486600,label,medaglia per il giubileo dei 70 anni della vittoria della grande guerra patriottica del 1941-1945
odang_person_7164998,P102,Q29468
Q20983703,label,Hailey Baldwin
odang_person_8468012,P1412,Q652
odang_person_1198429,P569,1927
odang_person_6001967,P19,Q220
odang_person_3584621,P1412,Q7737
odang_person_7165093,P1412,Q188
Q15253558,label,attivista
odang_person_3585484,P26,Q18350440
odang_person_1197390,P106,Q10732476
odang_person_1224009,P21,Q6581097
odang_person_7164960,P1038,Q22087804
Q2322001,label,Enrico d'Angoulême
Q18808,label,Pyongyang
odang_person_3591787,P119,Q662652
odang_person_3584673,P166,Q191874
odang_person_3614120,P569,1962
odang_person_5971494,P26,Q355288
odang_person_7165335,P40,Q2895943
Q3885395,label,ordine di Ojaswi Rajanya
odang_person_1210952,P102,Q815348
odang_person_4784968,P6886,Q652
odang_person_4882946,P19,Q2634
Q38302,label,Wolf Albach-Retty
odang_person_110470,P106,Q10798782
odang_person_8361328,P19,Q2634
odang_person_2391475,P1038,Q12346934
odang_person_6386200,P569,1991
odang_person_8370013,P21,Q6581072
odang_person_1239341,P19,Q220
odang_person_3584673,P21,Q6581097
odang_person_1197450,P166,Q16889162
odang_person_4778023,P19,Q124184
odang_person_3584673,P166,Q1542347
Q49762,label,Unione Cristiano Democratica
Q389908,label,castello di Amboise
odang_person_1197390,P25,Q97068329
odang_person_7165958,P166,Q3870548
odang_person_2408143,P569,1964
odang_person_3585484,P1412,Q652
odang_person_1206897,P6886,Q652
odang_person_1205352,P6886,Q1860
odang_person_7449105,P27,Q38
odang_person_1205352,P21,Q6581097
odang_person_2391428,P106,Q82955
odang_person_8374889,P106,Q488205
odang_person_5981927,P103,Q652
Q33486,label,Hartford
odang_person_5978680,P166,Q518675
odang_person_7273149,P27,Q38
Q432311,label,Porto Empedocle
Q34252497,label,Laura Mattarella
odang_person_4778023,P166,Q15280177
odang_person_4778076,P937,Q6602
odang_person_3607620,P1412,Q5146
odang_person_4857128,P569,1817
odang_person_4778076,P26,Q268099
odang_person_103255,P1412,Q652
odang_person_7165708,P1412,Q1860
odang_person_3584621,P166,Q89250465
Q1291221,label,Golden Globe per la migliore attrice debuttante
odang_person_8854,P1412,Q652
odang_person_4783641,P19,Q278199
Q3519,label,Bari
odang_person_6081244,P19,Q220
odang_person_5971032,P551,Q473914
Q150793,label,Sturmabteilung
odang_person_4778023,P166,Q94121
odang_person_4816274,P106,Q2722764
odang_person_4821773,P19,Q1903
odang_person_2397487,P27,Q30
odang_person_3606179,P27,Q38
odang_person_5986396,P106,Q947873
odang_person_7176320,P19,Q46829
odang_person_3730368,P106,Q937857
odang_person_3600372,P106,Q55960555
Q1462513,label,Friedrich Thieberger
Q955609,label,Università degli Studi di Ferrara
Q22278983,label,Nicolás Maduro Guerra
odang_person_8453359,P106,Q947873
odang_person_1304442,P106,Q1028181
Q1366018,label,National Inventors Hall of Fame
odang_person_5971244,P21,Q6581097
Q223079,label,palazzo del Quirinale
Q629237,label,Rita dalla Chiesa
odang_person_3584621,P166,Q2571514
odang_person_5970904,P106,Q158852
odang_person_7198259,P1412,Q652
odang_person_8361622,P937,Q103110
odang_person_4778457,P166,Q2462064
Q93810,label,Maria Giuseppina d'Asburgo-Lorena
odang_person_8366173,P106,Q14623005
odang_person_103,P19,Q146690
odang_person_2391689,P463,Q1082940
odang_person_1197973,P106,Q177220
odang_person_8360933,P19,Q24826
odang_person_8363532,P20,Q90
odang_person_4784968,P119,Q3676869
Q1097498,label,regnante
odang_person_4778785,P6886,Q652
odang_person_7165335,P102,Q590750
odang_person_1197939,P3373,Q157834
odang_person_2494158,P1412,Q652
odang_person_3585482,P40,Q473506
Q1045355,label,Terenzio Mamiani
odang_person_7184517,P21,Q6581097
Q157092,label,Luigi II d'Ungheria e Boemia
odang_person_4778023,P39,Q34519042
Q700564,label,Carlo Giuseppe d'Asburgo-Lorena
odang_person_8465908,P106,Q1930187
odang_person_3730368,P21,Q6581097
odang_person_4777859,P40,Q123371
odang_person_3584621,P166,Q6084344
odang_person_1198429,P166,Q3870555
Q5137571,label,allenatore di pallacanestro
odang_person_5971755,P611,Q165005
Q2656,label,Palermo
odang_person_6076377,P1412,Q652
odang_person_5970904,P20,Q60
odang_person_7165708,P106,Q33999
odang_person_2492604,P27,Q38
odang_person_7165335,P166,Q567417
odang_person_2391428,P1038,Q15311816
odang_person_2455,P3373,Q60579
odang_person_8812750,P569,1996
odang_person_7172123,P21,Q6581097
Q101089182,label,Carlotta Proietti
odang_person_8361689,P27,Q30
odang_person_337627,P106,Q36180
odang_person_7165335,P39,Q26243819
odang_person_2391436,P106,Q1622272
odang_person_4778023,P166,Q15117228
odang_person_4778921,P102,Q7320
odang_person_7300,P611,Q131479
odang_person_2397028,P166,Q2394112
odang_person_1259314,P26,Q22084549
odang_person_7268242,P569,1989
odang_person_8370845,P25,Q548314
odang_person_8379826,P27,Q4948
Q51367675,label,Milko Skofic
Q85776185,label,Lega per Salvini Premier
odang_person_2392044,P1412,Q9288
odang_person_5978680,P106,Q10800557
odang_person_8469448,P1412,Q652
odang_person_84797,P25,Q28838264
odang_person_2391475,P106,Q6625963
odang_person_8363532,P27,Q713750
Q514695,label,Alberto Angela
odang_person_2397487,P172,Q6935055
odang_person_8387024,P569,1812
odang_person_3864910,P569,1958
odang_person_1259314,P6886,Q652
Q145,label,Regno Unito
Q2478141,label,aristocratico
odang_person_1220118,P102,Q47720
odang_person_24948,P27,Q172579
odang_person_2484487,P1412,Q1860
odang_person_2391475,P106,Q18814623
odang_person_2500762,P27,Q38
Q2896489,label,esaminatore di brevetti
Q13452531,label,Commendatore dell'Ordre des arts et des lettres
odang_person_8363532,P106,Q10800557
odang_person_8366960,P19,Q1891
odang_person_363,P40,Q20895861
Q3469038,label,East Quogue
odang_person_4777859,P108,Q168756
odang_person_5305938,P19,Q51968
Q677182,label,Demokratischer Aufbruch
odang_person_6073564,P106,Q4610556
odang_person_7165544,P3373,Q307815
Q172579,label,Regno d'Italia
odang_person_3669468,P106,Q1930187
odang_person_8371231,P1412,Q652
odang_person_9703,P27,Q38
odang_person_276429,P39,Q109743326
odang_person_1197390,P106,Q4610556
odang_person_5059574,P569,1981
odang_person_5059574,P27,Q38
odang_person_7275816,P569,1985
odang_person_4812007,P166,Q3870549
Q3141777,label,medaglia Franklin
Q18951229,label,Bobbi Kristina Brown
Q940243,label,Pier Silvio Berlusconi
Q256,label,turco
odang_person_1304411,P27,Q38
Q200229,label,casa Savoia
odang_person_3623773,P106,Q55960555
Q48958,label,Neuilly-sur-Seine
odang_person_1199479,P106,Q937857
odang_person_3585484,P39,Q31828913
odang_person_7172311,P106,Q28389
odang_person_6004907,P166,Q123737
Q318091,label,Carlo Emanuele I di Savoia
odang_person_4778457,P40,Q42900626
Q3105236,label,Gianluigi Braschi
Q15196039,label,Nuovo Centrodestra
odang_person_7165335,P166,Q14761898
odang_person_7164998,P21,Q6581097
odang_person_2391553,P26,Q230670
odang_person_5970876,P106,Q36834
odang_person_5982139,P106,Q177220
odang_person_4778023,P166,Q10855226
odang_person_7172744,P40,Q3840478
Q3071879,label,Filippo Caracciolo
odang_person_8375906,P39,Q589298
odang_person_5305938,P106,Q82955
odang_person_6031676,P106,Q33999
odang_person_8361107,P166,Q20860117
odang_person_7273880,P106,Q947873
odang_person_2391436,P463,Q3192863
odang_person_1207330,P40,Q2289691
odang_person_3892242,P569,1993
odang_person_3584621,P39,Q4970706
odang_person_5182202,P39,Q30185
odang_person_7165335,P40,Q259934
odang_person_1197973,P106,Q33999
odang_person_8378457,P27,Q38
Q512314,label,socialite
odang_person_5991366,P106,Q36834
odang_person_2392044,P551,Q3476975
odang_person_4778921,P166,Q2172237
odang_person_2408143,P21,Q6581097
odang_person_6080888,P19,Q43048
odang_person_4778023,P166,Q93911
odang_person_5971494,P172,Q49085
odang_person_2411571,P21,Q6581097
odang_person_7273145,P1412,Q652
odang_person_1239341,P21,Q6581072
odang_person_3584625,P119,Q472082
odang_person_8368459,P106,Q42973
odang_person_7165975,P166,Q3870555
odang_person_1781674,P21,Q6581097
odang_person_84797,P6886,Q150
Q586140,label,Prix d'interprétation masculine
Q58477,label,Capua
odang_person_8370845,P20,Q2094778
odang_person_2455,P106,Q170790
odang_person_3584621,P166,Q2522577
odang_person_2484487,P106,Q33999
Q7561744,label,Sonia Orwell
Q12806039,label,teorico militare
odang_person_2391689,P39,Q849418
odang_person_3584621,P27,Q16957
odang_person_2501569,P569,1953
odang_person_5977813,P569,1975
odang_person_4778023,P39,Q34519772
odang_person_1205352,P103,Q1860
odang_person_1210952,P1038,Q138351
odang_person_1274080,P27,Q38
odang_person_7241450,P106,Q3501317
Q1541450,label,Accademia reale svedese di musica
odang_person_4778076,P1412,Q150
odang_person_8463686,P27,Q38
Q275109,label,Jundiaí
odang_person_2485439,P106,Q2309784
odang_person_8468861,P569,1953
Q732661,label,Peter Capaldi
odang_person_4778023,P166,Q84020
odang_person_2484487,P551,Q26411279
odang_person_4778023,P166,Q22949228
odang_person_7183087,P19,Q495
odang_person_7165335,P27,Q153660
odang_person_2391436,P21,Q6581097
odang_person_7165981,P40,Q96276527
odang_person_2397487,P172,Q49085
odang_person_2494444,P21,Q6581097
odang_person_337627,P106,Q9149093
odang_person_363,P551,Q486860
Q4970706,label,Cancelliere della Repubblica Federale di Germania
odang_person_5971849,P166,Q1052227
odang_person_7172744,P25,Q1113645
odang_person_2391436,P108,Q23548
odang_person_3585316,P22,Q1960331
Q24037210,label,ginnasta ritmico
odang_person_1197390,P40,Q24857222
odang_person_31418,P106,Q55960555
odang_person_4785694,P106,Q47064
odang_person_4812364,P40,Q3723224
odang_person_7165544,P40,Q34464
odang_person_5977813,P106,Q33999
odang_person_4777856,P25,Q25343319
odang_person_285652,P21,Q6581097
odang_person_363,P25,Q28941339
Q608132,label,Boy Scouts of America
odang_person_3585621,P106,Q7042855
odang_person_8366173,P106,Q644687
odang_person_5971462,P569,1994
odang_person_5991196,P27,Q38
odang_person_5978725,P106,Q855091
odang_person_8898,P106,Q4610556
odang_person_3584641,P40,Q441706
odang_person_3584621,P3373,Q56119628
odang_person_1220495,P3373,Q108138563
