s,o,entity
odang_person_4778457,P106,Q10800557
odang_person_1231562,P1412,Q652
odang_person_4812434,P569,1974
odang_person_9720,P27,Q38
odang_person_8361289,P166,Q14539974
odang_person_1200047,P1038,Q188926
odang_person_4780521,P569,1971
odang_person_7165049,P106,Q33999
odang_person_2798358,P21,Q6581072
odang_person_4784968,P937,Q6602
Q5933,label,abbazia di Westminster
odang_person_1210952,P106,Q131524
odang_person_8363532,P551,Q365
odang_person_1197450,P19,Q142017
odang_person_4777859,P106,Q121594
Q3723925,label,Emanuele Fiano
odang_person_7260372,P27,Q38
odang_person_1205352,P106,Q177220
odang_person_5999156,P106,Q10798782
odang_person_4782803,P166,Q14539884
odang_person_2391436,P166,Q4311715
Q372436,label,statista
odang_person_5992109,P21,Q6581097
odang_person_2406777,P551,Q490
odang_person_4777859,P166,Q1522873
odang_person_8369830,P106,Q36834
Q798445,label,La Goletta
odang_person_8399417,P108,Q463443
odang_person_4883537,P569,1968
odang_person_8370822,P551,Q70629
odang_person_7164960,P1038,Q698102
odang_person_1197450,P106,Q10800557
odang_person_2397487,P106,Q10732476
odang_person_6004907,P106,Q10800557
odang_person_4777965,P106,Q36834
odang_person_2776,P26,Q15818118
Q32500,label,Carlo V d'Asburgo
odang_person_1259314,P106,Q2526255
odang_person_1259314,P26,Q3290931
odang_person_7165093,P108,Q2031025
odang_person_2411571,P106,Q82955
odang_person_3584625,P106,Q49757
Q966906,label,Renate Blauel
odang_person_103,P26,Q2669959
odang_person_2391553,P40,Q448174
Q590750,label,Partito Socialista Italiano
odang_person_5971849,P166,Q3703463
Q117147,label,Thomas Langmann
Q128206,label,Sezze
odang_person_7165335,P26,Q570794
odang_person_7200101,P108,Q3647289
odang_person_4887694,P569,1980
odang_person_2455,P20,Q64
odang_person_3972227,P19,Q2028
odang_person_7183087,P463,Q240403
odang_person_8441469,P21,Q6581097
odang_person_2500762,P1412,Q652
odang_person_5328816,P21,Q6581097
odang_person_8372029,P119,Q573881
odang_person_3609490,P937,Q220
odang_person_5971462,P106,Q1053574
odang_person_4778023,P166,Q22583240
odang_person_7183231,P166,Q206959
odang_person_8465106,P3373,Q27058335
odang_person_8395038,P106,Q947873
odang_person_7165975,P26,Q718168
odang_person_9703,P1412,Q652
odang_person_8363309,P22,Q444189
odang_person_7165071,P21,Q6581097
odang_person_4784643,P166,Q1150306
odang_person_2398661,P106,Q36834
odang_person_7171186,P1412,Q188
odang_person_8361289,P166,Q103916
odang_person_3593635,P106,Q2259451
odang_person_2500854,P569,1954
odang_person_1211685,P106,Q10798782
odang_person_8387369,P106,Q10729326
odang_person_3584621,P184,Q1878237
odang_person_8361772,P166,Q12201526
Q7320,label,Partito Nazionalsocialista Tedesco dei Lavoratori
odang_person_13681,P106,Q55960555
odang_person_8363532,P25,Q62327
Q43421,label,Richmond
Q141817,label,tedeschi americani
odang_person_7164969,P106,Q13582652
odang_person_2391553,P40,Q361117
Q29468,label,Partito Repubblicano
odang_person_2391528,P1412,Q150
odang_person_5971244,P108,Q701923
odang_person_8370077,P1412,Q652
odang_person_7184517,P569,1986
Q1299,label,The Beatles
odang_person_4784643,P106,Q10798782
odang_person_7165958,P166,Q14539884
Q124184,label,Mayfair
odang_person_3695180,P1038,Q54894705
Q1415090,label,autore di musica per il cinema
odang_person_7164969,P937,Q641
odang_person_2484487,P551,Q172
Q18921228,label,Bernardo Giorgio Mattarella
odang_person_3593509,P106,Q5322166
odang_person_4778457,P166,Q1131356
odang_person_21584,P21,Q6581097
odang_person_1197390,P6886,Q1860
odang_person_4887694,P106,Q947873
odang_person_106474,P569,1951
odang_person_4790941,P20,Q33959
odang_person_4778023,P39,Q26869636
Q312,label,Apple
odang_person_2437529,P20,Q2044
odang_person_2391553,P39,Q19808845
Q157098,label,Filippo I di Castiglia
odang_person_3584621,P166,Q14539974
odang_person_7165335,P1038,Q285543
odang_person_4790941,P106,Q28389
odang_person_3609021,P106,Q15980158
odang_person_2391689,P103,Q7850
odang_person_1198429,P166,Q6286276
odang_person_1197973,P1038,Q267597
odang_person_1197390,P40,Q24857732
odang_person_3585316,P1038,Q42576567
odang_person_6076687,P1412,Q652
odang_person_285652,P27,Q38
odang_person_1198059,P26,Q33026741
Q3870550,label,Nastro d'argento alla migliore canzone originale
Q11481802,label,doppiatore
odang_person_2411571,P102,Q215350
odang_person_1198429,P1412,Q652
odang_person_4778921,P166,Q1332315
odang_person_6004907,P166,Q602866
odang_person_7273639,P19,Q495
odang_person_7273314,P27,Q38
Q42646,label,castello di Windsor
odang_person_2391475,P40,Q31832272
odang_person_8384962,P802,Q329670
odang_person_8375549,P106,Q33999
odang_person_1306862,P21,Q6581097
odang_person_5971462,P106,Q10800557
odang_person_2776,P40,Q2900825
odang_person_3644009,P27,Q38
odang_person_5999156,P106,Q2259451
odang_person_1231777,P1412,Q652
odang_person_2391475,P551,Q84
odang_person_8465135,P569,1978
odang_person_5059574,P21,Q6581072
odang_person_4812364,P27,Q38
odang_person_1645937,P106,Q177220
odang_person_8395364,P27,Q801
odang_person_44110,P19,Q3519
odang_person_7164960,P551,Q1563943
odang_person_3609021,P103,Q652
odang_person_6004907,P166,Q6952051
odang_person_2391428,P106,Q193391
odang_person_7165093,P166,Q87781591
odang_person_7165981,P3373,Q705218
odang_person_4785694,P166,Q163700
Q1449,label,Genova
odang_person_1197973,P103,Q1860
Q6137930,label,Taddea d'Austria
odang_person_1197939,P39,Q58005590
odang_person_8361107,P166,Q10726649
odang_person_5970876,P19,Q24826
odang_person_8867,P21,Q6581072
odang_person_17840,P106,Q639669
odang_person_1197450,P106,Q36834
Q191874,label,Tony Award
odang_person_7273145,P27,Q38
odang_person_11566,P569,1743
odang_person_363,P1038,Q28941300
Q1897,label,Cagliari
Q935116,label,Sandringham House
Q740308,label,Fondo delle Nazioni Unite per l'infanzia
odang_person_3584673,P937,Q30
odang_person_7165093,P166,Q2268261
odang_person_4777859,P106,Q169470
odang_person_8360988,P106,Q14623005
odang_person_5991196,P1412,Q652
odang_person_7164998,P166,Q17985761
Q708038,label,Società Kaiser Wilhelm
Q316,label,amore
odang_person_7165049,P106,Q18814623
odang_person_8468861,P106,Q33999
odang_person_2406777,P1412,Q652
odang_person_7165093,P26,Q233282
odang_person_5984483,P40,Q16527794
odang_person_16132,P27,Q38
Q956,label,Pechino
Q38370,label,Enrico VIII d'Inghilterra
odang_person_3688049,P21,Q6581072
odang_person_8405606,P21,Q6581097
odang_person_5985001,P106,Q28389
odang_person_7172744,P6886,Q652
odang_person_7184517,P106,Q33999
odang_person_8453359,P26,Q1911638
odang_person_1257647,P53,Q895188
odang_person_3584621,P166,Q987080
odang_person_2698508,P21,Q6581097
odang_person_7243862,P27,Q38
odang_person_7164960,P1038,Q1165052
Q2946,label,reggia di Versailles
odang_person_1197939,P1412,Q1321
odang_person_3609490,P39,Q13653224
Q10816969,label,club DJ
odang_person_2391689,P3373,Q1441290
odang_person_2499676,P27,Q172579
odang_person_5978725,P103,Q1860
odang_person_2404775,P106,Q937857
odang_person_2400374,P166,Q1059569
Q240261,label,Luisa Francesca di Borbone-Francia
Q3827765,label,Laura Efrikian
Q707631,label,primo Segretario generale del Partito dei Lavoratori di Corea
Q6761,label,Livorno
odang_person_4778076,P39,Q27169
odang_person_7164969,P20,Q205116
Q93713,label,ordine nazionale della Croce del Sud
odang_person_8387024,P20,Q52988
Q27058335,label,Bepi Pezzulli
odang_person_5978680,P26,Q63197887
odang_person_8370845,P40,Q48547
odang_person_2492694,P1412,Q652
odang_person_3584791,P166,Q15056034
odang_person_3607620,P19,Q642088
Q684444,label,War Medal 1939-1945
odang_person_1206897,P6886,Q397
odang_person_5986396,P106,Q2259451
Q7321381,label,Rhonda Ross Kendrick
Q2340171,label,ordine della Stella della Repubblica
odang_person_7176358,P106,Q28389
odang_person_7164969,P1066,Q26648
odang_person_4784366,P569,1511
odang_person_8399611,P26,Q1040975
odang_person_7176358,P166,Q739694
odang_person_5984689,P106,Q937857
Q13897753,label,Francesca Leone
odang_person_1259314,P106,Q1930187
odang_person_2404775,P106,Q628099
odang_person_3602961,P106,Q177220
odang_person_2471906,P1412,Q652
Q254462,label,Nicoletta Braschi
odang_person_5978725,P106,Q753110
Q185351,label,giurista
Q2159907,label,criminale
odang_person_2985829,P1412,Q652
odang_person_2404775,P21,Q6581097
odang_person_3585316,P20,Q3920
Q56166223,label,José Dinis Aveiro
Q142017,label,Charlemagne
odang_person_5971244,P27,Q1206012
odang_person_2494084,P21,Q6581097
odang_person_2398661,P21,Q6581072
odang_person_8379218,P21,Q6581097
odang_person_8379218,P106,Q482980
Q216738,label,Maja Einstein
odang_person_21915,P21,Q6581097
odang_person_4778076,P3373,Q15291085
odang_person_1198429,P106,Q33999
odang_person_106474,P106,Q937857
Q138351,label,Andrea Agnelli
odang_person_3585316,P102,Q302884
odang_person_2492694,P106,Q44508716
odang_person_8399417,P108,Q5471
odang_person_1197939,P39,Q181765
Q3893652,label,Paolina Leopardi
odang_person_1586562,P1412,Q1860
odang_person_7168729,P19,Q102217
odang_person_2412682,P106,Q158852
odang_person_4122200,P21,Q6581097
odang_person_9334,P3373,Q176041
odang_person_4777965,P569,1813
Q22443752,label,Alexandria Zahra Jones
odang_person_2412682,P106,Q49757
odang_person_1306862,P25,Q18959978
odang_person_3585316,P3373,Q15433233
odang_person_103,P166,Q165177
odang_person_2412460,P1412,Q652
odang_person_9334,P40,Q75291521
Q62539,label,Gudrun Burwitz
odang_person_5971244,P22,Q1453647
odang_person_5981927,P569,1964
odang_person_7449105,P19,Q1155
Q730786,label,Fronte Popolare Panrusso
odang_person_8384962,P39,Q96172702
odang_person_3584791,P166,Q156478
odang_person_8465908,P569,1967
odang_person_3591787,P166,Q190353
odang_person_6073564,P106,Q947873
Q111176,label,Correggio
odang_person_2411571,P102,Q47720
odang_person_4778785,P106,Q42973
odang_person_3669468,P166,Q3703464
odang_person_2391689,P166,Q14900501
Q1635106,label,ordine del Principe Danilo I
odang_person_7200074,P21,Q6581072
odang_person_7165093,P106,Q40348
odang_person_4815521,P119,Q1187723
odang_person_7165093,P166,Q919359
odang_person_1306267,P27,Q38
Q3091708,label,Federazione Universitaria Cattolica Italiana
Q731542,label,Premio Strega
Q1025872,label,Lëzna
Q3885349,label,ordine della Stella del Nepal
odang_person_5992454,P106,Q177220
odang_person_435,P106,Q488205
odang_person_3593509,P21,Q6581072
odang_person_3990481,P106,Q1622272
odang_person_103,P103,Q1860
odang_person_5971769,P27,Q38
odang_person_8363532,P26,Q1160090
Q1267944,label,Margrit von Braun
Q16323111,label,attivista contro la guerra
odang_person_106474,P106,Q628099
odang_person_3585482,P3373,Q167439
odang_person_3609490,P39,Q20058666
odang_person_7164969,P6886,Q652
Q1044427,label,Primetime Emmy Awards
Q105447,label,Saturn Award
odang_person_7167666,P1412,Q1860
Q13377,label,Prato
odang_person_2492694,P19,Q490
Q79854,label,Partito Comunista dell'Unione Sovietica
Q117382,label,Sora
Q30029390,label,Riposto
Q21075642,label,Marica Pellegrinelli
odang_person_1305074,P19,Q13498
odang_person_7165544,P39,Q58876855
Q4013965,label,Virginia Bourbon del Monte
odang_person_8370845,P26,Q80986
odang_person_1306862,P166,Q20857526
Q2759,label,Urbino
odang_person_1294241,P106,Q3286043
odang_person_8374889,P569,1952
Q1201444,label,primo maresciallo dell'Impero
odang_person_108385,P1412,Q652
odang_person_1062411,P19,Q2656
odang_person_7172856,P39,Q18558478
Q278199,label,Sant'Angelo Limosano
odang_person_3585621,P21,Q6581097
odang_person_8361328,P1412,Q652
odang_person_103,P106,Q753110
odang_person_4812007,P569,1947
odang_person_5150141,P1412,Q652
odang_person_1197450,P21,Q6581072
odang_person_14158,P27,Q38
odang_person_2391689,P39,Q13389896
odang_person_5971462,P3373,Q27801041
Q64021,label,Nina von Stauffenberg
odang_person_3693816,P21,Q6581097
odang_person_3600127,P1412,Q1860
Q9176,label,coreano
odang_person_8754342,P21,Q6581097
odang_person_2499676,P27,Q38
odang_person_2397028,P21,Q6581097
Q3052674,label,governatore supremo della Chiesa anglicana
odang_person_2391436,P166,Q631727
odang_person_7171186,P21,Q6581072
Q2469017,label,ordine della libertà
Q6205446,label,Joan Shakespeare
odang_person_3695180,P569,1989
Q998628,label,miniatore
odang_person_7165093,P166,Q87782182
odang_person_1198059,P106,Q49757
Q12808472,label,Arancio d'oro alla migliore attrice
odang_person_7165093,P166,Q1045784
Q49542,label,russi
odang_person_60180,P106,Q2526255
odang_person_3584791,P802,Q4767645
odang_person_5971755,P106,Q11900058
odang_person_1645937,P1412,Q652
odang_person_2455,P19,Q1711
odang_person_4782803,P1412,Q56240
odang_person_1213116,P569,1935
odang_person_1220118,P39,Q18558478
odang_person_6004907,P26,Q739041
Q45199,label,marittimo
Q179808,label,Palma d'oro
odang_person_2391475,P166,Q549884
odang_person_3614120,P27,Q38
odang_person_4122200,P103,Q652
odang_person_7184517,P1412,Q1860
odang_person_6046780,P569,1962
odang_person_7260372,P1412,Q188
odang_person_7176041,P19,Q13134
odang_person_7165093,P102,Q151469
odang_person_7165369,P106,Q482980
odang_person_4778023,P166,Q93976
odang_person_2397487,P106,Q36834
odang_person_1224009,P166,Q785002
odang_person_3585484,P25,Q51136321
odang_person_8361107,P166,Q15474655
odang_person_3926006,P21,Q6581097
odang_person_7165544,P53,Q3624777
odang_person_7597930,P1412,Q652
Q1008912,label,Montecito
odang_person_7165958,P106,Q2259451
odang_person_2392044,P6886,Q1860
Q328233,label,Ferdinando d'Asburgo-Este
odang_person_4778023,P166,Q2010500
odang_person_4789603,P106,Q639669
odang_person_7165335,P166,Q1422957
odang_person_4778457,P166,Q1011564
Q1332115,label,Elli Kafka
odang_person_3584641,P106,Q82955
odang_person_7165335,P106,Q37226
odang_person_4778023,P166,Q93923
odang_person_5981927,P106,Q937857
odang_person_3990481,P21,Q6581097
Q94405,label,ordine della Corona del reame
odang_person_8361328,P1412,Q1860
Q121998,label,ambasciatore
Q153708,label,Eros Ramazzotti
odang_person_8373851,P39,Q59193318
Q62990902,label,deputato della Consulta nazionale del Regno d'Italia
Q22084775,label,Otto Hitler
odang_person_5971675,P1412,Q652
odang_person_4778921,P106,Q47064
odang_person_6080695,P106,Q1075651
odang_person_8372530,P106,Q250867
Q1028,label,Marocco
odang_person_1300464,P106,Q55960555
odang_person_7165335,P39,Q7330070
odang_person_5970876,P166,Q935843
odang_person_4790941,P27,Q145
Q1420621,label,magnate dell'informazione
odang_person_4778023,P166,Q524516
odang_person_3585316,P463,Q564916
odang_person_1197939,P19,Q1296
odang_person_3591787,P3373,Q183579
odang_person_276429,P937,Q220
odang_person_1198059,P40,Q2917173
odang_person_3585484,P106,Q82955
Q3603946,label,Accademia Nazionale delle Scienze detta dei XL
odang_person_102155,P106,Q212948
odang_person_84797,P166,Q13422143
odang_person_7165544,P106,Q1097498
Q616031,label,FIFA Puskás Award
odang_person_5971675,P106,Q177220
odang_person_7165049,P21,Q6581097
odang_person_6369853,P19,Q2634
Q58308037,label,Caterina de' Pazzi
odang_person_7164960,P1038,Q22090133
odang_person_1201891,P569,1973
Q1515551,label,wedding planner
odang_person_7176847,P27,Q414
odang_person_7165093,P166,Q87781782
odang_person_8361328,P166,Q1324648
odang_person_4777856,P27,Q213
odang_person_5981927,P21,Q6581097
odang_person_3609490,P19,Q283554
odang_person_5970904,P106,Q12377274
Q52020,label,Martina Franca
odang_person_5997709,P22,Q3608578
odang_person_1210952,P106,Q43845
odang_person_8373851,P39,Q18558478
odang_person_7164998,P106,Q18814623
odang_person_2391436,P166,Q3046356
odang_person_7249356,P19,Q84
Q4714504,label,Alejandro Castro Espín
odang_person_7270576,P106,Q17125263
odang_person_7300,P106,Q2566598
Q62378,label,Torre di Londra
odang_person_5970876,P106,Q11499147
odang_person_4778023,P166,Q43388249
odang_person_790661,P21,Q6581097
odang_person_7249356,P569,1986
odang_person_3602961,P1412,Q652
odang_person_3892242,P1412,Q652
odang_person_103255,P27,Q38
odang_person_5971756,P172,Q50001
odang_person_8360988,P172,Q50001
odang_person_5971849,P27,Q172579
odang_person_8469206,P569,1959
odang_person_2391528,P39,Q18810062
Q567417,label,ordine supremo della Santissima Annunziata
odang_person_8363309,P40,Q318091
odang_person_6031676,P27,Q38
odang_person_8360988,P106,Q15296811
Q33973,label,siciliano
Q55075675,label,ministro del commercio internazionale della Repubblica Italiana
odang_person_5971462,P106,Q822146
odang_person_7200101,P27,Q38
Q318380,label,Francesco Ercole di Valois
odang_person_7200101,P937,Q490
odang_person_8754342,P106,Q17125263
odang_person_103,P106,Q2340668
odang_person_4790404,P27,Q38
odang_person_5970876,P463,Q109045747
Q21511883,label,Brigitte Macron
odang_person_2494158,P106,Q82955
odang_person_7165093,P39,Q218295
odang_person_7165335,P166,Q2794660
odang_person_4777859,P106,Q2896489
Q2028166,label,ordine del Vello d'oro
odang_person_5163937,P19,Q220
odang_person_3693816,P1412,Q652
odang_person_7172744,P20,Q2044
odang_person_2429007,P19,Q16337
odang_person_7164998,P166,Q17144
Q1798074,label,Edoardo Agnelli
Q106906260,label,villa Grazia
Q1711,label,Potsdam
odang_person_435,P551,Q106906260
Q69922,label,Elisabetta di Lorena
odang_person_4784968,P937,Q220
Q157884,label,Isabella d'Asburgo
odang_person_7270534,P106,Q177220
odang_person_4885044,P166,Q850170
Q11353044,label,Croce di ferro di prima classe
odang_person_3609021,P39,Q55045585
odang_person_5971849,P106,Q3282637
odang_person_8812750,P166,Q16985318
odang_person_4783641,P937,Q2634
odang_person_5992454,P1412,Q652
odang_person_2499676,P106,Q753110
odang_person_35848,P21,Q6581097
Q94117,label,ordine dell'Aquila tedesca
odang_person_1304411,P26,Q3608564
odang_person_2391689,P3373,Q104837712
Q28842880,label,Tiphaine Auzière
Q15042392,label,Gran Croce dell'ordine di San Carlo
odang_person_110336,P21,Q6581097
odang_person_5985001,P27,Q38
odang_person_1259314,P40,Q453075
odang_person_103,P106,Q1028181
odang_person_3600127,P19,Q42782
odang_person_5971494,P21,Q6581072
Q3839656,label,Luigi Francesco di Borbone-Francia
odang_person_2391528,P21,Q6581072
odang_person_7165369,P166,Q2372386
odang_person_1306862,P40,Q34252497
odang_person_3584673,P166,Q14420
odang_person_8373851,P106,Q1607826
Q13375,label,Pisa
odang_person_8361772,P106,Q10798782
odang_person_8465106,P27,Q38
Q14212,label,primo ministro
