id,mention,wp_title,ratio
Q1444462,George Soros,Frank Rafael La Rue Lewy,0.16666666666666666
Q6294,Robby Mook,Hillary Clinton,0.24
Q60526269,Robby Mook,Lil Keed,0.1111111111111111
Q24043598,Marianna,Marianna Di Martino,0.5925925925925926
Q3847717,Marianna,Marianna Morandi,0.6666666666666666
Q109325155,Marianna,Marianna Aprile,0.6956521739130435
Q3860377,Marianna,Monaca di Monza,0.2608695652173913
Q97461162,Marianna,Marianna Scalfaro,0.64
Q3847714,Marianna,Marianna Madia,0.7272727272727273
Q56512100,Marianna,Marianna Fontana,0.6666666666666666
Q60032834,Direi,Livio Cori,0.4
Q712860,Direi,Chris Martin,0.35294117647058826
Q3894483,Direi,Paolo Sollier,0.2222222222222222
Q157155,Direi,Ernest Renan,0.23529411764705882
Q15402318,Direi,Davide Serra,0.35294117647058826
Q303,Direi,Elvis Presley,0.3333333333333333
Q53015,"Luigi Di Bella..
Buon",Luigi Comencini,0.4444444444444444
Q1261375,"Luigi Di Bella..
Buon",Drupi,0.15384615384615385
Q613429,"Luigi Di Bella..
Buon",Nicola Di Bari (cantante),0.30434782608695654
Q469068,"Luigi Di Bella..
Buon",Luigi Tenco,0.5
Q359424,"Luigi Di Bella..
Buon",Luigi Vanvitelli,0.5405405405405406
Q319537,"Luigi Di Bella..
Buon",Gianni Morandi,0.22857142857142856
Q107349564,_ __Messaggero__,Francesca Fagnani,0.24242424242424243
Q18202658,_ __Messaggero__,Alessandro Perrone,0.4117647058823529
Q1291882,Robert Malone,Roberto Malone,0.9629629629629629
Q233368,Robert Malone,Jena Malone,0.6666666666666666
Q230126,Robert Malone,Dorothy Malone,0.7407407407407407
Q109120782,Robert Malone,Guido Maria Ranieri,0.375
Q180861,Roger Waters,Roger Waters,1.0
Q173061,Roger Waters,Syd Barrett,0.17391304347826086
Q9682,Elisabetta II,Elisabetta II del Regno Unito,0.6190476190476191
Q7207,Elisabetta II,Elisabetta I d'Inghilterra,0.6666666666666666
Q150782,Elisabetta II,Elisabetta di Baviera,0.6470588235294118
Q80976,Elisabetta II,Filippo di Edimburgo,0.18181818181818182
Q15936524,Fabiana Dadone,Fabiana Dadone,1.0
Q649382,Fabiana Dadone,Giulia Bongiorno,0.3333333333333333
Q54589931,Fabiana Dadone,Alberto Bonisoli,0.26666666666666666
Q2573947,Fabiana Dadone,Renato Brunetta,0.3448275862068966
Q14633628,Fabiana Dadone,Andrea Abodi,0.3076923076923077
Q379250,Steele,Peter Steele,0.6666666666666666
Q60143,Steele,Riley Steele,0.6666666666666666
Q455395,Steele,Lexington Steele,0.5454545454545454
Q266240,Steele,Barbara Steele,0.6
Q443813,Steele,Micki Steele,0.6666666666666666
Q509809,Steele,Jason Steele,0.6666666666666666
Q24955373,Steele,Rocco Steele,0.6666666666666666
Q973052,Steele,George Steele,0.631578947368421
Q256525,Steele,Sarah Steele,0.6666666666666666
Q67964,Robert Kadlec,Roberto Baggio,0.5925925925925926
Q171295,Robert Kadlec,Pavel Nedvěd,0.24
Q10735,Robert Kadlec,Matěj Vydra,0.16666666666666666
Q202209,Giuliano Amato,Giuliano Amato,1.0
Q1224,Giuliano Amato,Carlo Azeglio Ciampi,0.29411764705882354
Q1220,Giuliano Amato,Giorgio Napolitano,0.4375
Q192818,Giuliano Amato,Bettino Craxi,0.37037037037037035
Q18516418,Giuliano Amato,Silvana Sciarra,0.3448275862068966
Q180993,Cassano,Antonio Cassano,0.6363636363636364
Q3180006,Cassano,Joe Cassano,0.7777777777777778
Q2695292,Cassano,Piero Cassano,0.7
Q1607785,Cassano,Mario Cassano,0.7
Q190116,Benvenuto,Benvenuto Cellini,0.6923076923076923
Q2248891,Benvenuto,Giorgio Benvenuto,0.6923076923076923
Q2641063,Benvenuto,Alessandro Benvenuti,0.5517241379310345
Q3638353,Benvenuto,Benvenuto Benvenuti,0.6428571428571429
Q3638364,Benvenuto,Benvenuto Stracca,0.6923076923076923
Q317521,Musk,Elon Musk,0.6153846153846154
Q32055,Musk,Bernard Arnault,0.10526315789473684
Q364502,David O'Connor,David O'Connor,1.0
Q348345,David O'Connor,Donald O'Connor,0.8275862068965517
Q721195,David O'Connor,Kevin J. O'Connor,0.7096774193548387
Q2806736,David O'Connor,Connor McDavid,0.42857142857142855
Q241372,David O'Connor,Frances O'Connor (attrice 1967),0.4444444444444444
Q1396120,Lapid,Yair Lapid,0.6666666666666666
Q7060835,Lapid,Nadav Lapid,0.625
Q1572259,Lapid,Shulamit Lapid,0.5263157894736842
Q39318,Lapid,Naftali Bennett,0.2
Q183240,Lucia,Santa Lucia,0.625
Q267724,Lucia,Lucia Bosè,0.6666666666666666
Q3741984,Lucia,Fedez,0.0
Q1055321,Lucia,Lucia Annunziata,0.47619047619047616
Q55280662,Lucia,Lucia Azzolina,0.5263157894736842
Q597551,Giuliano Ferrara,Giuliano Ferrara,1.0
Q18223021,Giuliano Ferrara,Claudio Cerasa,0.4666666666666667
Q3852594,Giuliano Ferrara,Maurizio Ferrara,0.6875
Q3903350,Giuliano Ferrara,Piero Ricca,0.2962962962962963
Q3014938,Giuliano Ferrara,Daniele Luttazzi,0.25
Q3703286,Giuliano Ferrara,David Parenzo,0.27586206896551724
Q57641,Orban,Viktor Orbán,0.47058823529411764
Q2577379,Orban,Willi Orban,0.625
Q3838363,Orban,Lucas Orbán,0.5
Q671955,Orban,Ludovic Orban,0.5555555555555556
Q451791,Orban,Giorgia Meloni,0.3157894736842105
Q55006539,Roberto Gava,Vannia Gava,0.43478260869565216
Q960576,Roberto Gava,Fabio Gava,0.6363636363636364
Q91126519,Roberto Gava,Giulio Tarro,0.25
Q3938580,Roberto Gava,Roberto Antonione,0.5517241379310345
Q3678163,Roberto Gava,Ciro Cirillo,0.25
Q922080,Roberto Gava,Raffaele Cutolo,0.2962962962962963
Q232301,Barr,Roseanne Barr,0.47058823529411764
Q344758,Barr,Gig Young,0.0
Q674957,Letta,Enrico Letta,0.5882352941176471
Q1225624,Letta,Gianni Letta,0.5882352941176471
Q16559055,Letta,Giampaolo Letta,0.5
Q28922825,Letta,Giorgio Letta,0.5555555555555556
Q388442,Letta,Dario Franceschini,0.08695652173913043
Q383215,Letta,Letta Mbulu,0.625
Q23559,mussolini,Benito Mussolini,0.64
Q285543,mussolini,Alessandra Mussolini,0.5517241379310345
Q446421,mussolini,Romano Mussolini,0.72
Q640292,mussolini,Vittorio Mussolini,0.5925925925925926
Q2665964,mussolini,Bruno Mussolini,0.6666666666666666
Q549097,mussolini,Arnaldo Mussolini,0.6153846153846154
Q3899385,Peppe,Peppe Servillo,0.5263157894736842
Q3899387,Peppe,Peppe Zarbo,0.625
Q3899380,Peppe,Peppe Barra,0.625
Q3899378,Peppe,Peppe Lanzetta,0.5263157894736842
Q3899382,Peppe,Peppe Quintale,0.5263157894736842
Q3770472,Peppe,Giuseppe Diana,0.42105263157894735
Q6294,Hillary Clinton,Hillary Clinton,1.0
Q1124,Hillary Clinton,Bill Clinton,0.8148148148148148
Q229671,Hillary Clinton,Chelsea Clinton,0.6666666666666666
Q76,Hillary Clinton,Barack Obama,0.2222222222222222
Q6279,Hillary Clinton,Joe Biden,0.16666666666666666
Q7747,Hillary Clinton,Vladimir Putin,0.41379310344827586
Q22686,Hillary Clinton,Donald Trump,0.14814814814814814
Q364315,Attali,Jacques Attali,0.6
Q110745,Attali,Attalo I,0.7142857142857143
Q724208,Attali,Yvan Attal,0.625
Q30339350,Attali,Gabriel Attal,0.5263157894736842
Q3731662,Attali,Erieta Attali,0.631578947368421
Q186478,Toni,Luca Toni,0.6153846153846154
Q603089,Toni,Toni Servillo,0.47058823529411764
Q131234,Toni,Toni Kroos,0.5714285714285714
Q7822898,Toni,Toni Martínez,0.47058823529411764
Q245222,Toni,Toni Kukoč,0.5714285714285714
Q229291,Toni,Toni Collette,0.47058823529411764
Q72334,Toni,Toni Morrison,0.47058823529411764
Q64960,Toni,Toni Garrn,0.5714285714285714
Q310341,Toni,Toni Negri,0.5714285714285714
Q105676,Karl Lauterbach,Karl Lauterbach,1.0
Q114365,Karl Lauterbach,Karl von Kirchbach auf Lauterbach,0.625
Q86294,Karl Lauterbach,Jens Spahn,0.16
Q154756,Steve Kirsch,Italo Calvino,0.24
Q180589,Boris Johnson,Boris Johnson,1.0
Q20055561,Boris Johnson,Rishi Sunak,0.3333333333333333
Q64732854,Boris Johnson,Carrie Johnson,0.7407407407407407
Q272201,Boris Johnson,Liz Truss,0.2727272727272727
Q264766,Boris Johnson,Theresa May,0.25
Q2426702,Vittorio Sgarbi,Vittorio Sgarbi,1.0
Q16268759,Vittorio Sgarbi,Elisabetta Sgarbi,0.625
Q87401147,Vittorio Sgarbi,Giuseppe Sgarbi,0.5333333333333333
Q3721759,Vittorio Sgarbi,Elenoire Casalegno,0.12121212121212122
Q4015229,Vittorio Sgarbi,Vittoria Risi,0.6428571428571429
Q3903350,Vittorio Sgarbi,Piero Ricca,0.38461538461538464
Q45923,Johnson,Aaron Taylor-Johnson,0.5185185185185185
Q2315802,Johnson,Dakota Johnson,0.6666666666666666
Q134183,Johnson,Magic Johnson,0.7
Q267359,Johnson,Ashley Johnson,0.6666666666666666
Q10738,Johnson,Dwayne Johnson,0.6666666666666666
Q9640,Johnson,Lyndon B. Johnson,0.5833333333333334
Q192133,Johnson,Robert Johnson,0.6666666666666666
Q309788,Johnson,Don Johnson,0.7777777777777778
Q2718421,Joe Rogan,Joe Rogan,1.0
Q3526023,Joe Rogan,Chabib Nurmagomedov,0.21428571428571427
Q285450,Joe Rogan,Jon Jones,0.3333333333333333
Q888178,Joe Rogan,Bob Odenkirk,0.2857142857142857
Q1058745,Joe Rogan,Chael Sonnen,0.2857142857142857
Q2857056,Teresa Montesano,Antonello Dose,0.26666666666666666
Q50896,Teresa Montesano,Pippo Baudo,0.14814814814814814
Q238061,Teresa Montesano,Anna Oxa,0.25
Q273073,Teresa Montesano,Milly Carlucci,0.06666666666666667
Q554971,Teresa Montesano,Johnny Dorelli,0.13333333333333333
Q53052,Teresa Montesano,Steno,0.38095238095238093
Q6784727,"__""

📝 ""Ci",Massimo Coda,0.18181818181818182
Q215527,"__""

📝 ""Ci",Domenico Criscito,0.2222222222222222
Q246417,"__""

📝 ""Ci",Denis Čeryšev,0.08695652173913043
Q9387,"GUARITI 

Gli studi",Max Weber,0.07142857142857142
Q3762891,"GUARITI 

Gli studi",Giancarlo Magalli,0.2222222222222222
Q11571,"GUARITI 

Gli studi",Cristiano Ronaldo,0.2222222222222222
Q9191,"GUARITI 

Gli studi",Cartesio,0.07407407407407407
Q188696,"GUARITI 

Gli studi",Christian Vieri,0.23529411764705882
Q23434,"GUARITI 

Gli studi",Ernest Hemingway,0.17142857142857143
Q484605,Lagarde,Christine Lagarde,0.5833333333333334
Q563048,Lagarde,Claude François Chauveau-Lagarde,0.358974358974359
Q2840384,Lagarde,Marcela Lagarde,0.6363636363636364
Q15206237,Lagarde,Maxime Lagarde,0.6666666666666666
Q61053,Olaf Scholz,Olaf Scholz,1.0
Q20055561,Olaf Scholz,Rishi Sunak,0.18181818181818182
Q517,Merde,Napoleone Bonaparte,0.25
Q454010,Merde,Amanda Lear,0.25
Q3737953,Merde,Fabrizio Bracconeri,0.16666666666666666
Q472756,Merde,Piero Manzoni,0.2222222222222222
Q737693,Merde,Leos Carax,0.26666666666666666
Q7841,Merde,Alfred Jarry,0.23529411764705882
Q3622913,Merde,Armando De Razza,0.09523809523809523
Q2537282,Gigi Simoni,Luigi Simoni,0.8695652173913043
Q585972,Gigi Simoni,Gigi D'Alessio,0.56
Q345026,Gigi Simoni,Enrico Chiesa,0.16666666666666666
Q3754317,Gigi Simoni,Fulvio Pea,0.19047619047619047
Q697188,Gigi Simoni,Gigi Proietti,0.5833333333333334
Q374402,Gigi Simoni,Gigi Sabani,0.7272727272727273
Q3852304,Gigi Simoni,Mattia Graffiedi,0.2222222222222222
Q276026,Gigi Simoni,Gigi Riva,0.6
Q309762,Gigi Simoni,Luca Antonini (calciatore),0.21621621621621623
Q311687,Giorgio Agamben,Giorgio Agamben,1.0
Q61078,Giorgio Agamben,Walter Benjamin,0.3333333333333333
Q74235,Giorgio Agamben,Giorgio Manganelli,0.6666666666666666
Q3208886,Giorgio Agamben,Ginevra Bompiani,0.3870967741935484
Q3966499,Sperando,Sperandio (medaglista),0.5333333333333333
Q28938164,Sperando,Luca Sperandio,0.7272727272727273
Q95968443,Sperando,Angelo Sperandio,0.6666666666666666
Q64504181,Annalisa Tardino,Annalisa Tardino,1.0
Q64063745,Annalisa Tardino,Isabella Tovaglieri,0.45714285714285713
Q438839,Aleksandr Dugin,Aleksandr Gel'evič Dugin,0.7692307692307693
Q295537,Aleksandr Dugin,Ėduard Limonov,0.13793103448275862
Q19672162,Aleksandr Dugin,Maurizio Murelli,0.12903225806451613
Q30513802,ChAdOx1 nCoV-19,Sarah Gilbert,0.14285714285714285
Q3741871,Viviamo,Federico Rampini,0.2608695652173913
Q179059,Viviamo,A. J. Cronin,0.10526315789473684
Q2884676,Viviamo,Piera Degli Esposti,0.23076923076923078
Q375012,Stefano Scoglio,Stefano Tacconi,0.7333333333333333
Q316669,Rothschild,"Walter Rothschild, II barone Rothschild",0.40816326530612246
Q76988,Rothschild,Mayer Amschel Rothschild,0.5882352941176471
Q63656,Rothschild,Carl Mayer von Rothschild,0.5714285714285714
Q25132,Paul Thomas,Paul Thomas Anderson,0.7096774193548387
Q728677,Paul Thomas,Paul Thomas,1.0
Q37030,Paul Thomas,Thomas Mann,0.5454545454545454
Q343616,Paul Thomas,Paul Dano,0.6
Q18938,Paul Thomas,Thomas Jane,0.5454545454545454
Q614774,Q.,Maggie Q,0.2
Q335552,Jack Dorsey,Jack Dorsey,1.0
Q57618112,Jack Dorsey,MrBeast,0.2222222222222222
Q260575,Alice Bailey,Alice Bailey,1.0
Q2364867,Alice Bailey,Laura Bailey,0.5833333333333334
Q190379,Ian Read,Ian McEwan,0.5555555555555556
Q205230,Ian Read,Ian Gillan,0.5555555555555556
Q972754,Ian Read,Peter J. Carroll,0.08333333333333333
Q213609,Ian Read,Ian Paice,0.5882352941176471
Q955880,Ian Read,David Tibet,0.3157894736842105
Q16557695,Ian Read,Freya Aswynn,0.2
Q83003,Maria Rita Gismondo,Antonio Gramsci,0.23529411764705882
Q3290944,Maria Rita Gismondo,Maria Floriani Squarciapino,0.4782608695652174
Q16571306,Castelli,Laura Castelli,0.7272727272727273
Q2171762,Castelli,Roberto Castelli,0.6666666666666666
Q36215,Zuckerberg,Mark Zuckerberg,0.8
Q312663,Zuckerberg,Eduardo Saverin,0.24
Q370217,Zuckerberg,Dustin Moskovitz,0.15384615384615385
Q360426,Zuckerberg,Max Minghella,0.08695652173913043
Q3052772,Macron,Emmanuel Macron,0.5714285714285714
Q21511883,Macron,Brigitte Macron,0.5714285714285714
Q20020731,Macron,Élisabeth Borne,0.2857142857142857
Q484605,Macron,Christine Lagarde,0.17391304347826086
Q47683,Antonietta Gatti,Beppe Grillo,0.2857142857142857
Q3876704,Antonietta Gatti,Nietta Zocchi,0.4827586206896552
Q446526,Antonietta Gatti,Antonella Lualdi,0.625
Q55418192,Antonietta Gatti,Giuseppe Gatti Casazza,0.42105263157894735
Q982461,Duma Volodin,Vjačeslav Volodin,0.6206896551724138
Q319497,Duma Volodin,Sergej Semënovič Sobjanin,0.21621621621621623
Q1102536,Vergognoso,Melissa Satta,0.17391304347826086
Q451791,Vergognoso,Giorgia Meloni,0.3333333333333333
Q16012440,Vergognoso,Aldo Gucci,0.1
Q485697,Vergognoso,Pepe (calciatore),0.14814814814814814
Q1122768,Balboni,Alberto Balboni,0.6363636363636364
Q2072013,Balboni,Valentino Balboni,0.5833333333333334
Q3679832,Balboni,Claudia Balboni,0.6363636363636364
Q1113811,Balboni,Paolo Balboni,0.7
Q56433811,Balboni,Marco Balboni,0.7
Q16268395,Balboni,Luisa Gallotti Balboni,0.4827586206896552
Q102415901,Balboni,Giorgio Balboni,0.6363636363636364
Q956962,Balboni,Martina Balboni,0.6363636363636364
Q378674,Foa,Arnoldo Foà,0.2857142857142857
Q3845586,Foa,Marcello Foa,0.4
Q613313,Foa,Vittorio Foa,0.4
Q808886,Foa,Barrett Foa,0.42857142857142855
Q3933010,Foa,Renzo Foa,0.5
Q368152,Foa,Luciano Foà,0.2857142857142857
Q3762343,Foa,Giada Desideri,0.11764705882352941
Q3848644,Mario Giordano,Mario Giordano,1.0
Q88579,Mario Giordano,Mario Giordano (scrittore),0.7
Q16576384,Mario Giordano,Mario Giordani,0.9285714285714286
Q19356994,Mario Giordano,Giuseppe Brindisi,0.1935483870967742
Q1116299,Mario Giordano,Hoara Borselli,0.35714285714285715
Q515997,Mario Giordano,Mariangela Giordano,0.7878787878787878
Q3852522,Mario Giordano,Maurizio Belpietro,0.5
Q19357484,Mario Giordano,Francesco Borgonovo,0.42424242424242425
Q123638,Carlo De Benedetti,Carlo De Benedetti,1.0
Q3846048,Carlo De Benedetti,Marco De Benedetti,0.8888888888888888
Q3939942,Carlo De Benedetti,Rodolfo De Benedetti,0.7894736842105263
Q553958,Carlo De Benedetti,Carlo Caracciolo,0.4117647058823529
Q3972492,Carlo De Benedetti,Stefano Feltri,0.375
Q3751262,Carlo De Benedetti,Franco Debenedetti,0.7222222222222222
Q24025631,Dmytro Kuleba,Dmytro Kuleba,1.0
Q3119423,Guido Crosetto,Guido Crosetto,1.0
Q451791,Guido Crosetto,Giorgia Meloni,0.35714285714285715
Q1394411,Guido Crosetto,Ignazio La Russa,0.26666666666666666
Q55471937,Guido Crosetto,Giovanni Donzelli,0.3870967741935484
Q767345,Guido Crosetto,Giuseppe Cossiga,0.4
Q15936503,Guido Crosetto,Fabio Rampelli,0.2857142857142857
Q8220404,Roberto Speranza di Leu,Roberto Speranza,0.8205128205128205
Q15208531,Roberto Speranza di Leu,Michela Rostan,0.2702702702702703
Q47556,Roberto Speranza di Leu,Pier Luigi Bersani,0.3902439024390244
Q3893547,Roberto Speranza di Leu,Paola De Micheli,0.2564102564102564
Q103598,SARS-CoV-2,Luc Montagnier,0.08333333333333333
Q1233,Pertini,Sandro Pertini,0.6666666666666666
Q1239022,Pertini,Carla Voltolina,0.36363636363636365
Q117902,Pertini,Giuliano Vassalli,0.25
Q733392,Pertini,Filippo Turati,0.2857142857142857
Q834621,Bono,Bono (cantante),0.42105263157894735
Q179150,Bono,Sonny Bono,0.5714285714285714
Q29274920,Bono,Eurilla del Bono,0.4
Q3724390,Bono,Emilio Del Bono,0.42105263157894735
Q354486,Bono,Emilio De Bono,0.4444444444444444
Q979387,Bono,Chaz Bono,0.6153846153846154
Q3609869,Bono,Alessandro Bono,0.42105263157894735
Q299780,Bono,Laura Bono,0.5714285714285714
Q22686,Trump,Donald Trump,0.5882352941176471
Q242351,Trump,Ivana Trump,0.625
Q239411,Trump,Ivanka Trump,0.5882352941176471
Q3752663,Trump,Fred Trump,0.6666666666666666
Q12071552,Trump,Tiffany Trump,0.5555555555555556
Q3731533,Trump,Eric Trump,0.6666666666666666
Q3713655,Trump,Donald Trump Jr.,0.47619047619047616
Q508412,Kirsty Innes,Billy Bragg,0.2608695652173913
Q457826,Licia Ronzulli?,Licia Ronzulli,0.9655172413793104
Q2850556,Licia Ronzulli?,Anna Maria Bernini,0.30303030303030304
Q55281541,Licia Ronzulli?,Marta Fascina,0.21428571428571427
Q3809798,Licia Ronzulli?,Jole Santelli,0.35714285714285715
Q52418866,Licia Ronzulli?,Alessandro Sorte,0.1935483870967742
Q18348652,Patel Patriot,Hasan Minhaj,0.24
Q76,Barack Obama,Barack Obama,1.0
Q13133,Barack Obama,Michelle Obama,0.5384615384615384
Q649593,Barack Obama,"Barack Obama, Sr.",0.8275862068965517
Q6279,Barack Obama,Joe Biden,0.09523809523809523
Q1225,Barack Obama,Bruce Springsteen,0.27586206896551724
Q16975892,Barack Obama,Elly Schlein,0.08333333333333333
Q12908,Soros,George Soros,0.5882352941176471
Q13020,Soros,Tivadar Soros,0.5555555555555556
Q1352872,Robert Kennedy,Robert F. Kennedy Jr.,0.8
Q258661,Robert Kennedy,Ethel Skakel Kennedy,0.5294117647058824
Q316064,Robert Kennedy,John Fitzgerald Kennedy Jr.,0.5365853658536586
Q352,hitler,Adolf Hitler,0.5555555555555556
Q78500,hitler,Alois Hitler,0.5555555555555556
Q76433,hitler,Eva Braun,0.13333333333333333
Q78643,hitler,Angela Hitler,0.5263157894736842
Q84328,hitler,Paula Hitler,0.5555555555555556
Q5105,❗️Allora,Céline Dion,0.21052631578947367
Q190152,Bird,Larry Bird,0.5714285714285714
Q310960,Bird,Brad Bird,0.6153846153846154
Q240672,Bird,Sue Bird,0.6666666666666666
Q58431,Matteo Gracis,Milarepa,0.38095238095238093
Q214665,Matteo Gracis,Nino Rota,0.2727272727272727
Q3723000,Matteo Gracis,Elinor Ross,0.25
Q7207,Elisabetta,Elisabetta I d'Inghilterra,0.5555555555555556
Q9682,Elisabetta,Elisabetta II del Regno Unito,0.5128205128205128
Q150782,Elisabetta,Elisabetta di Baviera,0.6451612903225806
Q287122,Elisabetta,Elisabetta Canalis,0.7142857142857143
Q3723224,Elisabetta,Elisabetta Ferracini,0.6666666666666666
Q16268759,Elisabetta,Elisabetta Sgarbi,0.7407407407407407
Q55471787,Elisabetta,Elisabetta Ripa,0.8
Q43176170,Peter Daszak,Shi Zhengli,0.08695652173913043
Q177854,Medici,Lorenzo de' Medici,0.5
Q131552,Medici,Caterina de' Medici,0.48
Q48544,Medici,Cosimo de' Medici,0.5217391304347826
Q3666978,Medici,Checco Zalone,0.21052631578947367
Q83159,Medici,Papa Clemente VII,0.08695652173913043
Q49237,Medici,Papa Leone X,0.1111111111111111
Q378232,Medici,Alessandro de' Medici (duca di Firenze),0.26666666666666666
Q380439,Asch,Sholem Asch,0.5333333333333333
Q316142,Asch,Solomon Asch,0.5
Q78021,Asch,Roland Asch,0.5333333333333333
Q63837,Asch,Hans Hellmut Kirst,0.09090909090909091
Q425886,Asch,Peter Asch,0.5714285714285714
Q5485073,Asch,Frank Asch,0.5714285714285714
Q101169,Nicolaus Fest,Nicolaus Gallus,0.7142857142857143
Q352,Nicolaus Fest,Adolf Hitler,0.32
Q60045,Nicolaus Fest,Albert Speer,0.24
Q76367,Nicolaus Fest,Martin Bormann,0.2222222222222222
Q41749,Nicolaus Fest,Joseph Goebbels,0.21428571428571427
Q57676,Nicolaus Fest,Hermann Fegelein,0.27586206896551724
Q234773,Avevamo,Priscilla Presley,0.08333333333333333
Q310188,Avevamo,Norman Schwarzkopf,0.16
Q3749666,Avevamo,Francesco Brandi,0.17391304347826086
Q48261,TANTE ALTRE,Anna Tatangelo,0.08
Q3750262,TANTE ALTRE,Frank Matano,0.08695652173913043
Q3764726,TANTE ALTRE,Gino Santercole,0.07692307692307693
Q3939610,TANTE ALTRE,Rocco Tanica,0.08695652173913043
Q161775,Stefano,Stefano protomartire,0.5185185185185185
Q538794,Stefano,Stefano Borgonovo,0.5833333333333334
Q164546,Stefano,Alfredo Di Stéfano,0.48
Q18590052,Stefano,Stefano Bonaccini,0.5833333333333334
Q3972466,Stefano,Stefano De Martino,0.56
Q3972492,Stefano,Stefano Feltri,0.6666666666666666
Q3972556,Stefano,Stefano Lentini,0.6363636363636364
Q923088,Stefano,Stefano Pioli,0.7
Q41223,Alex Lourie,Boris Pasternak,0.3076923076923077
Q5078990,Alex Lourie,Charles Herbert,0.38461538461538464
Q1124,William Safire,Bill Clinton,0.3076923076923077
Q6279,Amministrazione Biden,Joe Biden,0.5333333333333333
Q5944264,Amministrazione Biden,Hunter Biden,0.5454545454545454
Q235349,Amministrazione Biden,Jill Biden,0.45161290322580644
Q1188501,Amministrazione Biden,Victoria Nuland,0.16666666666666666
Q7821917,Amministrazione Biden,Antony Blinken,0.2857142857142857
Q57297528,Amministrazione Biden,Rachel Levine,0.17647058823529413
Q1276563,Amministrazione Biden,William Joseph Burns,0.2926829268292683
Q14525857,Amministrazione Biden,Avril Haines,0.24242424242424243
Q2040,Farina,Nino Farina,0.7058823529411765
Q1040599,Farina,Stefano Farina,0.6
Q3932666,Farina,Renato Farina,0.631578947368421
Q1334652,Farina,Simone Farina,0.631578947368421
Q551406,Farina,Battista Farina,0.5714285714285714
Q352935,Farina,Dennis Farina,0.631578947368421
Q7001319,Farina,Dario Farina,0.6666666666666666
Q1143985,Farina,Salvatore Farina,0.5454545454545454
Q8220404,Speranza,Roberto Speranza,0.6666666666666666
Q57240,Speranza,Ernst Bloch,0.21052631578947367
Q101418721,Sieni,Virgilio Sieni,0.5263157894736842
Q272648,Sieni,Nada (cantante),0.1
Q15965574,Sieni,Carlo Fuortes,0.1111111111111111
Q5669,Sieni,Sandro Botticelli,0.36363636363636365
Q19406383,Sieni,Manuela Kustermann,0.17391304347826086
Q28374251,Sieni,Alessandro Leogrande,0.16
Q294460,Mario Draghi,Mario Draghi,1.0
Q484605,Mario Draghi,Christine Lagarde,0.13793103448275862
Q53844829,Mario Draghi,Giuseppe Conte,0.15384615384615385
Q1412573,Mario Draghi,Marta Cartabia,0.38461538461538464
Q451791,Mario Draghi,Giorgia Meloni,0.3076923076923077
Q435176,Recarey,Elza Soares,0.3333333333333333
Q6279,Biden,Joe Biden,0.7142857142857143
Q813332,Biden,Beau Biden,0.6666666666666666
Q235349,Biden,Jill Biden,0.6666666666666666
Q5944264,Biden,Hunter Biden,0.5882352941176471
Q97588420,Biden,Ashley Biden,0.5882352941176471
Q19285477,Biden,Neilia Hunter Biden,0.4166666666666667
Q296729,Bennett,Tony Bennett,0.7368421052631579
Q654730,Bennett,Alan Bennett,0.7368421052631579
Q4772101,Bennett,Anthony Bennett,0.6363636363636364
Q260757,Bennett,Brea Bennett,0.7368421052631579
Q232797,Bennett,Haley Bennett,0.7
Q39318,Bennett,Naftali Bennett,0.6363636363636364
Q429595,Bennett,Manu Bennett,0.7368421052631579
Q128944,Bennett,Joan Bennett,0.7368421052631579
Q4349,Bennett,Jimmy Bennett,0.7
Q459114,​Ma,Ma Long,0.4
Q239533,​Ma,Ma Rainey,0.3333333333333333
Q1739008,​Ma,Ma Huateng,0.3076923076923077
Q64578398,Comirnaty,Francesca Donato (politica),0.2222222222222222
Q47461822,youtube,Sandra Lee,0.11764705882352941
Q12950442,youtube,Shay Carl,0.125
Q48654131,Netta,Netta Barzilai,0.5263157894736842
Q466712,Maria Stella Gelmini,Mariastella Gelmini,0.9230769230769231
Q2850556,Maria Stella Gelmini,Anna Maria Bernini,0.5263157894736842
Q929145,Maria Stella Gelmini,Piergiorgio Odifreddi,0.24390243902439024
Q530825,Maria Stella Gelmini,Roberto Calderoli,0.16216216216216217
Q1050695,Maria Stella Gelmini,Caterina Guzzanti,0.3783783783783784
Q3839941,Maria Stella Gelmini,Luigi Nicolais,0.29411764705882354
Q360737,Anon,Andrew Niccol,0.35294117647058826
Q189226,Anon,Amanda Seyfried,0.21052631578947367
Q444604,Anon,Anon Sangsanoi,0.4444444444444444
Q44107,Andrea Zhok,Peter Handke,0.2608695652173913
Q47683,Andrea Zhok,Beppe Grillo,0.17391304347826086
Q103343,Documentarsi,Jennifer Connelly,0.20689655172413793
Q31919,Poroshenko,Vitalij Klyčko,0.16666666666666666
Q3874799,Poroshenko,Volodymyr Zelens'kyj,0.3333333333333333
Q43330,Poroshenko,Mikheil Saak'ashvili,0.13333333333333333
Q3737828,Fabio,Fabio Rustico,0.5555555555555556
Q102027,Fabio,Fabio Cannavaro,0.5
Q3737860,Fabio,Fabio Troiano,0.5555555555555556
Q2575446,Fabio,Fabio Volo,0.6666666666666666
Q45900,Fabio,Fabio Quagliarella,0.43478260869565216
Q15936503,Fabio,Fabio Rampelli,0.5263157894736842
