s,o,entity
Q11900058,label,esploratore
Q43287,label,Impero tedesco
odang_person_5978599,P166,Q2296147
odang_person_1197987,P21,Q6581072
odang_person_7165093,P1412,Q9027
odang_person_5970915,P106,Q15949613
odang_person_1792026,P172,Q3804351
odang_person_1197595,P106,Q753110
odang_person_3584957,P26,Q287186
Q18235147,label,Luigi Berlusconi
Q912068,label,Wu
odang_person_2398066,P21,Q6581097
odang_person_7164960,P3373,Q22084776
odang_person_8360948,P106,Q10798782
odang_person_4778076,P39,Q796897
odang_person_3971509,P569,1990
Q922322,label,Critics' Choice Movie Award al miglior attore
odang_person_84797,P166,Q21450802
odang_person_8370822,P106,Q55960555
odang_person_7489323,P27,Q38
odang_person_1306862,P106,Q82955
odang_person_4879085,P569,1974
odang_person_4778437,P19,Q462177
Q19816371,label,Maria Vorontsova
Q52382875,label,membro dell'accademia americana delle arte e delle scienze
odang_person_8369550,P106,Q2526255
odang_person_1390026,P19,Q1297
odang_person_4778437,P569,1984
Q47729,label,Partito Democratico
odang_person_2402975,P106,Q1930187
Q49085,label,afroamericano
odang_person_3587036,P106,Q189290
Q1663,label,Spalato
odang_person_6669,P106,Q28389
odang_person_7181461,P1412,Q1860
odang_person_7489323,P27,Q414
odang_person_2391787,P1412,Q1860
odang_person_8375004,P27,Q172579
odang_person_2495363,P106,Q2252262
Q3849940,label,Marta Flavi
odang_person_8361270,P463,Q337531
odang_person_1208972,P27,Q30
odang_person_476,P166,Q48800562
odang_person_4789080,P39,Q18558478
Q82955,label,politico
odang_person_1304606,P937,Q220
Q2028,label,Verona
odang_person_8360890,P108,Q3483312
odang_person_4777951,P166,Q913910
odang_person_4777951,P40,Q98854696
odang_person_3584623,P166,Q3682699
odang_person_3795028,P27,Q38
Q29109895,label,Emme Anthony
odang_person_1419033,P106,Q937857
odang_person_4791719,P106,Q10800557
Q4853732,label,scrittore per ragazzi
odang_person_8360954,P106,Q2405480
odang_person_1197352,P21,Q6581097
odang_person_4783917,P119,Q5058741
odang_person_4794261,P1412,Q5146
odang_person_5973522,P103,Q1860
odang_person_1306862,P166,Q2642280
odang_person_8372668,P166,Q17398148
odang_person_7371,P119,Q3671680
odang_person_4785694,P106,Q1930187
odang_person_7165093,P1038,Q15087614
odang_person_8375004,P106,Q40348
odang_person_3657116,P102,Q14924303
odang_person_391,P103,Q7979
odang_person_1197595,P106,Q13590141
odang_person_4778076,P40,Q18235147
odang_person_74,P1038,Q22342147
Q22084549,label,Lori Sammartino
Q1486,label,Buenos Aires
odang_person_2498998,P106,Q628099
odang_person_7172123,P27,Q38
odang_person_4887280,P19,Q546
odang_person_1223623,P21,Q6581097
odang_person_1287891,P106,Q937857
odang_person_3067287,P27,Q155
Q11774202,label,saggista
odang_person_3593594,P3373,Q298162
Q2246904,label,Giovanni Berlinguer
Q1027904,label,Grammy Award alla canzone dell'anno
odang_person_2391787,P166,Q4377077
odang_person_2494081,P21,Q6581097
odang_person_3693486,P27,Q212
odang_person_2392380,P106,Q3387717
odang_person_7181461,P106,Q33999
odang_person_1197352,P39,Q21767514
Q1478280,label,Plebiscito Piłka Nożna magazine
Q11075015,label,criminale di guerra
odang_person_5970915,P166,Q593098
odang_person_7474417,P569,1972
Q2067858,label,Laguna Larga
odang_person_1198301,P39,Q165055
odang_person_2392348,P108,Q736213
odang_person_3609021,P102,Q815348
odang_person_1306862,P39,Q1714174
odang_person_3609021,P39,Q18558478
odang_person_5973522,P166,Q103618
odang_person_4851979,P21,Q6581097
odang_person_2398661,P1412,Q1321
odang_person_3591588,P106,Q250867
Q1031803,label,"Università degli Studi di Roma ""Tor Vergata"""
odang_person_6045482,P569,1633
odang_person_3592187,P569,1950
odang_person_1306862,P106,Q1622272
Q15995642,label,capo religioso
odang_person_5970915,P106,Q2526255
Q42794,label,Rozzano
odang_person_8466921,P27,Q172579
odang_person_8369641,P569,1965
odang_person_1206227,P26,Q37175
odang_person_186,P26,Q3303021
odang_person_2391787,P166,Q18080431
odang_person_102185,P106,Q1930187
odang_person_1208567,P106,Q28389
Q2028158,label,ordine di San Giorgio della Vittoria
Q28874479,label,The Boring Company
odang_person_1306862,P1412,Q652
odang_person_3584618,P119,Q7818625
odang_person_8361077,P1412,Q1860
odang_person_2391823,P25,Q93439317
odang_person_5978177,P463,Q463303
odang_person_1306862,P166,Q3638154
Q2251335,label,maestro
odang_person_4840528,P569,1914
odang_person_5971756,P106,Q82955
odang_person_3584618,P802,Q63070
odang_person_5971032,P27,Q142
odang_person_6032270,P27,Q38
odang_person_6032270,P569,1944
Q237618,label,Clodia Pulcra
Q1624932,label,Hollywood Forever Cemetery
Q44676,label,inglese canadese
odang_person_1197595,P106,Q2340668
odang_person_20293,P22,Q11379557
Q84020,label,ordine dell'Aquila Bianca
Q3437128,label,Natan
odang_person_2411571,P27,Q38
odang_person_8368332,P166,Q40024
odang_person_1208972,P463,Q1493021
odang_person_8368332,P106,Q10800557
Q1331130,label,Ordine dei Serafini
odang_person_1215786,P27,Q38
odang_person_2393960,P108,Q165980
Q43250,label,Gestapo
Q6665249,label,judoka
odang_person_1197987,P26,Q62766
odang_person_2391427,P39,Q56919889
odang_person_7164960,P551,Q163181
odang_person_7164960,P551,Q2464495
Q451842,label,Amadeus Austrian Music Awards
odang_person_5978177,P106,Q10798782
odang_person_2392113,P103,Q1860
odang_person_4789080,P102,Q2704736
Q222047,label,NBA Most Valuable Player Award
odang_person_7165335,P166,Q15042107
odang_person_7213015,P106,Q131524
odang_person_7164960,P39,Q7050658
Q19300851,label,Vladimir Spiridonovich Putin
odang_person_5977378,P106,Q10800557
odang_person_2391787,P166,Q4335903
odang_person_4840528,P22,Q150642
odang_person_7165093,P1038,Q1833348
odang_person_4785694,P166,Q14763409
odang_person_4791719,P106,Q11338576
odang_person_3591332,P569,1993
odang_person_391,P106,Q639669
odang_person_8360890,P172,Q6935055
Q712878,label,Mario Cecchi Gori
odang_person_5970915,P1038,Q64683518
Q60476,label,ordine della croce della Terra Mariana
Q52991,label,Solarolo
Q21767514,label,deputato del Regno di Sardegna
Q37175,label,Johnny Depp
Q1509201,label,AVN Hall of Fame
Q3323347,label,Jordan Lukaku
odang_person_4778437,P166,Q31838295
odang_person_4785280,P166,Q14539720
odang_person_8361107,P1038,Q56166655
odang_person_8782814,P1412,Q652
odang_person_7174394,P21,Q6581072
odang_person_8360890,P1038,Q2856335
odang_person_7213015,P106,Q3282637
odang_person_7165335,P166,Q93716
odang_person_3587036,P2632,Q13518318
odang_person_7371,P20,Q69354
odang_person_8361107,P3373,Q2165781
odang_person_7173823,P569,1976
odang_person_7474417,P937,Q220
odang_person_3585192,P463,Q464915
Q6710359,label,Sheryl Gascoigne
odang_person_4794261,P1412,Q1321
odang_person_1419033,P106,Q22336956
Q832136,label,business manager
Q434369,label,Parisatide II
odang_person_4840528,P40,Q75392685
odang_person_1225777,P108,Q46210
odang_person_1198152,P106,Q937857
odang_person_1197595,P166,Q1649807
odang_person_6669,P102,Q29552
odang_person_7200101,P39,Q18558478
odang_person_1526579,P103,Q5146
Q218,label,Romania
Q5582862,label,Cusco
odang_person_2494084,P1412,Q652
odang_person_8360890,P3373,Q15982321
odang_person_1197987,P27,Q30
odang_person_7165099,P26,Q434369
odang_person_3584939,P1412,Q150
odang_person_186,P569,570
odang_person_1208972,P166,Q19833279
odang_person_8361107,P27,Q45
Q105256,label,Montichiari
odang_person_12416,P20,Q46687
Q6125346,label,William Erasmus Darwin
Q18466322,label,International Emmy Directorate Award
odang_person_7165053,P106,Q6051619
odang_person_212287,P26,Q3741984
odang_person_1197595,P166,Q2906822
odang_person_3892253,P26,Q104494995
odang_person_4783917,P551,Q8678
odang_person_5970875,P106,Q36180
odang_person_2494084,P106,Q177220
odang_person_1300985,P106,Q488205
Q165005,label,Ordine francescano
odang_person_3609021,P569,1966
Q16145150,label,insegnante di musica
odang_person_3585486,P103,Q652
odang_person_7184805,P569,1870
odang_person_2391823,P166,Q14539884
Q46829,label,Bosco Chiesanuova
odang_person_3593594,P21,Q6581072
Q436394,label,Paula Yates
odang_person_7164960,P1038,Q22114544
odang_person_5978177,P106,Q2259451
odang_person_8395045,P19,Q111215
odang_person_1215786,P569,1986
odang_person_1208567,P27,Q142
Q153660,label,Repubblica Sociale Italiana
Q191583,label,Accademia reale svedese delle scienze
odang_person_1220831,P40,Q496037
odang_person_4777951,P26,Q235349
Q5287,label,giapponese
odang_person_7172123,P26,Q120342
Q804,label,Panama
odang_person_8444261,P1412,Q652
odang_person_1298511,P106,Q1930187
odang_person_5982572,P106,Q2405480
Q17850767,label,membro del Reichstag della Repubblica di Weimar
odang_person_212287,P1412,Q652
odang_person_7165335,P26,Q714884
odang_person_7176041,P20,Q220
odang_person_7213015,P27,Q38
odang_person_2409910,P106,Q482980
odang_person_20293,P106,Q38142
odang_person_7579297,P1412,Q652
odang_person_7164960,P3373,Q22084775
odang_person_8465633,P106,Q947873
odang_person_4777951,P39,Q1467287
odang_person_5978672,P20,Q199499
Q1866473,label,Livia Giampalmo
odang_person_8360948,P937,Q18419
Q13378,label,Arezzo
Q91343480,label,Vipsania Attica
odang_person_1419033,P21,Q6581097
odang_person_7174394,P26,Q512
odang_person_2391427,P937,Q649
Q408,label,Australia
odang_person_1259314,P106,Q2722764
Q273774,label,Taryn Power
odang_person_5971462,P106,Q36834
odang_person_108268,P27,Q38
odang_person_3587036,P19,Q153260
Q13373,label,Lucca
odang_person_476,P22,Q17319204
Q736223,label,Maryanne Trump Barry
odang_person_8369550,P27,Q16
odang_person_2411571,P39,Q1541071
odang_person_1287891,P21,Q6581097
Q20993894,label,Elizabeth Hanks
Q139596,label,Partito Nazionale Fascista
odang_person_2391784,P551,Q695411
Q325016,label,George Darwin
Q47795,label,Futuro e Libertà per l'Italia
odang_person_5970875,P20,Q84
odang_person_8360954,P26,Q32045
odang_person_73706,P19,Q220
odang_person_7178838,P3373,Q54371829
Q582930,label,ordine del Rajamitrabhorn
odang_person_1197595,P106,Q43845
Q1903,label,Catania
odang_person_7176268,P40,Q107604158
odang_person_5970875,P1038,Q7901264
odang_person_7176268,P106,Q188094
odang_person_4789080,P106,Q188094
Q1847685,label,Hall of fame del calcio italiano
odang_person_1305562,P1412,Q652
odang_person_3609021,P39,Q55075675
Q220098,label,signore della guerra
odang_person_2494084,P106,Q33999
Q282690,label,Gruppo dei Trenta
Q271395,label,Scranton
Q4537781,label,New York Public Interest Research Group
odang_person_5977378,P166,Q4220898
odang_person_40,P19,Q165090
Q546,label,Trieste
odang_person_1219547,P19,Q2634
odang_person_3720074,P569,1906
odang_person_624628,P3373,Q17541912
odang_person_7165053,P106,Q39631
odang_person_1208972,P551,Q1506847
odang_person_1197352,P27,Q162192
odang_person_1198301,P6886,Q652
odang_person_1197973,P166,Q41254
odang_person_5982258,P1412,Q397
odang_person_3990481,P1412,Q652
odang_person_5970875,P463,Q220198
Q3844728,label,Manlio Garibaldi
odang_person_8360954,P103,Q7976
Q99020245,label,sindaco di Salemi
odang_person_7165093,P166,Q10519151
odang_person_73706,P569,1957
odang_person_3584618,P119,Q1218
odang_person_2409910,P569,1967
odang_person_7165093,P103,Q7737
Q207826,label,persona dell'anno
Q13235160,label,produttore
odang_person_3584957,P108,Q740308
odang_person_2398759,P1412,Q1321
odang_person_2392113,P106,Q28389
Q25,label,Galles
odang_person_3584725,P106,Q1930187
Q14915627,label,musicologo
odang_person_4122140,P106,Q37226
Q361636,label,Amnon
odang_person_4784968,P3373,Q2246904
odang_person_2492652,P102,Q662849
odang_person_8369641,P106,Q2059704
odang_person_1197987,P172,Q49085
odang_person_6075963,P21,Q6581097
odang_person_7200508,P39,Q85936013
odang_person_4788830,P103,Q1860
Q6500767,label,Laurence Olivier Award al miglior attore
odang_person_2492652,P106,Q82955
odang_person_4777951,P27,Q30
odang_person_391,P106,Q578109
odang_person_2392348,P106,Q28389
odang_person_3694681,P27,Q38
Q947873,label,conduttore televisivo
odang_person_1208972,P108,Q1151402
Q703237,label,Echo Award
Q2856335,label,Stanley Armour Dunham
odang_person_8360972,P106,Q12362622
odang_person_8468783,P106,Q130857
odang_person_4788830,P166,Q326482
odang_person_5978725,P166,Q41254
odang_person_8360972,P166,Q93956
Q1028181,label,pittore
odang_person_7165129,P551,Q235
odang_person_3990481,P569,1962
Q328087,label,Dronten
odang_person_7165335,P39,Q26844985
odang_person_5982572,P106,Q1414443
odang_person_2391787,P26,Q234259
odang_person_5973522,P27,Q408
odang_person_7570011,P19,Q19660
odang_person_8379677,P27,Q30
Q4335903,label,ordine dell'Uatsamonga
odang_person_6838,P166,Q17985761
odang_person_4778076,P6886,Q652
Q3851410,label,Massimo Ponzellini
Q16919156,label,sondaggista
odang_person_7165053,P40,Q438288
odang_person_8782814,P106,Q937857
odang_person_7165335,P108,Q790205
odang_person_2392113,P106,Q2405480
odang_person_2391430,P106,Q15949613
Q1553195,label,leader di partito
Q684014,label,William Henry Gates II
odang_person_1302001,P106,Q36180
odang_person_4778076,P166,Q25755314
Q97636588,label,Italexit
odang_person_2409910,P106,Q947873
odang_person_8373851,P102,Q1054567
odang_person_7165093,P166,Q3885267
odang_person_7165093,P166,Q1027574
Q14539974,label,Cavaliere di Gran Croce OMRI
odang_person_6838,P166,Q4835493
odang_person_7176268,P108,Q49127
odang_person_6074788,P106,Q2306091
odang_person_3693486,P106,Q138858
odang_person_1208972,P26,Q10322797
Q25393460,label,diacono cattolico
Q19020,label,premio Oscar
odang_person_4887088,P19,Q52327
odang_person_1419033,P19,Q58900
Q952,label,Reggiolo
Q84328,label,Paula Hitler
Q6051619,label,opinionista
odang_person_8370822,P21,Q6581072
odang_person_1197998,P106,Q47064
odang_person_2392113,P40,Q6812826
odang_person_8361107,P166,Q2291862
Q25395,label,Newark
odang_person_6398749,P103,Q5146
odang_person_1223623,P106,Q212980
odang_person_8375041,P1412,Q652
Q6216378,label,Johanna Hiedler
odang_person_8361270,P108,Q463055
odang_person_4795653,P102,Q14924303
odang_person_1223623,P569,1955
odang_person_2402975,P106,Q82955
odang_person_7181461,P19,Q121765
odang_person_7165335,P166,Q14865244
Q242147,label,Emma Darwin
odang_person_1198093,P106,Q937857
odang_person_3585484,P27,Q38
odang_person_3585192,P40,Q3631166
Q689638,label,Jean Loret
odang_person_2391784,P53,Q27907344
Q16141090,label,ordine di Agostinho Neto
odang_person_5970875,P106,Q4964182
odang_person_4783917,P3373,Q2550245
odang_person_2392380,P106,Q2526255
Q10325,label,Trofarello
odang_person_5970915,P463,Q8038459
odang_person_5982258,P569,1568
odang_person_3584619,P26,Q128267
odang_person_7165093,P40,Q19364345
odang_person_3618631,P106,Q2526255
odang_person_7176041,P1412,Q652
odang_person_7268194,P106,Q177220
odang_person_7176268,P19,Q220
Q5944264,label,Hunter Biden
odang_person_2391427,P106,Q82955
odang_person_20293,P106,Q193391
odang_person_4785694,P106,Q82955
odang_person_3585192,P108,Q21578
odang_person_3598389,P3373,Q360498
odang_person_8360954,P551,Q984264
odang_person_1222704,P21,Q6581097
odang_person_1197595,P166,Q1150939
odang_person_6067666,P166,Q14539884
odang_person_6076679,P551,Q18460411
odang_person_7176268,P27,Q38
odang_person_4789080,P27,Q38
odang_person_3593423,P569,1972
odang_person_7164960,P166,Q36354740
odang_person_2391784,P463,Q16781948
odang_person_1198093,P106,Q628099
Q230258,label,Cleopatra di Macedonia
Q90,label,Parigi
odang_person_8360890,P27,Q30
odang_person_3595505,P26,Q20110
odang_person_3585442,P27,Q30
Q47529726,label,presidente della Liguria
Q499911,label,Università degli Studi di Torino
Q3645954,label,Bruno Vilar
odang_person_4797704,P166,Q17355204
odang_person_4789080,P937,Q90
odang_person_323,P19,Q1284
odang_person_2409910,P26,Q3638022
odang_person_3693486,P22,Q56229162
odang_person_7165335,P166,Q94117
odang_person_4778513,P21,Q6581072
odang_person_2497150,P106,Q947873
odang_person_8369641,P106,Q2526255
Q27132767,label,ministro delle poste e telecomunicazioni del Regno d'Italia
odang_person_4785004,P27,Q414
Q13418253,label,filologo
odang_person_7164960,P1038,Q22121817
Q6285,label,Varese
Q112451,label,ordine presidenziale della Luce
odang_person_8360972,P108,Q655286
odang_person_9720,P937,Q220
odang_person_1206227,P21,Q6581072
odang_person_7273880,P21,Q6581097
Q4809818,label,Bianca Gascoigne
odang_person_5971462,P551,Q639408
odang_person_5981016,P166,Q17985761
odang_person_8622386,P39,Q27169
odang_person_74,P166,Q1967852
Q357762,label,Danny Huston
odang_person_3584618,P1038,Q70899
odang_person_4122140,P27,Q38
odang_person_3593423,P1412,Q150
odang_person_1306862,P166,Q10904959
odang_person_4778437,P1412,Q1860
Q3647289,label,Burghy
odang_person_8361107,P166,Q554495
odang_person_5970915,P106,Q36834
odang_person_323,P106,Q599151
Q2289691,label,Ylenia Carrisi
odang_person_7165335,P39,Q26248695
Q40,label,Austria
odang_person_5977378,P569,1990
odang_person_3585558,P27,Q414
Q3505301,label,Ibrahim ibn Muhammad
odang_person_435,P106,Q2526255
odang_person_4777868,P569,63
Q70802,label,Terza Repubblica francese
Q123885,label,Royal Society
odang_person_8369550,P106,Q10798782
odang_person_5998484,P106,Q3282637
Q52292915,label,Servitore del Popolo
Q311241,label,Bobby Brown
Q1045784,label,ordine dell'Aquila d'oro
odang_person_7200508,P27,Q38
Q12201526,label,membro dell'Ordine dell'Impero Britannico
Q1033,label,Nigeria
odang_person_2411571,P39,Q25973167
odang_person_1306862,P102,Q815348
odang_person_1220831,P106,Q12144794
odang_person_4778513,P106,Q2393361
odang_person_1208567,P1066,Q586956
odang_person_2391784,P106,Q947873
odang_person_7178838,P1038,Q3375012
odang_person_8373851,P102,Q139596
odang_person_7371,P106,Q486748
odang_person_5970875,P463,Q2822396
Q76433,label,Eva Braun
odang_person_4122140,P103,Q652
odang_person_476,P106,Q33999
odang_person_7172123,P166,Q1059569
odang_person_2393960,P1412,Q188
odang_person_8447548,P106,Q82955
Q39631,label,medico
Q605440,label,presidente della Banca Centrale Europea
odang_person_2409385,P40,Q84247209
odang_person_4777951,P551,Q638836
odang_person_8360890,P39,Q1467287
odang_person_1198059,P40,Q9252681
odang_person_3657116,P106,Q4164507
Q188192,label,Tocopilla
Q1726,label,Monaco di Baviera
odang_person_4777868,P39,Q190401
odang_person_1197987,P166,Q935283
odang_person_4794261,P166,Q152337
odang_person_7540525,P551,Q45240
odang_person_1197998,P569,544
odang_person_5970875,P551,Q2412935
odang_person_7961,P166,Q844872
odang_person_3892253,P106,Q188094
odang_person_4777951,P19,Q271395
odang_person_2391787,P39,Q14805701
odang_person_4784968,P106,Q82955
odang_person_462941,P1412,Q652
odang_person_5982572,P106,Q3282637
odang_person_4794261,P39,Q104786984
odang_person_7165335,P1038,Q105268643
odang_person_435,P106,Q3455803
odang_person_2398661,P106,Q183945
Q1774814,label,Partito Operaio Socialdemocratico Russo (bolscevico)
Q3427922,label,ristoratore
Q262,label,Algeria
odang_person_5981016,P106,Q639669
odang_person_7165335,P102,Q139596
odang_person_8377433,P39,Q55075086
odang_person_7178838,P27,Q804
odang_person_5978672,P22,Q187004
odang_person_4783917,P551,Q65
odang_person_5970915,P106,Q10798782
odang_person_7164960,P1038,Q22085679
odang_person_1197987,P166,Q3113381
odang_person_4777868,P1038,Q315492
odang_person_1223623,P39,Q18558478
odang_person_3593594,P1038,Q316054
odang_person_3587036,P569,1913
odang_person_7165099,P569,356
odang_person_8782814,P21,Q6581097
odang_person_8395045,P27,Q172579
odang_person_5970915,P166,Q103916
odang_person_1305562,P569,1964
odang_person_3585442,P26,Q3471889
Q3306,label,Panama
odang_person_186,P40,Q2300129
odang_person_3584618,P802,Q43982
odang_person_7540525,P19,Q649
odang_person_3621346,P802,Q5065505
odang_person_5167488,P551,Q65
odang_person_1302001,P106,Q13418253
odang_person_7213015,P22,Q712878
odang_person_8368332,P166,Q12344311
Q1255921,label,presidente
odang_person_8447548,P102,Q215350
odang_person_3584618,P802,Q44047
odang_person_7174394,P26,Q375290
odang_person_7268194,P106,Q15253558
Q3605658,label,Adriana Fossa
Q191414,label,Mausoleo di Lenin
odang_person_73706,P39,Q1255921
odang_person_4777868,P53,Q3268376
odang_person_2318873,P106,Q1930187
odang_person_3593594,P22,Q48174
odang_person_4778513,P166,Q16889162
Q5384940,label,Erasmus Alvey Darwin
odang_person_2391784,P463,Q493078
odang_person_1197973,P25,Q465702
odang_person_4778437,P26,Q20900227
Q1011547,label,Premio Golden Globe
Q165055,label,commissario europeo per la salute e la politica dei consumatori
odang_person_8372668,P40,Q101675036
odang_person_2391784,P40,Q3731533
odang_person_4778076,P106,Q3387717
Q4537985,label,Gamaliel Foundation
Q44047,label,Giacomo d'Alfeo
odang_person_8361107,P166,Q2986505
odang_person_7165093,P166,Q960966
Q18379561,label,Ordine nazionale al merito
odang_person_6074788,P19,Q277969
odang_person_7514110,P27,Q172579
Q1425428,label,Newcastle upon Tyne
odang_person_5305938,P27,Q38
Q2906822,label,Blockbuster Entertainment Awards
Q338751,label,ordine di Sant'Agata
odang_person_207,P1412,Q150
Q1050695,label,Caterina Guzzanti
odang_person_104912,P19,Q46799
odang_person_2391427,P102,Q79854
odang_person_4777951,P166,Q73136954
Q2422622,label,Premio Gershwin
odang_person_3584725,P551,Q2873559
odang_person_8361107,P551,Q495
odang_person_7174394,P166,Q13452531
Q287186,label,Ilary Blasi
odang_person_7195624,P19,Q393925
odang_person_3585192,P108,Q213439
odang_person_7165099,P19,Q213679
Q15472169,label,mecenate
odang_person_4778076,P166,Q629291
Q628,label,Bergamo
odang_person_5305938,P106,Q185351
odang_person_2418434,P19,Q2119
Q919359,label,ordine di Nazarbaev
odang_person_4879000,P27,Q38
odang_person_2391430,P106,Q24387326
Q463281,label,American Academy of Arts and Letters
Q162192,label,Repubblica Riograndense
Q337531,label,Académie des beaux-arts
odang_person_5057156,P106,Q578109
odang_person_2393960,P569,1906
Q53869206,label,Giovanni Battista Ferri
odang_person_6074364,P21,Q6581097
Q487719,label,Bravo Otto
Q36001,label,WWE Hall of Fame
odang_person_2405807,P569,1992
odang_person_2391784,P39,Q1467287
odang_person_1197564,P1412,Q1412
odang_person_1197987,P166,Q1027904
odang_person_7579297,P21,Q6581097
odang_person_3584725,P20,Q72
odang_person_5970875,P106,Q852389
odang_person_5305938,P103,Q652
odang_person_7165093,P39,Q38715670
odang_person_8468783,P569,1955
odang_person_5978177,P39,Q1404101
odang_person_3609021,P1038,Q1225624
odang_person_3609021,P27,Q38
odang_person_4778437,P166,Q5020532
odang_person_2575564,P108,Q3777663
Q59321885,label,Olena Zelens'ka
odang_person_5981016,P19,Q1762867
odang_person_5978599,P106,Q28389
odang_person_3595505,P569,1981
odang_person_3585484,P39,Q6092845
Q602866,label,Razzie Award alla peggior attrice protagonista
odang_person_7570011,P106,Q937857
odang_person_4788830,P106,Q55960555
Q397,label,latino
odang_person_4794261,P103,Q1321
Q22085545,label,Therese Schmidt
odang_person_8465633,P569,1971
odang_person_2402975,P1412,Q652
odang_person_1197352,P27,Q71084
odang_person_8395045,P27,Q38
odang_person_1197352,P166,Q14762312
odang_person_7223,P1412,Q1860
odang_person_7165335,P166,Q1551843
odang_person_1198059,P40,Q9351247
Q76611716,label,Elizabeth Darwin
odang_person_8447548,P21,Q6581097
odang_person_1306862,P39,Q18558478
odang_person_3688389,P27,Q38
odang_person_522,P3373,Q2062777
odang_person_3593423,P106,Q1053574
Q1543,label,AC Milan
odang_person_8444261,P937,Q490
odang_person_2498182,P19,Q1449
odang_person_3892253,P27,Q38
odang_person_4778437,P40,Q22302383
odang_person_1198059,P1066,Q6577515
odang_person_4851979,P103,Q652
odang_person_4784705,P21,Q6581097
odang_person_1197564,P27,Q33
Q235155,label,Caucasico
Q4220892,label,critico cinematografico
odang_person_3585192,P463,Q2822396
odang_person_5977378,P1412,Q7976
odang_person_3634633,P569,1989
odang_person_2392348,P108,Q7411497
Q219317,label,Università di Pavia
odang_person_3585486,P27,Q38
odang_person_4785694,P1412,Q652
Q296350,label,Cesare Maldini
odang_person_74,P551,Q49164
odang_person_8373851,P27,Q172579
odang_person_8375004,P39,Q27132767
odang_person_7178838,P25,Q267724
Q9005,label,area metropolitana di Bruxelles
Q179259,label,Crowborough
odang_person_5305938,P108,Q820887
odang_person_3593423,P463,Q484839
odang_person_2497787,P19,Q1034
odang_person_8360954,P25,Q4405278
Q2895943,label,Benito Albino Dalser
odang_person_7514110,P27,Q38
odang_person_6002630,P166,Q3613808
Q54371829,label,Lucía Dominguín
odang_person_2409385,P1412,Q652
odang_person_8361107,P103,Q5146
odang_person_7165335,P166,Q190353
odang_person_5987635,P1412,Q5146
odang_person_3609021,P937,Q239
odang_person_1259314,P1412,Q652
odang_person_2575564,P106,Q37226
odang_person_8360972,P166,Q39384825
Q218452,label,Movimento del 26 luglio
odang_person_3591588,P39,Q105582784
odang_person_2391784,P166,Q641316
odang_person_3591588,P19,Q82759
odang_person_1197352,P102,Q3733597
odang_person_1304606,P102,Q2792033
odang_person_7961,P166,Q24081884
Q189290,label,ufficiale
odang_person_6838,P21,Q6581097
odang_person_8368332,P106,Q13235160
odang_person_4797704,P1412,Q5146
odang_person_8372668,P1412,Q1860
odang_person_3609021,P102,Q1141788
odang_person_3596948,P27,Q1028
Q836057,label,ordine equestre del Santo Sepolcro di Gerusalemme
odang_person_462941,P106,Q937857
odang_person_7165335,P166,Q3885349
odang_person_7540525,P569,1996
odang_person_4789166,P53,Q1458155
odang_person_77927,P19,Q13375
Q22133397,label,Peter Raubal
odang_person_1219547,P27,Q38
odang_person_7165129,P166,Q2267946
odang_person_2392348,P40,Q4731396
Q13135,label,Macerata
odang_person_4789080,P1412,Q150
odang_person_1419033,P106,Q753110
odang_person_4783917,P106,Q33999
odang_person_5970875,P26,Q242147
odang_person_3585486,P937,Q239
Q49757,label,poeta
odang_person_6074364,P1412,Q652
odang_person_2497787,P106,Q36180
Q236459,label,Giulia minore
Q9027,label,svedese
odang_person_7183519,P2632,Q1026863
odang_person_7165093,P22,Q19300851
Q1930187,label,giornalista
odang_person_3909771,P551,Q979425
odang_person_4840528,P3373,Q235832
odang_person_7183519,P106,Q639669
Q31391,label,NBA All-Star Game Most Valuable Player Award
odang_person_1208567,P106,Q36180
odang_person_1583438,P19,Q220
odang_person_5167488,P25,Q90810357
Q168383,label,Universal Studios
Q484588,label,Girls' Generation-TTS
Q1538785,label,ministro della difesa della Repubblica Italiana
odang_person_2575564,P27,Q172579
Q487596,label,drammaturgo
odang_person_1526579,P19,Q597
odang_person_84797,P1412,Q150
Q2259,label,Giulia maggiore
odang_person_7961,P184,Q899772
odang_person_4789166,P19,Q485724
Q14805701,label,Vice presidente del Governo della Federazione Russa
odang_person_1197352,P40,Q15292882
odang_person_7174322,P39,Q3961545
odang_person_1198152,P27,Q38
odang_person_7174322,P1412,Q652
odang_person_2498182,P21,Q6581097
odang_person_7183519,P26,Q108655777
odang_person_1516714,P1412,Q652
Q189851,label,censore
odang_person_391,P6886,Q1860
odang_person_391,P21,Q6581097
odang_person_2404466,P569,1994
odang_person_7174394,P19,Q201982
odang_person_4778513,P166,Q56085709
odang_person_8466921,P106,Q10800557
odang_person_4030217,P19,Q583180
odang_person_7164960,P463,Q7320
odang_person_3584939,P27,Q142
odang_person_8466921,P106,Q245068
Q680248,label,distintivo per feriti
odang_person_7514110,P20,Q546
odang_person_1300985,P106,Q36834
odang_person_3608983,P19,Q617
odang_person_5978725,P26,Q1615723
odang_person_8360890,P166,Q105308519
odang_person_8372668,P463,Q123885
odang_person_2494081,P106,Q33999
odang_person_5981016,P106,Q177220
odang_person_1197595,P106,Q579021
odang_person_8381872,P166,Q23306205
odang_person_8360890,P551,Q60
odang_person_6076679,P39,Q27169
odang_person_6065545,P19,Q39984
odang_person_8375041,P21,Q6581097
